ESTIMATE,CODE,CODE4,ELECTOR,S_VOTE,S_VALID_VOTE,H_VOTE,H_VALID_VOTE,H_JIMIN,H_KOMEI,H_RIKKEN,H_ISHIN,H_KYOSAN,H_KOKUMIN,H_REIWA,H_SHAMIN,H_NHK,H_OTHER
dummy,dummy,dummy,,,,,,,,,,,,,,,
,22208,2206,59600 ,30317 ,29918 ,30311 ,29605 ,10766 ,3845 ,6407.433 ,3432 ,2301 ,1154.566 ,1065 ,341 ,293 ,0 
,22209,2202,81152 ,46634 ,45930 ,46625 ,45357 ,18282 ,4790 ,9914.670 ,3717 ,2592 ,3213.329 ,1797 ,547 ,504 ,0 
,22210,,208306 ,109064 ,107671 ,109029 ,105201 ,40727 ,14400 ,21027.421 ,9617 ,4470 ,8336.577 ,3791 ,1371 ,1461 ,0 
,22210-4,2204,12825 ,7362 ,7296 ,7359 ,7168 ,2591 ,783 ,963.450 ,752 ,388 ,1314.549 ,220 ,86 ,70 ,0 
,22210-5,2205,195481 ,101702 ,100375 ,101670 ,98033 ,38136 ,13617 ,20063.971 ,8865 ,4082 ,7022.028 ,3571 ,1285 ,1391 ,0 
,22211,2203,135340 ,77487 ,76568 ,77465 ,75538 ,29579 ,6505 ,18716.758 ,6852 ,4178 ,5097.241 ,2648 ,987 ,975 ,0 
,22212,2202,113750 ,61093 ,60125 ,61083 ,59599 ,23446 ,7650 ,12108.855 ,5347 ,3572 ,3736.144 ,2279 ,733 ,727 ,0 
,22213,2203,93924 ,56140 ,55369 ,56108 ,54655 ,22510 ,4898 ,11872.088 ,4398 ,3142 ,4492.911 ,1937 ,742 ,663 ,0 
,22214,2202,120161 ,67194 ,66168 ,67156 ,65688 ,25912 ,6617 ,15008.237 ,6031 ,4104 ,4013.762 ,2368 ,866 ,768 ,0 
,22215,2205,71075 ,36790 ,36289 ,36776 ,35503 ,16821 ,3818 ,6523.173 ,2682 ,1426 ,1999.826 ,1201 ,451 ,581 ,0 
,22216,2203,69025 ,38073 ,37503 ,38060 ,37263 ,14812 ,3343 ,8756.405 ,3431 ,1767 ,2660.594 ,1457 ,544 ,492 ,0 
,22219,2206,18211 ,10192 ,10078 ,10189 ,9897 ,4004 ,1524 ,2029.465 ,906 ,451 ,452.534 ,313 ,145 ,72 ,0 
,22220,2205,42036 ,24710 ,24400 ,24700 ,24005 ,9925 ,2722 ,5077.890 ,2036 ,1131 ,1563.109 ,796 ,322 ,432 ,0 
,22221,2207,47236 ,29159 ,28796 ,29151 ,28376 ,12012 ,3078 ,6149.458 ,2230 ,1055 ,1864.541 ,1235 ,349 ,403 ,0 
,22222,2206,26123 ,15512 ,15309 ,15510 ,15088 ,6577 ,1670 ,3285.677 ,1332 ,706 ,729.322 ,431 ,217 ,140 ,0 
,22223,,25923 ,15059 ,14742 ,15055 ,14628 ,7153 ,1563 ,2341.638 ,987 ,611 ,1161.360 ,539 ,122 ,150 ,0 
,22223-2,2202,8116 ,4758 ,4663 ,4755 ,4621 ,2580 ,439 ,652.635 ,292 ,140 ,297.364 ,160 ,31 ,29 ,0 
,22223-3,2203,17807 ,10301 ,10079 ,10300 ,10007 ,4573 ,1124 ,1689.003 ,695 ,471 ,863.996 ,379 ,91 ,121 ,0 
,22224,2203,37155 ,22220 ,21896 ,22211 ,21594 ,8964 ,1929 ,4312.642 ,1531 ,1066 ,2534.357 ,753 ,241 ,263 ,0 
,22225,,40507 ,21857 ,21609 ,21848 ,21282 ,8317 ,2424 ,4928.197 ,1966 ,1321 ,1136.801 ,670 ,285 ,234 ,0 
,22225-5,2205,12012 ,6377 ,6295 ,6376 ,6166 ,2512 ,896 ,1335.457 ,464 ,301 ,324.542 ,177 ,84 ,72 ,0 
,22225-6,2206,28495 ,15480 ,15314 ,15472 ,15116 ,5805 ,1528 ,3592.740 ,1502 ,1020 ,812.259 ,493 ,201 ,162 ,0 
,22226,2202,36279 ,21684 ,21328 ,21680 ,20954 ,10412 ,1882 ,3599.771 ,1535 ,882 ,1327.228 ,837 ,225 ,254 ,0 
,22301,2206,10518 ,5748 ,5642 ,5747 ,5574 ,2454 ,849 ,1075.135 ,434 ,259 ,235.864 ,145 ,67 ,55 ,0 
,22302,2206,6063 ,3717 ,3672 ,3714 ,3635 ,1685 ,496 ,716.928 ,278 ,128 ,157.071 ,104 ,53 ,17 ,0 
,22304,2206,7014 ,4495 ,4425 ,4492 ,4370 ,1886 ,580 ,935.258 ,328 ,196 ,176.741 ,155 ,64 ,49 ,0 
,22305,2206,5599 ,3758 ,3737 ,3756 ,3667 ,1589 ,509 ,809.750 ,288 ,128 ,138.250 ,110 ,60 ,35 ,0 
,22306,2206,6683 ,4293 ,4267 ,4291 ,4197 ,1824 ,756 ,806.124 ,297 ,184 ,156.875 ,109 ,41 ,23 ,0 
,22325,2205,31732 ,17393 ,17191 ,17385 ,16884 ,6543 ,1989 ,3655.401 ,1433 ,1165 ,1040.598 ,583 ,239 ,236 ,0 
,22341,2206,25973 ,14088 ,13931 ,14086 ,13745 ,5050 ,1785 ,3172.875 ,1419 ,632 ,819.124 ,498 ,172 ,197 ,0 
,22342,2206,35031 ,20116 ,19867 ,20111 ,19657 ,7368 ,1769 ,4393.865 ,2301 ,900 ,1663.134 ,675 ,292 ,295 ,0 
,22344,2205,15140 ,9181 ,9062 ,9180 ,8901 ,4418 ,1071 ,1563.796 ,548 ,322 ,464.203 ,263 ,128 ,123 ,0 
,22424,2202,23225 ,12669 ,12413 ,12667 ,12362 ,5446 ,1391 ,2284.796 ,1076 ,619 ,764.203 ,517 ,114 ,150 ,0 
,22429,2202,5753 ,3938 ,3883 ,3936 ,3798 ,1840 ,675 ,635.181 ,159 ,162 ,140.818 ,121 ,50 ,15 ,0 
,22461,2203,14968 ,9547 ,9449 ,9546 ,9322 ,4051 ,1015 ,2072.544 ,586 ,415 ,648.455 ,297 ,144 ,93 ,0 
,23000,,6121964 ,3426444 ,3341514 ,3426224 ,3355654 ,1205790 ,380316 ,750876.412 ,368716 ,216281 ,190520.518 ,147121 ,43006 ,53027 ,0 
,,2301,400338 ,198136 ,192802 ,198125 ,194654 ,64869 ,21606 ,45186.126 ,22568 ,14455 ,11391.869 ,8664 ,2409 ,3505 ,0 
,,2302,404436 ,216125 ,210815 ,216105 ,212133 ,71153 ,19656 ,38465.055 ,23006 ,15861 ,28754.942 ,8902 ,3016 ,3319 ,0 
,,2303,417728 ,226501 ,220889 ,226496 ,222749 ,72219 ,21835 ,56540.489 ,25794 ,17806 ,12892.508 ,9219 ,2924 ,3519 ,0 
,,2304,372310 ,182259 ,178430 ,182261 ,179195 ,54649 ,25175 ,40577.800 ,22306 ,15795 ,8673.196 ,6839 ,2347 ,2833 ,0 
,,2305,432024 ,210101 ,204855 ,210093 ,206156 ,63963 ,28488 ,47457.175 ,29229 ,13258 ,9582.820 ,8362 ,2534 ,3282 ,0 
,,2306,435949 ,239021 ,233379 ,239002 ,234666 ,82752 ,28108 ,54083.550 ,24360 ,18014 ,11350.448 ,9227 ,3176 ,3595 ,0 
,,2307,455656 ,271277 ,264595 ,271273 ,266011 ,95871 ,27169 ,60889.519 ,29086 ,19563 ,14819.474 ,11004 ,3482 ,4127 ,0 
,,2308,437645 ,247395 ,242363 ,247385 ,242039 ,87317 ,30582 ,57995.489 ,23083 ,14071 ,11718.502 ,10206 ,3340 ,3726 ,0 
,,2309,432760 ,233625 ,227935 ,233624 ,228720 ,82041 ,29629 ,55579.348 ,22444 ,14169 ,9748.643 ,8866 ,3057 ,3186 ,0 
,,2310,436560 ,237890 ,231677 ,237862 ,233422 ,72570 ,29640 ,46988.479 ,38820 ,15423 ,9911.516 ,14093 ,2708 ,3268 ,0 
,,2311,383834 ,241037 ,228796 ,241022 ,234118 ,97817 ,24691 ,39883.033 ,23425 ,12256 ,17875.965 ,10730 ,3154 ,4286 ,0 
,,2312,444780 ,275635 ,270619 ,275601 ,268884 ,111038 ,24988 ,63090.746 ,25655 ,12796 ,12559.252 ,11150 ,3229 ,4378 ,0 
,,2313,422731 ,260242 ,254236 ,260230 ,254284 ,102799 ,24479 ,56395.151 ,25321 ,12437 ,14236.844 ,10802 ,3282 ,4532 ,0 
,,2314,296452 ,184574 ,181311 ,184547 ,180295 ,72988 ,20704 ,42084.570 ,15505 ,9544 ,7452.423 ,7395 ,2083 ,2539 ,0 
,,2315,348761 ,202626 ,198812 ,202598 ,198328 ,73744 ,23566 ,45659.882 ,18114 ,10833 ,9552.116 ,11662 ,2265 ,2932 ,0 
,23101,2302,131518 ,72306 ,70363 ,72304 ,70969 ,24323 ,5484 ,12857.864 ,8124 ,5639 ,9368.135 ,3035 ,1042 ,1096 ,0 
,23102,2301,67073 ,34969 ,33992 ,34967 ,34387 ,12163 ,2669 ,8052.351 ,4386 ,2325 ,2155.647 ,1528 ,452 ,656 ,0 
,23103,2301,136663 ,68040 ,66200 ,68039 ,66832 ,20575 ,9067 ,16063.931 ,6739 ,5977 ,3636.068 ,2761 ,883 ,1130 ,0 
,23104,2301,122958 ,62825 ,61271 ,62816 ,61645 ,20727 ,7372 ,14396.167 ,7181 ,4060 ,3485.832 ,2682 ,699 ,1042 ,0 
,23105,2305,113516 ,52667 ,51318 ,52665 ,51731 ,16246 ,6302 ,11720.629 ,7586 ,3618 ,2591.370 ,2122 ,642 ,903 ,0 
,23106,2301,73644 ,32302 ,31339 ,32303 ,31790 ,11404 ,2498 ,6673.677 ,4262 ,2093 ,2114.322 ,1693 ,375 ,677 ,0 
,23107,2303,86222 ,48527 ,47303 ,48526 ,47775 ,16449 ,3287 ,11981.959 ,5878 ,3727 ,3062.040 ,1983 ,655 ,752 ,0 
,23108,2304,89785 ,49255 ,48239 ,49253 ,48459 ,15923 ,4550 ,11612.994 ,6962 ,3480 ,2641.005 ,1843 ,665 ,782 ,0 
,23109,2304,55003 ,29440 ,28849 ,29441 ,28916 ,9076 ,2855 ,6838.617 ,3857 ,2741 ,1505.382 ,1150 ,410 ,483 ,0 
,23110,2305,180433 ,83067 ,80938 ,83063 ,81436 ,23499 ,12793 ,19283.543 ,10814 ,5683 ,3796.456 ,3279 ,1026 ,1262 ,0 
,23111,2304,115856 ,50238 ,49144 ,50239 ,49455 ,13823 ,9198 ,10624.874 ,5557 ,4989 ,2049.125 ,1904 ,551 ,759 ,0 
,23112,2304,111666 ,53326 ,52198 ,53328 ,52365 ,15827 ,8572 ,11501.315 ,5930 ,4585 ,2477.684 ,1942 ,721 ,809 ,0 
,23113,2302,142231 ,73425 ,71704 ,73417 ,71951 ,23559 ,7989 ,12883.958 ,6785 ,5395 ,10198.041 ,3001 ,1000 ,1140 ,0 
,23114,2303,200637 ,109781 ,107084 ,109780 ,107860 ,34278 ,11731 ,28196.239 ,12058 ,8347 ,5862.760 ,4305 ,1387 ,1695 ,0 
,23115,2302,130687 ,70394 ,68748 ,70384 ,69213 ,23271 ,6183 ,12723.233 ,8097 ,4827 ,9188.766 ,2866 ,974 ,1083 ,0 
,23116,2303,130869 ,68193 ,66502 ,68190 ,67114 ,21492 ,6817 ,16362.291 ,7858 ,5732 ,3967.708 ,2931 ,882 ,1072 ,0 
,23201,2315,298890 ,169874 ,166519 ,169849 ,166367 ,59753 ,20239 ,38724.942 ,15611 ,9567 ,8032.057 ,10027 ,1938 ,2475 ,0 
,23202,2312,310505 ,190087 ,186674 ,190061 ,185896 ,74667 ,17264 ,44892.489 ,18307 ,8878 ,8967.510 ,7656 ,2199 ,3065 ,0 
,23203,,315968 ,169559 ,165151 ,169544 ,166264 ,52081 ,22583 ,33744.010 ,27092 ,9796 ,6989.988 ,9860 ,1798 ,2320 ,0 
,23203-9,2309,48769 ,26502 ,25874 ,26501 ,25948 ,9121 ,3909 ,5891.754 ,2788 ,1383 ,1033.245 ,1137 ,334 ,351 ,0 
,23203-10,2310,267199 ,143057 ,139277 ,143043 ,140316 ,42960 ,18674 ,27852.256 ,24304 ,8413 ,5956.743 ,8723 ,1464 ,1969 ,0 
,23204,,103288 ,59809 ,58517 ,59809 ,58457 ,20542 ,7331 ,13476.266 ,5656 ,4827 ,2732.733 ,2307 ,792 ,793 ,0 
,23204-7,2307,103288 ,59809 ,58517 ,59809 ,58457 ,20542 ,7331 ,13476.266 ,5656 ,4827 ,2732.733 ,2307 ,792 ,793 ,0 
,23205,2308,96543 ,52115 ,51006 ,52115 ,51081 ,17410 ,6384 ,12355.018 ,5407 ,3121 ,2503.981 ,2294 ,724 ,882 ,0 
,23206,2306,256164 ,139464 ,136120 ,139456 ,136931 ,47313 ,16523 ,31742.263 ,14499 ,10729 ,6728.736 ,5369 ,1859 ,2168 ,0 
,23207,2314,150324 ,90080 ,88554 ,90056 ,88030 ,34276 ,9775 ,21290.435 ,7916 ,4797 ,3789.564 ,3796 ,1022 ,1368 ,0 
,23208,2309,51430 ,26889 ,26279 ,26892 ,26317 ,8934 ,3473 ,6731.109 ,2438 ,1920 ,1140.890 ,977 ,329 ,374 ,0 
,23209,2313,56147 ,31665 ,31079 ,31666 ,30869 ,13694 ,3240 ,6048.744 ,2626 ,1724 ,1476.255 ,1245 ,357 ,458 ,0 
,23210,2313,123058 ,77028 ,75225 ,77025 ,75364 ,30154 ,6729 ,16932.863 ,7912 ,3783 ,4408.136 ,3142 ,982 ,1321 ,0 
,23211,,337625 ,212791 ,202139 ,212777 ,206605 ,86624 ,22382 ,35027.298 ,20187 ,10767 ,15569.700 ,9499 ,2792 ,3757 ,0 
,23211-11,2311,335738 ,211407 ,200778 ,211393 ,205247 ,85985 ,22170 ,34748.512 ,20101 ,10717 ,15539.487 ,9454 ,2783 ,3749 ,0 
,23211-14,2314,1887 ,1384 ,1361 ,1384 ,1358 ,639 ,212 ,278.786 ,86 ,50 ,30.213 ,45 ,9 ,8 ,0 
,23212,2313,150305 ,95114 ,92938 ,95110 ,93093 ,37687 ,9045 ,21126.934 ,9285 ,3779 ,5242.065 ,3992 ,1277 ,1659 ,0 
,23213,2312,134275 ,85548 ,83945 ,85540 ,82988 ,36371 ,7724 ,18198.257 ,7348 ,3918 ,3591.742 ,3494 ,1030 ,1313 ,0 
,23214,2314,65356 ,38149 ,37295 ,38148 ,37243 ,14840 ,4947 ,8527.722 ,3226 ,1851 ,1488.277 ,1468 ,382 ,513 ,0 
,23215,2306,60266 ,35820 ,35062 ,35817 ,35212 ,12333 ,4119 ,8142.078 ,3519 ,2974 ,1742.922 ,1390 ,492 ,500 ,0 
,23216,2308,47268 ,26090 ,25525 ,26087 ,25614 ,9671 ,2923 ,6051.853 ,2321 ,1441 ,1312.146 ,1125 ,396 ,373 ,0 
,23217,2310,82694 ,46549 ,45463 ,46541 ,45809 ,14092 ,5823 ,9424.631 ,7189 ,3453 ,1873.368 ,2733 ,629 ,592 ,0 
,23219,2306,119519 ,63737 ,62197 ,63729 ,62523 ,23106 ,7466 ,14199.209 ,6342 ,4311 ,2878.790 ,2468 ,825 ,927 ,0 
,23220,2309,111827 ,62376 ,60844 ,62386 ,61057 ,22537 ,6629 ,15218.038 ,6201 ,3720 ,2840.961 ,2290 ,830 ,791 ,0 
,23221,2314,37960 ,27546 ,27194 ,27546 ,26868 ,11810 ,2741 ,6243.634 ,1951 ,1617 ,925.365 ,991 ,357 ,232 ,0 
,23222,2308,92582 ,50465 ,49469 ,50467 ,49413 ,17437 ,6649 ,12058.564 ,4662 ,2662 ,2454.435 ,2043 ,617 ,830 ,0 
,23223,2307,73238 ,45357 ,44208 ,45355 ,44575 ,16716 ,4218 ,9739.332 ,4899 ,3127 ,2711.667 ,1811 ,569 ,784 ,0 
,23224,2308,69670 ,39868 ,39151 ,39865 ,39075 ,13854 ,4918 ,9999.833 ,3630 ,2175 ,1866.166 ,1536 ,582 ,514 ,0 
,23225,2313,56100 ,34438 ,33553 ,34433 ,33566 ,12983 ,3013 ,7694.484 ,3429 ,2044 ,1860.515 ,1453 ,407 ,682 ,0 
,23226,2307,68851 ,39977 ,39000 ,39979 ,39222 ,13475 ,4341 ,9430.605 ,4245 ,2995 ,2160.394 ,1483 ,519 ,573 ,0 
,23227,2313,37121 ,21997 ,21441 ,21996 ,21392 ,8281 ,2452 ,4592.126 ,2069 ,1107 ,1249.873 ,970 ,259 ,412 ,0 
,23228,2310,38567 ,20746 ,20170 ,20743 ,20375 ,6489 ,2254 ,4099.348 ,3220 ,1654 ,849.651 ,1177 ,303 ,329 ,0 
,23229,2307,55487 ,32326 ,31525 ,32324 ,31688 ,11421 ,3235 ,7612.697 ,3221 ,2157 ,1752.302 ,1310 ,453 ,526 ,0 
,23230,2307,73457 ,45052 ,43900 ,45052 ,44260 ,16180 ,3775 ,10028.806 ,5383 ,3251 ,2548.193 ,1896 ,538 ,660 ,0 
,23231,2315,49871 ,32752 ,32293 ,32749 ,31961 ,13991 ,3327 ,6934.940 ,2503 ,1266 ,1520.059 ,1635 ,327 ,457 ,0 
,23232,2309,52553 ,29412 ,28710 ,29408 ,28765 ,10654 ,3701 ,7174.562 ,2374 ,2042 ,1080.437 ,963 ,389 ,387 ,0 
,23233,2305,55923 ,30757 ,30039 ,30756 ,30162 ,10186 ,3615 ,6902.729 ,4577 ,1578 ,1243.270 ,1198 ,367 ,495 ,0 
,23234,2305,69650 ,37149 ,36279 ,37148 ,36513 ,11851 ,4874 ,8213.217 ,5392 ,2012 ,1697.782 ,1501 ,443 ,529 ,0 
,23235,2309,35667 ,20180 ,19739 ,20174 ,19780 ,7439 ,2711 ,4447.988 ,1861 ,1344 ,803.011 ,692 ,250 ,232 ,0 
,23236,2311,48096 ,29630 ,28018 ,29629 ,28871 ,11832 ,2521 ,5134.521 ,3324 ,1539 ,2336.478 ,1276 ,371 ,537 ,0 
,23237,2309,72285 ,37735 ,36762 ,37732 ,36893 ,12649 ,5138 ,8928.019 ,3725 ,2230 ,1524.980 ,1556 ,543 ,599 ,0 
,23238,2307,46703 ,28115 ,27321 ,28114 ,27617 ,10122 ,2180 ,6031.628 ,3609 ,1757 ,1779.371 ,1311 ,353 ,474 ,0 
,23302,2307,34632 ,20641 ,20124 ,20640 ,20192 ,7415 ,2089 ,4570.185 ,2073 ,1449 ,1134.814 ,886 ,258 ,317 ,0 
,23342,2305,12502 ,6461 ,6281 ,6461 ,6314 ,2181 ,904 ,1337.057 ,860 ,367 ,253.942 ,262 ,56 ,93 ,0 
,23361,2310,19350 ,11138 ,10801 ,11137 ,10880 ,3883 ,1235 ,2059.756 ,1607 ,722 ,489.243 ,616 ,104 ,164 ,0 
,23362,2310,28750 ,16400 ,15966 ,16398 ,16042 ,5146 ,1654 ,3552.488 ,2500 ,1181 ,742.511 ,844 ,208 ,214 ,0 
,23424,2309,26219 ,11969 ,11612 ,11969 ,11755 ,3883 ,1870 ,2748.806 ,1203 ,632 ,498.193 ,570 ,151 ,199 ,0 
,23425,2309,30406 ,16120 ,15734 ,16120 ,15824 ,5582 ,2000 ,3950.463 ,1678 ,822 ,732.536 ,620 ,215 ,224 ,0 
,23427,2309,3604 ,2442 ,2381 ,2442 ,2381 ,1242 ,198 ,488.609 ,176 ,76 ,94.390 ,61 ,16 ,29 ,0 
,23441,2308,22641 ,14472 ,14157 ,14473 ,14078 ,5209 ,1612 ,3403.208 ,1271 ,931 ,659.791 ,599 ,189 ,204 ,0 
,23442,2308,40857 ,24668 ,24108 ,24663 ,24000 ,8618 ,2755 ,5947.775 ,2394 ,1330 ,1308.224 ,974 ,337 ,336 ,0 
,23445,2308,14585 ,8873 ,8749 ,8873 ,8652 ,4007 ,1436 ,1296.321 ,571 ,622 ,282.678 ,272 ,79 ,86 ,0 
,23446,2308,18412 ,10931 ,10722 ,10930 ,10675 ,4362 ,1203 ,2357.078 ,939 ,683 ,369.921 ,461 ,143 ,157 ,0 
,23447,2308,35087 ,19913 ,19476 ,19912 ,19451 ,6749 ,2702 ,4525.839 ,1888 ,1106 ,961.160 ,902 ,273 ,344 ,0 
,23501,2314,33209 ,22008 ,21571 ,22006 ,21513 ,9000 ,2323 ,4540.009 ,2050 ,943 ,1087.990 ,929 ,269 ,371 ,0 
,23561,2314,4130 ,2832 ,2789 ,2832 ,2767 ,1173 ,339 ,713.140 ,147 ,173 ,74.860 ,96 ,22 ,29 ,0 
,23562,2314,2656 ,1885 ,1865 ,1885 ,1840 ,919 ,228 ,385.190 ,97 ,88 ,36.809 ,54 ,15 ,17 ,0 
,23563,2314,930 ,690 ,682 ,690 ,676 ,331 ,139 ,105.654 ,32 ,25 ,19.345 ,16 ,7 ,1 ,0 
,24000,,1479020 ,830832 ,817771 ,830769 ,811391 ,294787 ,112091 ,202650.983 ,73845 ,43250 ,31494.987 ,32018 ,9560 ,11694 ,0 
,,2401,359419 ,197250 ,194608 ,197227 ,192888 ,72471 ,26482 ,46500.336 ,16768 ,10988 ,7038.662 ,7352 ,2291 ,2997 ,0 
,,2402,408281 ,223983 ,219320 ,223966 ,219204 ,75547 ,32881 ,51691.763 ,23915 ,11622 ,8860.232 ,8686 ,2732 ,3269 ,0 
,,2403,414312 ,229151 ,225897 ,229140 ,224275 ,76007 ,26493 ,65593.360 ,19000 ,11614 ,10383.632 ,9235 ,2572 ,3377 ,0 
,,2404,297008 ,180448 ,177946 ,180436 ,175024 ,70762 ,26235 ,38865.524 ,14162 ,9026 ,5212.461 ,6745 ,1965 ,2051 ,0 
,24201,2401,226378 ,125716 ,123822 ,125702 ,123002 ,45303 ,16560 ,30168.132 ,10929 ,7401 ,4542.867 ,4671 ,1491 ,1936 ,0 
,24202,,254526 ,133472 ,131295 ,133468 ,130926 ,42826 ,18063 ,36840.116 ,11340 ,6936 ,6178.882 ,5124 ,1558 ,2060 ,0 
,24202-2,2402,71845 ,36535 ,35850 ,36536 ,35772 ,11830 ,5630 ,9470.954 ,3000 ,1832 ,1524.045 ,1424 ,463 ,598 ,0 
,24202-3,2403,182681 ,96937 ,95445 ,96932 ,95154 ,30996 ,12433 ,27369.162 ,8340 ,5104 ,4654.837 ,3700 ,1095 ,1462 ,0 
,24203,2404,104885 ,63085 ,62010 ,63083 ,61178 ,24697 ,6762 ,14685.973 ,5418 ,3271 ,2124.026 ,2618 ,804 ,798 ,0 
,24204,2401,133041 ,71534 ,70786 ,71525 ,69886 ,27168 ,9922 ,16332.204 ,5839 ,3587 ,2495.795 ,2681 ,800 ,1061 ,0 
,24205,2403,114595 ,63216 ,62341 ,63215 ,61766 ,21273 ,5708 ,18927.456 ,5700 ,3011 ,2881.543 ,2597 ,744 ,924 ,0 
,24207,2402,159856 ,86223 ,84556 ,86209 ,84362 ,29973 ,10246 ,21837.605 ,7484 ,4421 ,4105.394 ,3822 ,1007 ,1466 ,0 
,24208,2402,64941 ,37445 ,36370 ,37446 ,36799 ,10920 ,7513 ,6559.045 ,6562 ,2020 ,1112.954 ,1201 ,419 ,492 ,0 
,24209,2404,14898 ,8948 ,8822 ,8948 ,8673 ,3190 ,1805 ,1841.766 ,624 ,534 ,242.233 ,278 ,71 ,87 ,0 
,24210,2402,39478 ,21938 ,21583 ,21937 ,21423 ,7619 ,3016 ,5546.982 ,1660 ,1333 ,868.017 ,838 ,263 ,279 ,0 
,24211,2404,15499 ,9224 ,9124 ,9224 ,8945 ,3871 ,1565 ,1577.498 ,675 ,547 ,237.501 ,314 ,68 ,90 ,0 
,24212,2404,14202 ,9082 ,8963 ,9080 ,8798 ,3388 ,1801 ,1946.403 ,707 ,370 ,146.596 ,258 ,96 ,85 ,0 
,24214,2403,36598 ,21654 ,21391 ,21654 ,21134 ,7664 ,2479 ,6271.452 ,1311 ,1087 ,804.547 ,939 ,232 ,346 ,0 
,24215,2404,42106 ,24050 ,23791 ,24046 ,23396 ,10274 ,3481 ,4611.976 ,1837 ,1107 ,649.023 ,947 ,228 ,261 ,0 
,24216,2402,72161 ,41842 ,40961 ,41838 ,40848 ,15205 ,6476 ,8277.177 ,5209 ,2016 ,1249.822 ,1401 ,580 ,434 ,0 
,24303,2403,4953 ,2871 ,2810 ,2871 ,2796 ,1003 ,375 ,763.235 ,205 ,203 ,86.764 ,87 ,36 ,37 ,0 
,24324,2403,21093 ,12519 ,12354 ,12518 ,12282 ,4150 ,1455 ,3750.316 ,993 ,615 ,509.683 ,503 ,154 ,152 ,0 
,24341,2403,33735 ,20256 ,20003 ,20252 ,19730 ,6901 ,2873 ,5182.667 ,1496 ,1141 ,796.332 ,904 ,182 ,254 ,0 
,24343,2403,8397 ,5117 ,5049 ,5117 ,4999 ,1684 ,472 ,1550.259 ,459 ,206 ,304.740 ,199 ,48 ,76 ,0 
,24344,2403,12260 ,6581 ,6504 ,6581 ,6414 ,2336 ,698 ,1778.813 ,496 ,247 ,345.186 ,306 ,81 ,126 ,0 
,24441,2404,11870 ,7346 ,7265 ,7344 ,7160 ,3017 ,910 ,1675.652 ,526 ,364 ,204.347 ,281 ,84 ,98 ,0 
,24442,2404,19121 ,11167 ,11031 ,11167 ,10893 ,4325 ,1546 ,2620.504 ,876 ,488 ,361.495 ,391 ,128 ,157 ,0 
,24443,2404,7688 ,5156 ,5098 ,5156 ,5002 ,2106 ,688 ,1269.873 ,290 ,193 ,144.126 ,195 ,61 ,55 ,0 
,24461,2404,12565 ,7379 ,7294 ,7378 ,7144 ,2771 ,797 ,1936.202 ,574 ,287 ,268.797 ,351 ,79 ,80 ,0 
,24470,2404,6811 ,4181 ,4127 ,4181 ,4057 ,1621 ,693 ,896.387 ,289 ,180 ,128.612 ,164 ,43 ,42 ,0 
,24471,2404,7114 ,4892 ,4838 ,4892 ,4773 ,1694 ,1138 ,965.661 ,261 ,327 ,144.338 ,141 ,53 ,49 ,0 
,24472,2404,10824 ,6628 ,6529 ,6628 ,6394 ,2593 ,1576 ,1055.502 ,363 ,391 ,125.497 ,201 ,51 ,38 ,0 
,24543,2404,13196 ,9242 ,9110 ,9242 ,8784 ,3569 ,1651 ,1809.528 ,579 ,454 ,230.471 ,299 ,117 ,75 ,0 
,24561,2404,7158 ,4524 ,4464 ,4523 ,4402 ,1718 ,759 ,986.694 ,376 ,262 ,99.305 ,113 ,38 ,50 ,0 
,24562,2404,9071 ,5544 ,5480 ,5544 ,5425 ,1928 ,1063 ,985.905 ,767 ,251 ,106.094 ,194 ,44 ,86 ,0 
,25000,,1153087 ,661044 ,648310 ,660996 ,647814 ,227218 ,56067 ,102056.703 ,137639 ,47019 ,32813.279 ,27013 ,9568 ,8420 ,0 
,,2501,324354 ,191059 ,186680 ,191051 ,187357 ,62397 ,16346 ,24800.095 ,39819 ,15194 ,15856.903 ,7359 ,2970 ,2615 ,0 
,,2502,263110 ,149792 ,147621 ,149769 ,146509 ,56296 ,11586 ,29339.093 ,25230 ,9856 ,4799.900 ,5416 ,2262 ,1724 ,0 
,,2503,274521 ,157668 ,155131 ,157656 ,154874 ,53338 ,12771 ,19213.581 ,40369 ,10593 ,6688.416 ,7755 ,1995 ,2151 ,0 
,,2504,291102 ,162525 ,158878 ,162520 ,159074 ,55187 ,15364 ,28703.934 ,32221 ,11376 ,5468.060 ,6483 ,2341 ,1930 ,0 
,25201,2501,283903 ,165070 ,161238 ,165063 ,161989 ,51676 ,14068 ,21782.340 ,35448 ,13464 ,14163.659 ,6422 ,2655 ,2310 ,0 
,25202,2502,91713 ,50031 ,49218 ,50019 ,49266 ,16985 ,4185 ,10745.743 ,9234 ,3005 ,1798.256 ,1872 ,735 ,706 ,0 
,25203,2502,94708 ,55381 ,54688 ,55373 ,54018 ,22373 ,3864 ,9886.248 ,9077 ,3852 ,1606.751 ,1930 ,866 ,563 ,0 
,25204,2504,67140 ,39222 ,38358 ,39218 ,38329 ,13023 ,3255 ,7250.249 ,8014 ,2845 ,1330.750 ,1531 ,613 ,467 ,0 
