ESTIMATE,CODE,CODE4,ELECTOR,S_VOTE,S_VALID_VOTE,H_VOTE,H_VALID_VOTE,H_JIMIN,H_KOMEI,H_RIKKEN,H_ISHIN,H_KYOSAN,H_KOKUMIN,H_REIWA,H_SHAMIN,H_NHK,H_OTHER
dummy,dummy,dummy,,,,,,,,,,,,,,,
,25206,2503,110286 ,63761 ,62738 ,63752 ,62641 ,21052 ,5186 ,7819.450 ,16417 ,4274 ,3008.549 ,3194 ,828 ,862 ,0 
,25207,2503,67179 ,39724 ,39082 ,39723 ,39009 ,13709 ,2851 ,4853.250 ,10355 ,2700 ,1617.750 ,1876 ,508 ,539 ,0 
,25208,2503,55506 ,30487 ,29996 ,30486 ,29957 ,10210 ,2875 ,3523.416 ,7707 ,1997 ,1220.583 ,1611 ,365 ,448 ,0 
,25209,2504,72589 ,40766 ,39759 ,40766 ,39952 ,14145 ,4146 ,6884.833 ,8084 ,2742 ,1295.166 ,1585 ,579 ,491 ,0 
,25210,2503,41550 ,23696 ,23315 ,23695 ,23267 ,8367 ,1859 ,3017.465 ,5890 ,1622 ,841.534 ,1074 ,294 ,302 ,0 
,25211,2504,43318 ,22799 ,22243 ,22798 ,22345 ,6683 ,2520 ,4115.563 ,4934 ,1498 ,915.436 ,1047 ,306 ,326 ,0 
,25212,2501,40451 ,25989 ,25442 ,25988 ,25368 ,10721 ,2278 ,3017.755 ,4371 ,1730 ,1693.244 ,937 ,315 ,305 ,0 
,25213,,91463 ,47926 ,46985 ,47928 ,46986 ,17078 ,4171 ,8457.658 ,9284 ,3438 ,1567.340 ,1826 ,660 ,504 ,0 
,25213-2,2502,10638 ,5597 ,5516 ,5597 ,5479 ,2230 ,286 ,1058.760 ,956 ,424 ,169.239 ,236 ,68 ,51 ,0 
,25213-4,2504,80825 ,42329 ,41469 ,42331 ,41507 ,14848 ,3885 ,7398.898 ,8328 ,3014 ,1398.101 ,1590 ,592 ,453 ,0 
,25214,2502,31897 ,18923 ,18695 ,18921 ,18472 ,7154 ,1281 ,4054.413 ,2978 ,1218 ,588.586 ,660 ,338 ,200 ,0 
,25383,2504,17392 ,10839 ,10640 ,10837 ,10533 ,3896 ,945 ,1970.890 ,1780 ,951 ,291.109 ,436 ,150 ,113 ,0 
,25384,2504,9838 ,6570 ,6409 ,6570 ,6408 ,2592 ,613 ,1083.501 ,1081 ,326 ,237.498 ,294 ,101 ,80 ,0 
,25425,2502,16424 ,9200 ,9022 ,9199 ,8955 ,3476 ,814 ,1579.781 ,1541 ,606 ,351.218 ,365 ,117 ,105 ,0 
,25441,2502,5808 ,3169 ,3117 ,3169 ,3092 ,1116 ,459 ,525.000 ,436 ,285 ,75.000 ,136 ,28 ,32 ,0 
,25442,2502,5695 ,3344 ,3283 ,3344 ,3204 ,1306 ,362 ,647.076 ,428 ,198 ,82.923 ,101 ,53 ,26 ,0 
,25443,2502,6227 ,4147 ,4082 ,4147 ,4023 ,1656 ,335 ,842.072 ,580 ,268 ,127.927 ,116 ,57 ,41 ,0 
,26000,,2104958 ,1185530 ,1160229 ,1185350 ,1159553 ,338013 ,113605 ,158980.314 ,266728 ,152865 ,59593.651 ,42599 ,13006 ,14163 ,0 
,,2601,390373 ,218203 ,213446 ,218171 ,213941 ,60665 ,16899 ,24168.133 ,54042 ,33636 ,10248.862 ,8911 ,2492 ,2879 ,0 
,,2602,264808 ,151310 ,148330 ,151287 ,148373 ,40610 ,12071 ,16192.309 ,26553 ,22808 ,19308.688 ,7312 ,1842 ,1676 ,0 
,,2603,353915 ,189424 ,185221 ,189389 ,185583 ,49800 ,19762 ,29461.806 ,44893 ,23332 ,7546.190 ,6373 ,2067 ,2348 ,0 
,,2604,396960 ,223148 ,217550 ,223108 ,217197 ,64258 ,22478 ,26924.284 ,50177 ,30163 ,9619.711 ,8429 ,2501 ,2647 ,0 
,,2605,238618 ,141965 ,139080 ,141954 ,138079 ,51703 ,14740 ,20442.142 ,25009 ,15810 ,3832.852 ,3840 ,1236 ,1466 ,0 
,,2606,460284 ,261480 ,256602 ,261441 ,256380 ,70977 ,27655 ,41791.640 ,66054 ,27116 ,9037.348 ,7734 ,2868 ,3147 ,0 
,26101,2601,91759 ,52955 ,51897 ,52949 ,51951 ,14372 ,3700 ,6097.119 ,12595 ,9339 ,2435.880 ,2205 ,617 ,590 ,0 
,26102,2601,63499 ,37817 ,36971 ,37805 ,37107 ,10697 ,2477 ,4364.606 ,8968 ,6188 ,1868.393 ,1601 ,496 ,447 ,0 
,26103,2602,125204 ,77283 ,75933 ,77273 ,75941 ,20563 ,3914 ,9214.591 ,13124 ,13237 ,9855.408 ,4093 ,1112 ,828 ,0 
,26104,2601,88685 ,51451 ,50322 ,51443 ,50455 ,14412 ,3375 ,6219.870 ,12870 ,7581 ,2565.129 ,2110 ,587 ,735 ,0 
,26105,2602,29305 ,16094 ,15780 ,16091 ,15710 ,4850 ,987 ,1593.460 ,2929 ,2170 ,2057.539 ,789 ,170 ,164 ,0 
,26106,2601,64958 ,35506 ,34679 ,35504 ,34841 ,10335 ,2736 ,3750.854 ,9330 ,4520 ,1720.145 ,1544 ,413 ,492 ,0 
,26107,2601,81472 ,40474 ,39577 ,40470 ,39587 ,10849 ,4611 ,3735.684 ,10279 ,6008 ,1659.315 ,1451 ,379 ,615 ,0 
,26108,2604,162412 ,88649 ,86316 ,88637 ,86401 ,23966 ,8721 ,10292.397 ,19831 ,13632 ,4166.602 ,3716 ,955 ,1121 ,0 
,26109,2603,226124 ,114480 ,111828 ,114462 ,112046 ,28960 ,14371 ,17665.157 ,25769 ,13868 ,4611.842 ,4207 ,1178 ,1416 ,0 
,26110,2602,110299 ,57933 ,56617 ,57923 ,56722 ,15197 ,7170 ,5384.258 ,10500 ,7401 ,7395.741 ,2430 ,560 ,684 ,0 
,26111,2604,122678 ,67385 ,65558 ,67375 ,65805 ,19033 ,5926 ,8572.892 ,16836 ,8317 ,3011.107 ,2505 ,772 ,832 ,0 
,26201,2605,63505 ,35953 ,35269 ,35952 ,35242 ,12511 ,3795 ,5923.437 ,6295 ,4017 ,957.562 ,955 ,365 ,423 ,0 
,26202,2605,67349 ,39349 ,38459 ,39345 ,38027 ,15067 ,4676 ,5020.764 ,6792 ,3399 ,1219.235 ,1081 ,275 ,497 ,0 
,26203,2605,27689 ,16436 ,16127 ,16435 ,15952 ,5518 ,1375 ,2665.074 ,2699 ,2411 ,473.925 ,507 ,144 ,159 ,0 
,26204,2606,153927 ,84220 ,82465 ,84207 ,82131 ,21648 ,9285 ,13628.351 ,19561 ,10510 ,3121.648 ,2495 ,884 ,998 ,0 
,26205,2605,14969 ,9502 ,9318 ,9501 ,9286 ,3589 ,1018 ,1447.567 ,1480 ,1129 ,228.432 ,229 ,113 ,52 ,0 
,26206,2604,73450 ,41950 ,41145 ,41937 ,40812 ,13100 ,4732 ,5040.436 ,9278 ,4804 ,1592.563 ,1362 ,432 ,471 ,0 
,26207,2606,64238 ,34754 ,34174 ,34741 ,34355 ,9189 ,3875 ,6099.249 ,8423 ,3863 ,1263.750 ,911 ,370 ,361 ,0 
,26208,2603,47218 ,27039 ,26444 ,27032 ,26450 ,7640 ,2053 ,4036.721 ,6693 ,3545 ,1022.278 ,830 ,303 ,327 ,0 
,26209,2603,67105 ,39184 ,38399 ,39175 ,38531 ,10772 ,2773 ,6495.663 ,10090 ,4760 ,1596.336 ,1086 ,470 ,488 ,0 
,26210,2606,58479 ,31991 ,31406 ,31988 ,31376 ,7807 ,3536 ,4586.302 ,9402 ,3431 ,912.697 ,943 ,352 ,406 ,0 
,26211,2606,56807 ,33513 ,32934 ,33508 ,32880 ,9748 ,2981 ,5057.780 ,9085 ,2836 ,1275.219 ,1051 ,421 ,425 ,0 
,26212,2605,45426 ,28186 ,27565 ,28182 ,27385 ,10153 ,2615 ,3722.142 ,5555 ,3462 ,643.857 ,782 ,208 ,244 ,0 
,26213,2604,26573 ,17033 ,16618 ,17029 ,16487 ,5570 ,1866 ,2069.286 ,3022 ,2323 ,621.713 ,611 ,233 ,171 ,0 
,26214,2606,63170 ,37798 ,37155 ,37797 ,37301 ,10609 ,3493 ,6299.301 ,10398 ,3023 ,1325.698 ,1191 ,450 ,512 ,0 
,26303,2603,13468 ,8721 ,8550 ,8720 ,8556 ,2428 ,565 ,1264.265 ,2341 ,1159 ,315.734 ,250 ,116 ,117 ,0 
,26322,2606,12690 ,7065 ,6914 ,7064 ,6874 ,2103 ,1021 ,1073.778 ,1538 ,580 ,172.221 ,240 ,60 ,86 ,0 
,26343,2606,6145 ,3597 ,3540 ,3597 ,3509 ,1152 ,524 ,628.007 ,639 ,314 ,80.992 ,95 ,38 ,38 ,0 
,26344,2606,7486 ,4681 ,4597 ,4681 ,4538 ,1507 ,668 ,709.649 ,926 ,393 ,132.350 ,131 ,29 ,42 ,0 
,26364,2606,1153 ,795 ,772 ,795 ,766 ,247 ,138 ,157.769 ,102 ,78 ,12.230 ,15 ,9 ,7 ,0 
,26365,2606,3359 ,2362 ,2323 ,2362 ,2298 ,839 ,388 ,280.862 ,396 ,217 ,62.137 ,68 ,27 ,20 ,0 
,26366,2606,30484 ,19035 ,18696 ,19032 ,18727 ,5661 ,1420 ,3052.549 ,5251 ,1712 ,641.450 ,542 ,208 ,239 ,0 
,26367,2606,2346 ,1669 ,1626 ,1669 ,1625 ,467 ,326 ,218.043 ,333 ,159 ,36.956 ,52 ,20 ,13 ,0 
,26407,2604,11847 ,8131 ,7913 ,8130 ,7692 ,2589 ,1233 ,949.273 ,1210 ,1087 ,227.726 ,235 ,109 ,52 ,0 
,26463,2605,1776 ,1354 ,1328 ,1354 ,1309 ,629 ,138 ,137.280 ,150 ,198 ,18.720 ,23 ,4 ,11 ,0 
,26465,2605,17904 ,11185 ,11014 ,11185 ,10878 ,4236 ,1123 ,1525.878 ,2038 ,1194 ,291.121 ,263 ,127 ,80 ,0 
,27000,,7316366 ,4111728 ,3964912 ,4111206 ,4036648 ,823963 ,539724 ,363555.686 ,1715862 ,306725 ,89173.242 ,114198 ,38596 ,44851 ,0 
,,2701,427637 ,227796 ,222936 ,227774 ,224205 ,47469 ,22491 ,19180.915 ,100041 ,14849 ,6643.079 ,8830 ,1809 ,2892 ,0 
,,2702,446933 ,254650 ,249337 ,254647 ,249653 ,48598 ,36480 ,22773.801 ,105988 ,18480 ,5082.195 ,7651 ,1978 ,2622 ,0 
,,2703,367518 ,197989 ,178051 ,197978 ,193713 ,35681 ,32112 ,17030.633 ,76721 ,18913 ,3826.363 ,5952 ,1602 ,1875 ,0 
,,2704,408256 ,238134 ,233143 ,238128 ,234191 ,46433 ,22734 ,19673.449 ,108019 ,18196 ,6515.547 ,7666 ,1966 ,2988 ,0 
,,2705,431558 ,228644 ,200416 ,228651 ,223688 ,40183 ,34525 ,16684.517 ,90338 ,21533 ,5674.479 ,10092 ,2006 ,2652 ,0 
,,2706,391045 ,212219 ,194964 ,212214 ,207559 ,37797 ,39166 ,17100.945 ,84445 ,14600 ,4500.051 ,5829 ,1810 ,2311 ,0 
,,2707,382714 ,229692 ,226040 ,229638 ,226535 ,47432 ,22139 ,22419.985 ,97356 ,19704 ,5960.013 ,6948 ,2080 ,2496 ,0 
,,2708,337105 ,201413 ,197408 ,201396 ,198535 ,42008 ,22376 ,20770.859 ,85675 ,12461 ,4998.140 ,5747 ,2157 ,2342 ,0 
,,2709,456232 ,269542 ,264456 ,269457 ,265122 ,57724 ,26485 ,25969.963 ,113612 ,16928 ,7201.032 ,7268 ,6942 ,2992 ,0 
,,2710,320990 ,203239 ,200718 ,203200 ,199712 ,42157 ,20395 ,28114.787 ,82310 ,13142 ,4240.211 ,4575 ,2625 ,2153 ,0 
,,2711,398749 ,241534 ,236595 ,241500 ,237181 ,48330 ,30582 ,27665.630 ,99808 ,15755 ,5217.368 ,5338 ,2100 ,2385 ,0 
,,2712,339395 ,186673 ,183651 ,186617 ,183289 ,35242 ,30850 ,14699.929 ,78280 ,12893 ,3429.068 ,4417 ,1324 ,2154 ,0 
,,2713,400235 ,213833 ,210160 ,213794 ,210302 ,43202 ,33818 ,12053.190 ,92834 ,16156 ,3587.809 ,5087 ,1320 ,2244 ,0 
,,2714,421826 ,233182 ,226883 ,233146 ,228860 ,45728 ,30784 ,15067.263 ,104192 ,19393 ,3866.733 ,5633 ,1643 ,2553 ,0 
,,2715,390415 ,217776 ,212318 ,217761 ,213385 ,47220 ,27819 ,16755.679 ,90847 ,18214 ,3585.313 ,4975 ,1816 ,2153 ,0 
,,2716,326278 ,181084 ,166422 ,181053 ,177350 ,37193 ,27997 ,19252.296 ,67143 ,13894 ,3967.701 ,4512 ,1466 ,1925 ,0 
,,2717,330263 ,179985 ,176119 ,179969 ,177060 ,36793 ,25144 ,14397.618 ,74468 ,14917 ,3588.379 ,4402 ,1448 ,1902 ,0 
,,2718,434309 ,229804 ,223583 ,229775 ,225197 ,47326 ,31698 ,18266.684 ,96212 ,17426 ,4428.311 ,5812 ,1474 ,2554 ,0 
,,2719,304908 ,164539 ,161712 ,164508 ,161111 ,37447 ,22129 ,15677.543 ,67573 ,9271 ,2861.450 ,3464 ,1030 ,1658 ,0 
,27102,2704,87955 ,52015 ,50907 ,52014 ,51134 ,10024 ,5610 ,4413.277 ,23227 ,3765 ,1361.722 ,1641 ,440 ,652 ,0 
,27103,2704,65625 ,37445 ,36718 ,37441 ,36864 ,7712 ,2814 ,2942.677 ,17256 ,3159 ,1070.322 ,1196 ,264 ,450 ,0 
,27104,2705,54790 ,29421 ,26069 ,29421 ,28847 ,4692 ,5009 ,1727.115 ,11292 ,3839 ,586.884 ,1158 ,252 ,291 ,0 
,27106,2701,85610 ,45320 ,44335 ,45318 ,44663 ,9291 ,3519 ,3824.499 ,21255 ,2454 ,1452.500 ,1914 ,330 ,623 ,0 
,27107,2701,66922 ,37631 ,36818 ,37624 ,36947 ,6689 ,6380 ,2754.075 ,15524 ,2865 ,804.924 ,1253 ,261 ,416 ,0 
,27108,2703,54177 ,29849 ,27293 ,29848 ,29227 ,5034 ,5376 ,2159.446 ,11080 ,3719 ,500.553 ,849 ,219 ,290 ,0 
,27109,2701,62899 ,37966 ,37196 ,37962 ,37401 ,8952 ,2789 ,3413.935 ,16730 ,2295 ,1082.064 ,1383 ,299 ,457 ,0 
,27111,2701,56881 ,22879 ,22323 ,22878 ,22441 ,4598 ,2459 ,1874.873 ,9614 ,1593 ,687.126 ,1096 ,183 ,336 ,0 
,27113,2705,79982 ,43675 ,38735 ,43673 ,42623 ,7418 ,7055 ,2733.116 ,16337 ,5748 ,828.883 ,1732 ,319 ,452 ,0 
,27114,2705,144863 ,75111 ,65666 ,75128 ,73498 ,13257 ,11444 ,6200.841 ,29807 ,5741 ,2011.158 ,3318 ,764 ,955 ,0 
,27115,2701,67465 ,38091 ,37310 ,38087 ,37492 ,7393 ,4710 ,3313.264 ,16401 ,2497 ,1017.735 ,1355 ,353 ,452 ,0 
,27116,2702,86720 ,46039 ,45061 ,46040 ,45149 ,8203 ,6935 ,3823.180 ,19072 ,3787 ,904.819 ,1598 ,392 ,434 ,0 
,27117,2706,76333 ,43837 ,39821 ,43835 ,43049 ,8114 ,6336 ,4360.772 ,17117 ,3657 ,1112.227 ,1380 ,506 ,466 ,0 
,27118,2704,141365 ,84804 ,83081 ,84804 ,83309 ,15976 ,9482 ,7061.585 ,37422 ,7007 ,2108.414 ,2491 ,724 ,1037 ,0 
,27119,2702,91105 ,57793 ,56738 ,57791 ,56822 ,13403 ,4394 ,5759.642 ,25177 ,3887 ,1257.357 ,1824 ,487 ,633 ,0 
,27120,2703,127454 ,70792 ,63173 ,70787 ,69341 ,13412 ,9943 ,6598.474 ,27836 ,6459 ,1573.525 ,2196 ,606 ,717 ,0 
,27121,2702,110172 ,62632 ,61349 ,62631 ,61350 ,12047 ,7926 ,6100.216 ,26515 ,4430 ,1322.783 ,1819 ,510 ,680 ,0 
,27122,2703,85742 ,40581 ,36633 ,40578 ,39414 ,7453 ,7576 ,3386.363 ,14686 ,3752 ,668.636 ,1255 ,352 ,285 ,0 
,27123,2705,151923 ,80437 ,69946 ,80429 ,78720 ,14816 ,11017 ,6023.445 ,32902 ,6205 ,2247.554 ,3884 ,671 ,954 ,0 
,27124,2706,91228 ,51262 ,46666 ,51261 ,50343 ,9327 ,8382 ,4043.116 ,21686 ,3310 ,1147.883 ,1501 ,395 ,551 ,0 
,27125,2703,100145 ,56767 ,50952 ,56765 ,55731 ,9782 ,9217 ,4886.350 ,23119 ,4983 ,1083.649 ,1652 ,425 ,583 ,0 
,27126,2702,158936 ,88186 ,86189 ,88185 ,86332 ,14945 ,17225 ,7090.763 ,35224 ,6376 ,1597.236 ,2410 ,589 ,875 ,0 
,27127,2704,113311 ,63870 ,62437 ,63869 ,62884 ,12721 ,4828 ,5255.910 ,30114 ,4265 ,1975.089 ,2338 ,538 ,849 ,0 
,27128,2701,87860 ,45909 ,44954 ,45905 ,45261 ,10546 ,2634 ,4000.269 ,20517 ,3145 ,1598.730 ,1829 ,383 ,608 ,0 
,27141,2716,122555 ,66163 ,61036 ,66152 ,64792 ,13753 ,10567 ,6903.824 ,23784 ,5343 ,1407.175 ,1799 ,481 ,754 ,0 
,27142,2717,100227 ,50402 ,49236 ,50397 ,49539 ,10517 ,8602 ,3469.382 ,20279 ,3612 ,936.617 ,1269 ,319 ,535 ,0 
,27143,2716,72187 ,40831 ,37631 ,40823 ,39969 ,8383 ,6287 ,4475.667 ,15747 ,2702 ,774.332 ,898 ,315 ,387 ,0 
,27144,2717,112904 ,61009 ,59831 ,61006 ,60047 ,12598 ,7834 ,4452.249 ,26125 ,4955 ,1351.750 ,1588 ,460 ,683 ,0 
,27145,2717,117132 ,68574 ,67052 ,68566 ,67474 ,13678 ,8708 ,6475.987 ,28064 ,6350 ,1300.012 ,1545 ,669 ,684 ,0 
,27146,2716,131536 ,74090 ,67755 ,74078 ,72589 ,15057 ,11143 ,7872.805 ,27612 ,5849 ,1786.194 ,1815 ,670 ,784 ,0 
,27147,2715,31404 ,16508 ,16076 ,16508 ,16207 ,3455 ,2677 ,1101.062 ,7152 ,995 ,219.937 ,347 ,116 ,144 ,0 
,27202,2718,159176 ,80010 ,77615 ,80003 ,78397 ,16214 ,12643 ,5963.110 ,31697 ,7044 ,1403.889 ,2120 ,489 ,823 ,0 
,27203,2708,337105 ,201413 ,197408 ,201396 ,198535 ,42008 ,22376 ,20770.859 ,85675 ,12461 ,4998.140 ,5747 ,2157 ,2342 ,0 
,27204,2709,86239 ,51203 ,50308 ,51193 ,50275 ,12270 ,4561 ,5153.085 ,19931 ,3441 ,1570.914 ,1403 ,1395 ,550 ,0 
,27205,2707,310828 ,192546 ,189495 ,192494 ,189980 ,40192 ,16761 ,19485.528 ,81956 ,16585 ,5171.471 ,5961 ,1801 ,2067 ,0 
,27206,2718,61705 ,33241 ,32383 ,33237 ,32478 ,6695 ,4036 ,2579.193 ,14657 ,2439 ,678.806 ,847 ,168 ,378 ,0 
,27207,2710,294749 ,185357 ,183073 ,185320 ,182125 ,38131 ,19104 ,25418.739 ,75593 ,11653 ,3807.260 ,4111 ,2366 ,1941 ,0 
,27208,2719,69992 ,35383 ,34730 ,35380 ,34638 ,7511 ,4641 ,3391.167 ,15180 ,1918 ,614.832 ,835 ,192 ,355 ,0 
,27209,2706,121576 ,66424 ,61280 ,66420 ,64813 ,11968 ,12509 ,5120.700 ,26415 ,4511 ,1349.299 ,1656 ,557 ,727 ,0 
,27210,2711,334060 ,200123 ,196009 ,200096 ,196528 ,40213 ,24742 ,22783.549 ,83605 ,12783 ,4318.450 ,4379 ,1749 ,1955 ,0 
,27211,2709,232634 ,133339 ,130685 ,133288 ,131149 ,27160 ,14290 ,12654.741 ,56950 ,8373 ,3604.258 ,3400 ,3255 ,1462 ,0 
,27212,2714,217820 ,121540 ,118466 ,121524 ,119374 ,23008 ,16463 ,7711.576 ,54928 ,10080 ,2038.423 ,2955 ,813 ,1377 ,0 
,27213,2719,83019 ,43626 ,42914 ,43612 ,42692 ,9853 ,6060 ,4148.060 ,18095 ,2056 ,807.939 ,945 ,252 ,475 ,0 
,27214,2715,92759 ,51784 ,50553 ,51779 ,50894 ,11754 ,6081 ,4293.594 ,21050 ,4442 ,912.405 ,1308 ,486 ,567 ,0 
,27215,2712,194317 ,108695 ,106915 ,108656 ,106779 ,20777 ,18251 ,8714.369 ,45022 ,7721 ,1898.630 ,2461 ,718 ,1216 ,0 
,27216,2715,88958 ,51912 ,50719 ,51913 ,51141 ,11447 ,5568 ,4476.800 ,22399 ,4492 ,823.199 ,1032 ,458 ,445 ,0 
,27217,2715,100433 ,52487 ,51077 ,52484 ,51368 ,10155 ,8327 ,3530.937 ,21794 ,4501 ,820.062 ,1264 ,408 ,568 ,0 
,27218,2712,99067 ,52272 ,51456 ,52261 ,51302 ,9330 ,8987 ,3850.520 ,22261 ,3614 ,1018.479 ,1259 ,369 ,613 ,0 
,27219,2718,151756 ,80940 ,78772 ,80925 ,79398 ,17299 ,10819 ,6952.833 ,33907 ,5294 ,1646.166 ,1962 ,556 ,962 ,0 
,27220,2709,111540 ,68192 ,66918 ,68174 ,67205 ,14686 ,5509 ,6384.223 ,30044 ,4122 ,1764.776 ,2074 ,1803 ,818 ,0 
,27221,2714,57414 ,31414 ,30685 ,31399 ,30864 ,6375 ,3857 ,2055.384 ,14274 ,2465 ,493.615 ,757 ,238 ,349 ,0 
,27222,2714,92913 ,49666 ,48130 ,49667 ,48671 ,9983 ,6281 ,3201.741 ,21835 ,4524 ,785.258 ,1211 ,364 ,486 ,0 
,27223,2706,101908 ,50696 ,47197 ,50698 ,49354 ,8388 ,11939 ,3576.357 ,19227 ,3122 ,890.642 ,1292 ,352 ,567 ,0 
,27224,2707,71886 ,37146 ,36545 ,37144 ,36555 ,7240 ,5378 ,2934.457 ,15400 ,3119 ,788.542 ,987 ,279 ,429 ,0 
,27225,2718,47815 ,28181 ,27534 ,28179 ,27644 ,5636 ,3157 ,2266.960 ,12792 ,1952 ,584.039 ,724 ,226 ,306 ,0 
,27226,2714,53679 ,30562 ,29602 ,30556 ,29951 ,6362 ,4183 ,2098.562 ,13155 ,2324 ,549.437 ,710 ,228 ,341 ,0 
,27227,2713,400235 ,213833 ,210160 ,213794 ,210302 ,43202 ,33818 ,12053.190 ,92834 ,16156 ,3587.809 ,5087 ,1320 ,2244 ,0 
,27228,2719,50480 ,27111 ,26537 ,27099 ,26392 ,6216 ,3998 ,2453.243 ,10625 ,1669 ,424.756 ,558 ,174 ,274 ,0 
,27229,2712,46011 ,25706 ,25280 ,25700 ,25208 ,5135 ,3612 ,2135.040 ,10997 ,1558 ,511.959 ,697 ,237 ,325 ,0 
,27230,2711,64689 ,41411 ,40586 ,41404 ,40653 ,8117 ,5840 ,4882.081 ,16203 ,2972 ,898.918 ,959 ,351 ,430 ,0 
,27231,2715,48364 ,28052 ,27279 ,28046 ,27195 ,6145 ,3185 ,2138.916 ,11723 ,2267 ,582.083 ,659 ,214 ,281 ,0 
,27232,2719,45232 ,25160 ,24719 ,25155 ,24703 ,5831 ,3500 ,2379.816 ,10232 ,1452 ,406.183 ,488 ,168 ,246 ,0 
,27301,2710,26241 ,17882 ,17645 ,17880 ,17587 ,4026 ,1291 ,2696.048 ,6717 ,1489 ,432.951 ,464 ,259 ,212 ,0 
,27321,2709,17182 ,11589 ,11406 ,11585 ,11386 ,2335 ,1193 ,1354.093 ,4967 ,684 ,197.906 ,225 ,320 ,110 ,0 
,27322,2709,8637 ,5219 ,5139 ,5217 ,5107 ,1273 ,932 ,423.821 ,1720 ,308 ,63.178 ,166 ,169 ,52 ,0 
,27341,2718,13857 ,7432 ,7279 ,7431 ,7280 ,1482 ,1043 ,504.588 ,3159 ,697 ,115.411 ,159 ,35 ,85 ,0 
,27361,2719,35770 ,20815 ,20550 ,20818 ,20508 ,5000 ,2276 ,2146.663 ,8660 ,1322 ,367.336 ,395 ,150 ,191 ,0 
,27362,2719,7084 ,4132 ,4055 ,4132 ,4021 ,1044 ,532 ,309.762 ,1554 ,343 ,82.237 ,83 ,26 ,47 ,0 
,27366,2719,13331 ,8312 ,8207 ,8312 ,8157 ,1992 ,1122 ,848.832 ,3227 ,511 ,158.167 ,160 ,68 ,70 ,0 
,27381,2715,11078 ,6541 ,6393 ,6540 ,6322 ,1556 ,709 ,491.252 ,2690 ,551 ,109.747 ,123 ,43 ,49 ,0 
,27382,2715,12941 ,7551 ,7344 ,7551 ,7385 ,1943 ,947 ,509.695 ,2914 ,656 ,93.304 ,178 ,68 ,76 ,0 
,27383,2715,4478 ,2941 ,2877 ,2940 ,2873 ,765 ,325 ,213.423 ,1125 ,310 ,24.576 ,64 ,23 ,23 ,0 
,28000,,4572143 ,2482343 ,2406883 ,2482019 ,2430926 ,666068 ,297967 ,324792.003 ,779820 ,151090 ,73463.945 ,79532 ,28456 ,29737 ,0 
,,2801,393494 ,218326 ,213166 ,218301 ,214087 ,57610 ,18539 ,30626.518 ,71208 ,14801 ,7438.479 ,7847 ,2676 ,3341 ,0 
,,2802,385611 ,196553 ,183463 ,196538 ,192062 ,49414 ,27739 ,26526.179 ,55229 ,15477 ,6146.817 ,6507 ,2433 ,2590 ,0 
,,2803,315484 ,171731 ,168414 ,171712 ,168605 ,43599 ,19730 ,20734.364 ,54968 ,12314 ,8050.634 ,5337 ,1898 ,1974 ,0 
,,2804,421086 ,230272 ,225429 ,230271 ,225915 ,67683 ,26387 ,32610.858 ,69569 ,11617 ,6267.135 ,6784 ,2518 ,2479 ,0 
,,2805,368205 ,226776 ,222784 ,226749 ,221386 ,66685 ,22654 ,37906.412 ,66405 ,11415 ,5529.578 ,6345 ,2477 ,1969 ,0 
,,2806,465210 ,258578 ,254420 ,258518 ,254564 ,64516 ,25672 ,38988.956 ,88975 ,14666 ,7127.041 ,7818 ,3552 ,3249 ,0 
,,2807,441775 ,257899 ,253567 ,257853 ,253831 ,65602 ,21307 ,35558.003 ,93788 ,15223 ,7857.996 ,7907 ,3200 ,3388 ,0 
,,2808,386254 ,188625 ,170596 ,188575 ,184257 ,38712 ,34567 ,16706.845 ,58419 ,16856 ,5040.154 ,8982 ,2391 ,2583 ,0 
,,2809,363347 ,193401 ,186145 ,193392 ,188315 ,61322 ,24616 ,21269.328 ,51583 ,12494 ,5916.668 ,6352 ,2278 ,2484 ,0 
,,2810,347835 ,179313 ,175721 ,179297 ,175710 ,46209 ,27140 ,24112.751 ,56069 ,8530 ,4676.245 ,5219 ,1792 ,1962 ,0 
,,2811,399029 ,193108 ,189206 ,193075 ,189052 ,52916 ,26430 ,19097.570 ,65176 ,10183 ,5587.428 ,5763 ,1608 ,2291 ,0 
,,2812,284813 ,167761 ,163972 ,167738 ,163142 ,51800 ,23186 ,20654.219 ,48431 ,7514 ,3825.770 ,4671 ,1633 ,1427 ,0 
,28101,2801,173856 ,100958 ,98881 ,100957 ,99088 ,26724 ,7878 ,14474.239 ,33841 ,6868 ,3340.760 ,3374 ,1147 ,1441 ,0 
,28102,2801,108552 ,61819 ,60099 ,61800 ,60557 ,15769 ,5510 ,9269.613 ,19595 ,4290 ,2061.386 ,2202 ,860 ,1000 ,0 
,28105,2802,90348 ,43224 ,40165 ,43217 ,42169 ,10701 ,6851 ,4888.226 ,11664 ,3883 ,1422.773 ,1622 ,521 ,616 ,0 
,28106,2802,78932 ,37260 ,34849 ,37261 ,36191 ,8763 ,6370 ,4413.170 ,9561 ,3763 ,1078.829 ,1335 ,459 ,448 ,0 
,28107,2803,134501 ,74487 ,73025 ,74482 ,73141 ,18860 ,8509 ,9507.510 ,23020 ,5936 ,3374.489 ,2284 ,845 ,805 ,0 
