CODE,POPULATION,AREA,OFFICE,WORKER,O_PRIVATE,O_1ST,O_2ND,O_3RD,W_PRIVATE,W_1ST,W_2ND,W_3RD,ADD_VALUE,SALES_EST,SALES_AGRI,SALES_MINI,SALES_CONS,SALES_MANU,SALES_SUPP,SALES_INFO,SALES_TRAN,SALES_SALE,SALES_FINA,SALES_REAL,SALES_RESE,SALES_ACCO,SALES_LIVI,SALES_EDUC,SALES_MEDI,SALES_COMP,SALES_OSERV,MANU_OFFICE,MANU_WORKER,MANU_SHIP,MANU_ADD,SHIP_FOOD,SHIP_TEXT,SHIP_WOOD,SHIP_PAPE,SHIP_CHEM,SHIP_PETR,SHIP_LEAT,SHIP_META,SHIP_MACH,SHIP_ELEC,SHIP_VEHI,SHIP_OMANU,SL_OFFICE,SL_WORKER,SL_SALES,WH_OFFICE,WH_WORKER,WH_SALES,RE_OFFICE,RE_WORKER,RE_SALES,RE_AREA
dummy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11202,198742,159.82,8369,82550,8140,24,1418,6698,82550,219,18894,63437,460326,2352050,2479,X,138404,885753,X,12449,75447,757310,171042,36203,15160,28177,56343,13605,68982,5123,84684,325,13265,86456997,40651166,6158957,73321,490104,3863253,42182640,2822138,4556861,9527115,9401118,4171375,2608256,52216,1791,14662,713292,520,4284,492991,1271,10378,220301,226444
11203,578112,61.95,22019,179695,20853,34,6143,14676,179695,214,48159,131322,711125,3076671,4263,0,334032,614212,290,17235,143316,1237398,142995,103653,22737,63467,139983,13003,152428,8004,79657,1513,22987,48722578,22256394,3785323,303261,846107,9096525,3962625,3223344,1526749,12577431,8188737,2767807,1271085,810812,3388,30842,1122968,972,8341,638366,2416,22501,484602,467838
11206,82113,67.49,3338,31981,3279,13,753,2513,31981,92,10286,21603,132025,648822,901,0,54342,270630,X,X,35878,185665,27681,6526,3036,7576,9844,4350,26617,3406,11449,211,7750,26390970,8282824,4523613,1313889,0,871352,461524,1834121,444457,3309318,1598257,1244390,10468754,267482,674,4814,177263,170,1358,106977,504,3456,70286,88854
11207,63555,577.83,3362,25766,3320,10,721,2589,25766,135,8052,17579,92962,362227,526,1511,37139,119456,530,325,13116,87864,23108,4185,7380,11412,13237,2239,21489,10157,8552,181,5376,11602323,4318101,442335,461526,723322,19317,0,109931,1003325,1733083,1013536,4289402,935750,570424,652,4198,81622,119,628,18163,533,3570,63460,79496
11208,340386,72.11,10150,104000,9622,19,1721,7882,104000,160,17708,86132,456115,1821638,1908,0,198652,212130,X,10201,179203,560253,180091,129814,15418,40625,88704,18195,100570,X,78004,281,8782,19103730,8100981,5027107,50176,110548,1743920,357401,900918,160921,1690525,3313631,2470027,584648,2469223,1797,17557,520941,343,3019,212394,1454,14538,308547,286397
11209,80715,193.05,2973,26928,2900,4,633,2263,26928,32,6938,19958,105364,448414,502,1139,26624,196471,0,979,23520,86108,29168,10342,2084,10751,14819,9080,28718,3002,5105,141,5099,19319181,5879316,348637,46185,502227,375638,0,0,237803,449078,1082452,9627261,6074849,59301,539,3958,75226,70,427,19909,469,3531,55316,79868
11210,112229,133.3,4159,44969,4069,27,1065,2977,44969,263,16480,28226,184140,884963,2143,0,40089,412683,X,X,92334,206594,18466,15727,2767,9704,13364,5355,25116,5858,32827,311,12444,39219930,15041609,9446895,782720,2604201,3591020,3166950,3580676,751742,4552700,3835599,715163,4815374,927414,807,5990,191391,174,1709,110935,633,4281,80456,117753
11211,77881,89.69,3588,34435,3455,19,662,2774,34435,290,10015,24130,148125,1159994,8548,X,61372,402429,X,2558,18524,535747,28344,16989,5818,12557,12974,4985,23157,5424,19124,161,7124,39316290,11632311,3399030,235571,469623,5068448,2461839,1440262,487736,3576612,290958,6068093,15290555,225450,685,6067,517094,123,1717,435259,562,4350,81835,131062
11212,91437,65.35,3529,38525,3455,10,640,2805,38525,71,10296,28158,153522,603998,466,0,41724,191571,1423,552,35446,188215,28968,10088,6949,18147,22082,12167,31822,4243,10133,160,7364,17382935,7855212,3034565,28932,0,209481,1634210,1150061,578596,1781059,548404,565002,7118482,159235,751,6727,164349,128,1123,48164,623,5604,116185,149082
11214,232709,66,7803,66102,7508,16,1305,6187,66102,118,11687,54297,259930,1125688,688,0,79507,181680,531,6865,60409,472088,110164,29554,9579,26942,37301,10194,71123,3167,25898,263,6262,17067964,7199964,8392303,34843,515459,1964600,1045651,511073,295480,1109429,2397194,330376,168050,263589,1518,13464,392363,305,2173,155435,1213,11291,236928,254747
11215,152405,48.99,4751,66341,4578,8,884,3686,66341,46,27493,38802,384973,2357473,254,0,60435,1720542,X,1608,44905,324728,23900,25627,10845,22897,29836,9380,55089,X,19841,209,16717,83032078,17796632,10365710,0,12310,4479467,9585473,586277,143332,699741,6015939,2996205,46099219,1377898,880,7920,287606,196,1894,170527,684,6026,117079,109580
11216,54874,58.64,2233,23303,2171,10,499,1662,23303,165,8489,14649,104630,515280,1191,0,13863,297868,X,X,25002,110171,7608,4389,2762,9772,9644,1899,23973,2837,4069,177,6264,22087742,8141127,2751638,1599708,19804,1046927,4864372,3349774,0,900000,5603829,0,1185264,114107,531,4195,104921,86,532,32722,445,3663,72199,86161
11217,118072,67.44,3632,32058,3574,25,683,2866,32058,279,8889,22890,139827,561485,1463,0,32039,188521,X,X,13949,212071,14067,10808,1766,8901,22532,3532,30482,2877,17050,177,5925,18462032,7175416,2378403,1055603,0,2188496,645026,829275,216647,3183507,1286428,4165450,543263,1477388,770,6494,180353,151,1419,79491,619,5075,100862,125074
11218,143811,138.37,5491,55344,5369,58,1149,4162,55344,755,17652,36937,250825,1097975,10590,0,63431,441484,1483,974,50931,327441,31889,12467,4658,18785,44803,8398,50501,5557,24583,282,13069,40235153,15885805,6005181,61749,3387738,1688835,2212322,6571579,1337483,8326258,1616909,4968128,2773692,162307,1124,9551,282266,249,2255,126516,875,7296,155750,162832
11219,225196,45.51,6530,67915,6292,9,1142,5141,67915,170,14342,53403,261369,1419920,319,0,115071,385556,X,1914,42575,560052,52346,69850,11811,21627,54874,13069,64117,X,25804,267,9383,35427776,13790361,683735,35156,95420,644673,329320,2805154,295460,7287425,1458439,2530961,19096432,88804,1159,13320,504363,258,2825,260487,901,10495,243876,219292
11221,247034,27.46,7692,70731,7288,4,1827,5457,70731,26,20113,50592,315601,1515048,279,X,77779,494433,X,6479,70122,590920,53465,27566,8510,26674,62324,19769,46472,865,29307,472,11802,43914537,15872212,4640422,169933,449284,8543978,3777976,1633209,947329,8777211,12325544,1018512,101419,424269,1283,12433,459537,324,2840,252701,959,9593,206836,239983
11222,337498,60.24,11645,110758,11053,10,2035,9008,110758,101,20847,89810,459427,2107327,337,0,200115,294004,0,8098,116324,905266,147325,103889,18571,55773,103842,21290,95231,3178,34083,467,9512,23194444,8948357,5273082,198143,241895,2155786,2210447,2186438,413683,3183026,4202942,1212842,120994,1556926,2397,21992,822471,537,4656,472489,1860,17336,349983,357846
11223,72260,5.11,2755,23290,2587,0,387,2200,23290,0,5733,17557,100302,384521,-,0,28094,116445,0,14060,7241,110333,20545,23906,3678,10896,23802,2800,11832,2857,8033,73,3660,10314759,4734423,255919,15188,0,6162971,0,255870,43707,102423,577631,144782,0,923160,470,3995,100353,97,745,35194,373,3250,65159,67236
11224,136150,18.19,5446,64913,5252,4,1372,3876,64913,234,16928,47751,338377,1377289,655,0,85541,255786,5236,2299,153215,605390,74422,31178,4368,18794,45081,10694,41765,453,42412,477,11416,23120951,10404943,7019773,0,275008,7248239,303457,931494,327885,1630322,2771713,1484803,509315,259712,810,9445,534980,265,3652,405463,545,5793,129517,119375
11225,148390,44.69,4934,50018,4713,11,1125,3577,50018,62,16124,33832,210109,1014494,644,0,48966,433304,0,3607,47451,298199,32549,12325,3317,17287,46996,9475,41608,3184,15582,295,11841,41934476,12721606,5351184,0,59870,2073269,2367637,1168088,759519,14105381,2280173,7142987,6498582,28184,955,8904,247932,168,1511,88648,787,7393,159284,187510
11227,136299,18.34,3762,40923,3580,5,850,2725,40923,30,9173,31720,152701,736578,155,0,49829,117721,X,4231,39123,224611,35616,37991,88210,13836,66473,6630,28116,X,20463,167,4137,8117692,3612157,2193512,0,197319,1289073,0,959571,255263,446240,830157,627757,1023536,109952,523,5530,213211,125,1384,133752,398,4146,79459,59510
11228,72676,9.05,2076,15642,1996,4,446,1546,15642,51,3108,12483,58087,206437,423,0,31246,25397,342,288,7747,75033,11730,9264,2739,5628,11043,3504,12399,1790,7863,98,1322,2245802,1007612,256708,0,38702,337846,0,112104,0,813018,240239,99070,72725,180112,357,3200,69664,60,401,11987,297,2799,57677,64055
11229,80826,11.04,1814,27216,1742,1,396,1345,27216,3,3577,23636,135284,505098,X,0,32589,34707,X,2100,24944,222977,7363,13796,86997,9872,13065,3894,26645,10629,11540,80,1348,3035560,1164910,1067942,0,0,486662,43707,34761,312981,188742,257209,70831,115016,23521,305,3328,128605,69,675,65086,236,2653,63519,47895
11230,162122,22.78,4969,49715,4741,6,1304,3431,49715,40,11460,38215,211740,840468,748,0,66139,143828,0,1310,77862,317330,36736,22594,3351,20122,37589,23384,61156,4654,23666,234,6542,13015090,6202012,1660577,46341,195234,4640171,29972,475013,234448,3697628,953285,702504,57122,275251,803,7757,291637,170,1643,163747,633,6114,127890,145044
11231,73936,25.35,2308,24328,2253,1,424,1828,24328,56,5047,19225,100655,458456,X,0,22602,125641,X,1250,33534,179386,25474,6281,4354,8018,12199,2569,17299,288,15349,101,4158,12192693,4297799,3964409,0,0,1214760,0,348579,1088104,2810071,942986,144887,331893,93278,449,4036,140029,96,1177,96320,353,2859,43709,64045
11232,152311,82.41,5134,57027,5003,15,956,4032,57027,185,15777,41065,254178,1438607,1291,0,64393,550513,4099,6614,81399,519442,55184,19233,5810,17812,36432,3903,46706,2692,23084,269,12504,54330165,17599693,10884028,209827,45647,5020904,6941070,5668137,404020,15139483,2257833,3908688,3119364,364017,1090,9803,332980,186,1652,164219,904,8151,168761,207368
11233,67409,19.82,2008,19609,1957,4,358,1595,19609,34,4946,14629,77996,390210,294,0,37922,103568,0,287,6259,143048,26229,11221,1730,8535,18625,1768,25366,255,5103,82,3886,10211481,3975393,579515,0,0,9918,1388805,48774,68531,361477,6764933,299684,182954,172505,397,3882,121159,68,466,56063,329,3416,65096,86291
11234,86717,18.02,4508,43216,4388,2,1888,2498,43216,15,19091,24110,214173,984009,X,0,72018,438164,X,X,65385,284282,14388,15059,3330,15258,24938,3595,24551,803,21914,679,12904,37093531,14408008,7393396,374113,937857,8460940,1676514,1751148,1641507,8507127,2884352,628325,674471,1743822,593,5083,236296,224,1971,165717,369,3112,70580,54615
11235,108102,19.77,3110,24668,2923,2,458,2463,24668,17,2741,21910,87387,319222,X,0,28619,21345,0,11324,17125,116747,22967,19561,2821,12065,18700,3364,33811,X,8510,57,773,1792342,772701,60197,0,0,84010,0,48684,0,77471,105326,60861,0,69551,606,5631,107097,69,439,20116,537,5192,86981,80645
11237,136521,30.13,5610,52919,5414,3,1774,3637,52919,24,14156,38739,204602,844749,150,0,99775,152561,3813,447,96543,301158,30335,26591,7006,16504,27985,3972,44497,6105,27307,488,7463,13212072,6349111,2057885,43518,118959,1031549,359926,1891548,466229,3620721,1972229,665990,158413,626328,888,8554,271356,242,1794,119017,646,6760,152339,200929
11238,62380,27.28,1692,17676,1631,6,366,1259,17676,117,5054,12505,74765,410500,1920,0,26676,173154,X,X,23690,100906,12882,2559,1319,9311,11299,1632,32572,1823,10449,76,3367,16275561,6378547,177564,0,0,247837,0,5602068,0,345891,145845,3286857,0,4151058,304,2809,89776,52,284,40373,252,2525,49404,63348
11239,101679,41.02,3096,30240,2972,4,552,2416,30240,14,8701,21525,133407,505615,77,0,23569,155347,34325,1349,29805,116490,25668,7349,2849,9988,29380,21988,22255,4590,20586,124,6058,14796491,5799945,3282170,9493,0,1422017,0,672502,0,887498,1292304,3028910,2469540,113670,524,4689,101764,77,639,27713,447,4050,74050,102810
11240,52524,33.93,2132,18278,2089,5,429,1655,18278,101,5110,13067,65551,323167,407,X,17820,115747,X,X,8210,112463,7424,3763,1523,7348,17041,3162,21253,1456,3287,104,3382,10216774,3458193,769962,0,0,3334276,1110760,927758,0,515717,1736497,0,522892,124025,394,3294,77494,72,407,18976,322,2887,58518,77156
11241,70255,17.65,2156,22387,2087,4,330,1753,22387,19,4585,17783,83925,362956,374,0,18394,119758,0,2384,14803,132407,9267,11495,2507,10940,11748,1983,19273,824,6799,57,2149,7107899,3330988,811548,0,10181,2460764,0,744225,0,104723,337458,1636530,0,369825,412,4772,121152,77,551,36157,335,4221,84995,94143
11242,56520,47.48,1872,23155,1842,12,568,1262,23155,83,7550,15522,114788,433479,459,X,18196,179155,X,101,27288,107377,4206,10716,2484,3665,16184,5261,43466,2113,7734,158,5548,17145475,6274061,4353810,0,0,2790599,0,234960,1810118,1072269,2612957,650510,2247212,736252,287,3186,85103,57,681,35111,230,2505,49992,48299
11243,69738,31.66,2135,21345,2029,9,647,1373,21345,73,7169,14103,78912,300092,337,0,24507,104550,0,192,26402,89195,4065,4457,2889,4601,9300,1652,15488,2019,10438,200,4609,8605032,3693627,1969686,0,86838,389782,324296,1271800,109827,1446396,1465870,275738,207971,896497,320,3302,79628,73,998,35024,247,2304,44604,52603
11245,110970,14.64,3128,30402,3009,3,547,2459,30402,60,7343,22999,131248,505700,1727,0,72087,121201,X,2349,5139,139904,54089,20898,9359,12690,19432,8696,26545,X,6988,116,4372,11515222,5247522,569011,0,0,3416580,676652,148185,118723,425961,406889,4543267,207200,743544,557,5289,120554,70,392,19416,487,4897,101138,127554
11246,51535,24.92,1430,13606,1387,0,275,1112,13606,0,3081,10525,56544,210406,-,0,14138,48921,0,X,19797,85142,6247,4860,990,6184,2604,703,15947,X,4218,60,2111,4596060,1708153,589388,0,0,0,0,2142616,0,100859,382367,95394,71976,0,264,2229,75460,51,359,37344,213,1870,38116,27573
11301,44442,14.79,1334,14196,1298,1,386,911,14196,4,4908,9284,70662,277172,X,0,18747,104642,X,64,15498,100405,1906,1669,1468,2980,5918,6246,7827,X,9320,110,3653,10123093,4778317,-,-,-,-,-,-,-,-,-,-,-,-,214,1989,92494,51,521,61090,163,1468,31404,21500
11324,38456,15.33,1653,28042,1585,2,539,1044,28042,62,11308,16672,129651,543377,X,0,22796,221310,X,347,59060,168141,789,9765,3813,3393,5762,2827,18632,3091,15830,168,7540,18135373,6046527,-,-,-,-,-,-,-,-,-,-,-,-,266,3351,148205,82,1111,89991,184,2240,58214,44144
11326,37275,34.07,1141,11649,1122,9,219,894,11649,84,1817,9748,53381,157219,101,0,6812,32111,0,132,1581,37404,7615,1920,445,3843,9148,16237,35633,526,3712,48,1030,3114180,1055529,-,-,-,-,-,-,-,-,-,-,-,-,206,1703,36173,28,214,9650,178,1489,26523,32487
11327,11716,40.39,463,2993,456,2,160,294,2993,27,870,2096,9950,31535,X,0,2510,8384,0,0,1369,8919,563,144,301,944,2545,1784,1960,X,960,42,554,740900,324958,-,-,-,-,-,-,-,-,-,-,-,-,77,368,5059,12,47,933,65,321,4127,10222
11341,18212,29.68,563,10360,556,6,150,400,10360,78,5048,5234,61653,185072,238,0,4725,89087,0,734,28750,40264,244,911,505,3553,8227,48,4879,286,2623,46,2448,8574022,3254006,-,-,-,-,-,-,-,-,-,-,-,-,75,1121,39567,14,215,25243,61,906,14323,31793
11342,18341,29.92,711,8494,705,1,187,517,8494,55,3711,4728,39606,179433,X,0,4162,122628,0,X,6530,21732,888,2513,1230,1396,1361,1260,10848,342,3523,55,3340,11465929,3758984,-,-,-,-,-,-,-,-,-,-,-,-,127,1032,19818,13,49,2414,114,983,17405,28153
11343,31178,60.36,1203,9424,1191,6,307,878,9424,93,2817,6514,31811,146611,258,X,9827,73064,X,18,2504,26645,6240,676,725,2290,4115,376,12478,1567,4712,90,2107,7180576,2236440,-,-,-,-,-,-,-,-,-,-,-,-,264,1524,23209,50,180,5223,214,1344,17986,23789
11346,20788,41.63,914,11065,900,5,357,538,11065,40,5071,5954,44809,226041,1101,0,8309,114697,0,19,24694,53792,420,1750,797,2431,3436,556,4496,581,8961,104,3796,9515641,3841188,-,-,-,-,-,-,-,-,-,-,-,-,124,1170,51378,32,240,33883,92,930,17496,27612
11347,19631,38.64,651,7536,646,6,249,391,7536,49,3485,4002,37515,314076,147,0,9883,218916,X,X,7783,62648,250,327,1258,913,2072,957,2796,647,2020,60,2927,21493923,4673052,-,-,-,-,-,-,-,-,-,-,-,-,103,1720,61638,26,165,7222,77,1555,54416,7854
11348,14338,25.73,424,3500,419,3,131,285,3500,15,746,2739,13150,39609,140,0,8764,5302,X,512,356,9868,X,120,328,291,3555,4458,4704,259,864,22,261,496315,211665,-,-,-,-,-,-,-,-,-,-,-,-,58,289,7585,14,45,2392,44,244,5193,3581
11349,11492,55.9,548,5048,541,4,238,299,5048,15,2600,2433,17600,72385,161,0,4354,51741,0,X,1744,6963,X,80,82,534,1748,97,2539,280,1848,74,1978,4995651,2102864,-,-,-,-,-,-,-,-,-,-,-,-,91,438,6381,13,55,2015,78,383,4366,4543
11361,8519,49.36,329,2629,329,0,101,228,2629,0,948,1681,14026,53337,-,2226,3148,32390,0,0,4756,5953,X,357,71,805,839,X,1503,176,300,25,555,3218127,1102423,-,-,-,-,-,-,-,-,-,-,-,-,45,344,5611,5,14,X,40,330,X,6596
11362,10133,63.74,555,4193,545,3,129,413,4193,17,1041,3135,15530,54841,36,X,4848,9119,0,X,4899,22232,1050,457,403,1577,2547,73,4224,485,800,24,543,874334,451143,-,-,-,-,-,-,-,-,-,-,-,-,111,768,20074,16,122,11735,95,646,8339,10625
11363,7324,30.43,410,2702,408,2,98,308,2702,8,898,1796,9759,27722,X,0,1075,12443,X,X,947,7095,X,244,554,1407,866,76,2154,342,435,35,684,1155345,596287,-,-,-,-,-,-,-,-,-,-,-,-,64,308,5830,8,24,1649,56,284,4181,6050
11365,12117,171.26,628,4688,628,7,224,397,4688,112,2327,2249,17227,51136,567,0,4537,28784,X,X,795,10030,X,42,326,1447,603,32,2510,148,625,69,1773,2170824,782971,-,-,-,-,-,-,-,-,-,-,-,-,130,624,9283,19,73,1481,111,551,7801,9481
11369,2915,37.06,132,699,132,0,66,66,699,0,332,367,1760,5695,-,X,714,1262,0,X,28,531,X,0,X,43,220,X,644,173,645,11,132,98805,60427,-,-,-,-,-,-,-,-,-,-,-,-,18,44,375,2,4,X,16,40,X,367
11381,11207,33.41,416,5764,412,9,146,257,5764,67,3308,2389,32651,153413,842,0,4591,117428,0,0,2433,20209,218,18,365,414,1468,56,1963,300,3108,51,2827,11514274,5225629,-,-,-,-,-,-,-,-,-,-,-,-,68,492,19819,12,92,11737,56,400,8083,5812
11383,13730,47.4,496,5079,486,12,151,323,5079,115,2393,2571,28966,146364,1111,X,8622,101903,0,0,8112,16650,X,611,80,693,772,265,3456,X,3387,51,1841,8951829,3754696,-,-,-,-,-,-,-,-,-,-,-,-,74,439,15416,20,126,8239,54,313,7177,7217
11385,30565,29.18,1055,12071,1032,6,237,789,12071,68,5152,6851,51729,261659,439,X,8452,151834,0,599,3679,57447,940,6804,513,3059,15834,736,6738,X,3529,78,4531,14548499,5933009,-,-,-,-,-,-,-,-,-,-,-,-,219,1881,38954,32,196,7197,187,1685,31757,52704
11408,34081,64.25,1196,13323,1175,11,287,877,13323,145,5282,7896,82298,332278,1623,X,11625,222704,X,X,4023,39737,6584,1203,X,4382,4071,386,9250,1596,23271,88,4364,22150631,4037755,-,-,-,-,-,-,-,-,-,-,-,-,222,1707,37244,30,233,13087,192,1474,24157,36869
11442,33705,15.95,1024,7141,999,1,186,812,7141,37,1258,5846,26249,81537,X,0,20950,7382,X,X,8972,15663,1544,1681,675,2848,2178,11268,5726,367,1491,20,341,603258,303774,-,-,-,-,-,-,-,-,-,-,-,-,186,1017,14380,27,78,1830,159,939,12550,11919
11464,45495,30.03,1465,14375,1438,5,351,1082,14375,59,3200,11116,66478,245753,352,0,16636,36470,0,341,33599,104713,11752,3722,3303,3859,14335,2037,6522,1704,6407,81,1741,3164153,1277350,-,-,-,-,-,-,-,-,-,-,-,-,303,2340,97849,62,685,66568,241,1655,31281,33002
11465,30061,16.2,1063,8067,1031,4,399,628,8067,36,2822,5209,28738,102369,93,0,8925,34936,0,237,9139,27385,1359,2525,393,1109,5499,587,5954,384,3843,98,1470,2237338,983449,-,-,-,-,-,-,-,-,-,-,-,-,139,874,24161,33,143,5794,106,731,18367,16897
12101,205070,44.69,11709,149746,10906,3,1104,9799,149746,50,16228,133468,911254,5033737,X,0,429622,582021,X,64921,191624,1563672,688615,177272,101940,67231,182402,33999,575074,11398,185425,83,5010,56678610,9621771,359841,0,0,114524,2422765,0,944564,50388606,220242,0,43541,350944,2138,22136,1431159,674,8580,1029781,1464,13556,401378,352170
12102,179200,34.19,4232,41759,4043,8,775,3260,41759,76,8270,33413,163540,701790,1317,0,96673,97530,X,1895,37547,293538,17298,16096,8217,18909,41364,5059,42019,X,22696,143,3863,8961764,3801840,676482,134944,0,741027,46106,120069,0,2471249,3469885,733433,0,92112,744,7708,271061,196,2031,143580,548,5677,127480,87929
12103,160968,21.22,4322,47994,4121,5,552,3564,47994,32,7744,40218,199328,1654249,70,0,100377,254937,X,1036,61399,452692,30303,33229,13893,13448,52046,33334,584514,X,22140,90,3453,23751826,3463019,1241273,15956,0,139027,128202,3752550,291729,956328,16740722,318890,0,56072,799,9401,413784,224,2618,268441,575,6783,145343,139681
12104,151078,84.21,4159,40276,3935,19,805,3111,40276,185,7881,32210,153654,614356,1160,0,137636,43375,224,456,16106,271558,14412,13543,6255,15544,21664,6449,42147,1504,22325,68,1276,3765489,1144986,2223504,0,0,94397,0,9318,146875,346830,44095,0,537768,129379,791,7730,242882,224,1962,131683,567,5768,111198,107440
12105,126848,66.25,2813,30781,2675,12,398,2265,30781,127,4669,25985,138186,485146,X,0,71436,65862,X,5203,17075,156853,32904,22308,12189,11093,28695,6027,43362,3395,7949,52,2044,6318759,2230155,1709647,0,442088,578664,0,0,248325,291135,0,618954,0,0,473,6003,139423,60,510,28947,413,5493,110476,142154
12106,148718,21.2,3780,95822,3646,3,225,3418,95822,8,10600,85214,760421,3125427,X,0,150481,331723,X,344362,109972,1358640,225153,60485,165359,53560,55139,17239,77022,766,156177,59,5195,30786483,6598366,25892507,0,1471494,108424,0,0,0,236477,0,0,0,0,916,13954,1183993,276,4924,967993,640,9030,216000,202940
12202,64415,84.19,3725,25969,3672,32,689,2951,25969,391,6915,18663,99042,511475,7717,0,22764,191477,244,890,16898,164331,29959,4197,1929,12150,19335,4667,19407,5996,9515,198,4973,18303270,7962746,16899166,90176,0,52408,0,20968,0,397736,89679,0,278314,9014,971,5424,152729,230,1450,81689,741,3974,71040,84568
12203,481732,57.45,12350,116785,11783,10,1570,10203,116785,61,17181,99543,508323,2157184,445,0,154362,386756,X,17430,256190,755083,100074,111183,16833,47378,86884,37180,108891,X,73374,236,6691,36481651,8992535,1959393,112726,43003,2746056,1149606,3855376,1241968,19459351,1722678,938465,397437,181297,2089,19274,690374,391,3307,357833,1698,15967,332541,305799
12204,622890,85.62,16590,189232,15603,23,2042,13538,189232,128,30247,158857,841738,3741081,820,0,337168,667919,2923,23981,220891,1321650,316722,159398,53317,82700,179980,44589,182823,9793,136407,309,16406,63256112,22817081,32805323,289432,20589,6401890,1637235,1328797,1018961,15206167,2799514,805985,338371,283270,3048,32241,1163003,654,5492,587961,2394,26749,575042,535157
12205,47464,110.15,2810,19351,2776,20,365,2391,19351,230,2064,17057,65741,256122,2485,0,20326,10259,X,X,14341,107443,25221,13715,3143,14294,8502,1129,24859,4252,5463,41,695,909008,390120,200615,0,0,78573,0,0,155109,0,49346,0,203039,65724,629,4320,97669,118,669,29739,511,3651,67930,103893
12206,134141,138.95,5451,51054,5251,18,815,4418,51054,187,9231,41636,223700,1104656,12954,2870,102179,207534,857,8137,74056,386275,82413,22412,9256,63125,42845,11201,40649,4963,32929,96,3460,18814292,4633429,570064,0,903344,27517,3091649,634217,1728955,1065942,879318,0,0,9696373,1144,10026,329817,239,1678,138619,905,8348,191198,221122
12207,483480,61.38,13281,126858,12698,18,1879,10801,126858,179,21478,105201,519479,2309694,560,0,192405,484366,463,9113,90857,846258,127075,84554,18472,56359,141428,37157,163112,15399,42114,355,10236,35216066,15534399,17016857,315009,194175,1604107,988481,3082382,656781,6407871,2328244,1628632,175267,495416,2393,23295,740407,500,4469,379874,1893,18826,360533,375725
12208,153583,103.55,4935,54393,4804,19,1186,3599,54393,187,15137,39069,249693,1076450,764,0,60637,411677,4270,434,133465,279421,23379,18642,5422,14713,29342,17526,47770,4811,24176,339,10997,39406925,14784075,11946006,115406,893541,3789203,5586862,1699241,1043790,9014829,1809413,2404330,441185,101016,907,7748,216395,192,1567,94865,715,6181,121530,165188
12210,89688,99.92,3370,33661,3303,13,502,2788,33661,225,8394,25042,163143,780142,1261,X,47140,234595,X,1544,12889,240936,43263,8698,5514,14355,44571,2804,24810,4013,11387,89,5603,23225660,9459414,303960,16235,0,315171,4266912,162792,319918,134357,439631,12389844,254956,0,749,6674,215265,139,1085,100326,610,5589,114938,154731
12211,131190,213.84,5623,87039,5350,41,674,4635,87039,493,11115,75431,419821,1809883,10622,X,78465,237889,X,12121,534686,445101,102218,31377,5843,55878,120723,10625,54648,5613,103754,122,6721,21237945,9624449,6445741,0,0,484005,5978346,1119713,622143,2827599,1321542,0,0,11553,1173,11160,383546,218,2149,130101,955,9011,253445,192237
12212,172739,103.69,4528,49722,4381,16,646,3719,49722,172,11758,37792,248038,901238,3031,X,58393,319695,X,7689,50683,239295,36916,25548,12207,17283,39671,6429,64375,1703,17304,130,7612,28070092,10260032,4845843,0,102125,2100618,2953151,1006797,3766379,1106303,4596173,2215400,0,4934718,870,7791,216821,167,1129,85203,703,6662,131618,155194
12213,60652,89.12,2396,23783,2322,23,420,1879,23783,312,5371,18100,92384,382435,6645,0,25935,93397,X,X,10077,120935,33930,8849,3086,8871,20605,10338,21179,3596,14909,97,3573,8991847,2960824,881815,0,1352340,209447,2204473,248034,178276,245424,2690452,184252,0,28593,482,4238,104956,104,674,33285,378,3564,71671,102072
12215,66586,130.45,3147,25071,3116,91,724,2301,25071,1231,6581,17259,94320,511518,27281,X,46574,150178,0,X,8586,202106,16339,4036,1925,9974,17393,1258,14308,4284,6313,156,3980,13602911,3964306,4915511,104306,0,0,824309,1030608,290975,1838922,82468,24154,0,1760531,723,4582,169864,135,921,97028,588,3661,72836,89329
12216,167909,20.97,4142,52925,3969,1,421,3547,52925,2,8185,44738,251968,1104322,X,0,64360,169677,X,9975,107323,259569,46405,26337,190189,19071,65891,33921,58402,1239,51784,80,5582,16342582,4967793,3139819,0,0,1198080,0,127005,0,4270395,1661011,4347820,640509,35584,747,9775,242545,131,1000,72430,616,8775,170115,217222
12217,413954,114.74,12731,144210,12017,25,1727,10265,144210,226,18875,125109,641076,2674169,654,0,230280,314417,0,23873,109217,1010677,313304,116228,37885,69180,163977,34920,139745,5650,104162,287,9174,30083254,10453478,8048466,782166,186360,1903223,405376,2207505,2067696,4203178,4352406,5377685,119852,168573,2398,26006,917294,599,5663,444948,1799,20343,472347,508154
12218,19248,93.96,1131,6437,1123,4,190,929,6437,51,1085,5301,41681,81357,264,0,5940,14060,0,X,2174,31160,6551,1191,530,4671,1710,2921,7540,X,1060,22,490,1313156,150087,937547,0,0,0,0,0,0,0,0,0,0,0,244,1048,27068,52,310,16127,192,738,10941,8721
