CODE,POPULATION,AREA,OFFICE,WORKER,O_PRIVATE,O_1ST,O_2ND,O_3RD,W_PRIVATE,W_1ST,W_2ND,W_3RD,ADD_VALUE,SALES_EST,SALES_AGRI,SALES_MINI,SALES_CONS,SALES_MANU,SALES_SUPP,SALES_INFO,SALES_TRAN,SALES_SALE,SALES_FINA,SALES_REAL,SALES_RESE,SALES_ACCO,SALES_LIVI,SALES_EDUC,SALES_MEDI,SALES_COMP,SALES_OSERV,MANU_OFFICE,MANU_WORKER,MANU_SHIP,MANU_ADD,SHIP_FOOD,SHIP_TEXT,SHIP_WOOD,SHIP_PAPE,SHIP_CHEM,SHIP_PETR,SHIP_LEAT,SHIP_META,SHIP_MACH,SHIP_ELEC,SHIP_VEHI,SHIP_OMANU,SL_OFFICE,SL_WORKER,SL_SALES,WH_OFFICE,WH_WORKER,WH_SALES,RE_OFFICE,RE_WORKER,RE_SALES,RE_AREA
01205,82383,81.01,3697,42849,3660,1,613,3046,41444,36,11675,29733,181000,1089471,X,0,79468,X,19796,6631,63945,222852,36984,15992,26191,45514,15594,8407,48702,3681,58221,106,6731,33797824,11453225,286545,0,0,89055,1521562,0,1596994,28297413,1145062,0,534106,12078,720,5945,200181,203,1297,109228,517,4648,90954,110229
01206,165077,1363.29,7908,74016,7837,59,994,6784,70854,608,10987,59259,285719,1504719,10596,5798,135200,251456,24538,8105,87584,565551,131610,33936,14387,26030,45986,9115,92831,5972,56024,175,4658,23461386,8574447,9398583,99557,205815,6300497,5008408,455444,421718,591846,680745,0,234120,19896,1558,12320,503772,461,3428,323528,1097,8892,180245,220558
01207,166536,619.34,8602,86318,8555,98,1157,7300,81706,1301,12208,68197,316730,1746516,18217,388,195664,140877,18000,12900,49333,809452,142721,40900,31343,33191,61934,10983,120135,5099,55379,142,4845,12806305,4417739,4849982,125673,727532,767930,0,0,352224,1354378,650923,3684555,60315,38011,1793,15785,706361,554,4907,445454,1239,10878,260907,306635
01208,115480,1427.41,5316,53648,5255,167,708,4380,51725,1369,7937,42419,205807,940499,17745,587,105814,68454,48709,6565,31706,403250,76130,20691,11209,15730,21819,9924,66947,8448,26773,105,2625,6286177,2438139,2651543,0,391744,184361,896353,130790,149854,966378,470967,0,132172,16160,1075,9462,342441,326,2597,180178,749,6865,162263,193305
01209,7334,763.07,376,2640,363,9,43,311,2436,39,629,1768,6666,24258,149,0,3700,5802,X,X,587,6683,651,62,188,584,630,21,2593,1382,1041,10,335,556482,256394,0,0,0,0,0,0,0,0,0,0,0,0,74,311,5980,4,17,X,70,294,X,6328
01210,79306,481.02,3151,33303,3106,121,417,2568,31498,950,5519,25029,109636,539548,8396,0,51252,95055,10484,1985,29651,192648,36390,16960,8305,6807,13983,2737,37146,13255,14494,57,2761,8137159,3082703,3901872,0,0,898778,0,1091049,151126,473200,17205,0,0,0,608,5391,146193,124,962,54713,484,4429,91480,121131
01211,35759,471,1733,17169,1702,66,244,1392,15875,833,2735,12307,59778,240473,11382,X,21431,56438,X,763,7162,72285,12680,3216,4154,6428,7619,5394,17449,6739,4569,49,1555,5177956,1441186,4707380,0,0,0,0,0,0,94039,0,0,0,0,327,2413,61943,61,318,16830,266,2095,45113,40770
01212,20114,297.84,1097,10269,1072,12,129,931,8925,108,1749,7068,31259,134375,934,X,28440,X,3741,474,8519,48616,7322,3011,1557,1935,5987,324,7610,1485,4895,17,695,871371,278108,813135,0,0,0,0,0,0,0,0,0,0,0,239,1432,37994,44,237,10345,195,1195,27649,32021
01213,170113,561.57,6880,81695,6841,20,1194,5627,79750,500,19085,60165,381755,2538719,2070,9136,189015,1022622,30616,6133,218411,609195,87113,40710,28510,25543,122386,8957,73920,8987,55396,193,10977,100682088,24996560,5749296,0,1630787,8771966,1965081,219971,2101522,5112535,749908,0,27750958,0,1365,13023,501678,404,3403,286576,961,9620,215102,274583
01214,33563,761.47,1817,16835,1777,53,280,1444,15580,468,3463,11649,56143,297052,8237,484,40951,53570,4475,1109,10398,112620,20470,5233,2145,5137,10902,986,7762,5063,7510,66,1558,5253830,1597839,4588324,55691,0,0,0,0,106762,0,0,0,0,0,366,2766,100630,115,699,49431,251,2067,51199,56060
01215,20413,277.69,929,8483,911,43,170,698,7813,201,1661,5951,25141,92219,1637,2578,17784,13496,0,480,5203,25631,1390,1353,537,2570,2947,249,10560,4283,1522,35,706,1281608,548297,273386,45777,0,0,0,520559,66268,143589,0,0,0,0,158,971,21405,22,151,6323,136,820,15082,25500
01216,12555,865.04,604,5017,591,26,80,485,4768,237,1523,3008,14676,49257,1611,X,4711,16065,X,X,1408,12039,2280,267,98,555,1617,311,4117,916,1496,22,994,1583851,695432,216342,0,91062,15064,0,0,0,0,960412,0,0,0,108,572,10485,15,65,1362,93,507,9123,13574
01217,121056,187.38,3318,36692,3295,44,545,2706,35825,576,6605,28644,127907,482731,4223,0,42027,94140,10214,5437,28933,167055,12367,9672,5083,9007,15989,23225,35684,3233,16441,86,3616,9130523,3646131,4106648,0,404612,2041671,0,155818,557269,914060,79596,408593,0,0,608,6481,137167,104,736,35756,504,5745,101411,138105
01218,9698,129.88,439,4428,424,7,74,343,4219,64,1533,2622,13835,52640,659,X,8168,18948,0,X,1467,12366,783,236,56,274,2478,X,5860,388,759,24,1053,1877582,455221,414668,0,584305,0,0,0,210998,0,0,0,0,0,86,418,11405,8,14,1251,78,404,10154,12551
01219,21215,830.67,1326,10510,1299,31,203,1065,10104,336,2620,7148,40232,203853,7479,0,15041,71381,10832,606,8385,60057,6319,1873,2549,2864,5876,573,6016,830,3170,54,1432,6810112,1105134,5674150,0,726043,0,0,0,95413,27947,0,0,0,0,264,1721,47599,73,343,18733,191,1378,28866,36745
01220,17858,1119.22,1014,8213,991,52,151,788,7893,479,1619,5795,26211,106121,13730,433,18692,X,X,316,4369,37211,2285,1427,1600,1919,2855,314,3117,762,2026,25,391,1423608,381418,759668,0,234211,0,0,0,199979,0,0,0,0,0,191,1237,32237,34,239,5910,157,998,26327,36476
01221,27282,535.2,1396,13816,1364,30,139,1195,11644,213,1354,10077,35769,168271,3473,X,10912,X,6565,727,9704,66415,18927,2500,1310,3343,5631,1053,7247,2827,4859,22,462,2149608,781776,406612,0,0,1462133,0,0,79200,0,0,0,0,0,288,2261,59563,51,355,19144,237,1906,40420,61489
01222,8040,302.52,383,3480,370,10,69,291,3286,145,849,2292,18055,49819,1624,X,7041,11312,X,0,1914,18500,170,861,X,748,515,X,2355,1244,711,21,498,1106247,357446,70260,0,0,0,0,0,0,216197,0,0,0,0,86,709,17301,9,39,4163,77,670,13138,17220
01223,24636,411.41,1413,11499,1379,64,244,1071,10505,500,2801,7204,41544,189212,7329,0,12223,55529,2442,662,4756,66916,14200,1561,1135,2306,4874,437,5177,3232,6434,72,1640,4794004,1400454,4323133,0,54037,0,0,0,113398,0,0,0,122438,0,298,1950,59985,81,404,23500,217,1546,36484,35313
01223X,0,94.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01224,97950,594.5,3186,54837,3153,45,406,2702,44086,709,9798,33579,166848,714189,12983,X,52230,X,3231,1116,57290,188990,23981,23636,4345,18159,24446,7063,24376,2714,30594,100,7288,23271419,10041190,6965939,0,0,0,1466512,528034,817312,856346,1033463,8201560,0,0,652,6520,167763,110,819,50973,542,5701,116790,120654
01225,39490,115.9,1744,16469,1718,16,238,1464,14951,108,2209,12634,53554,235529,3012,X,36772,10498,X,626,9612,104419,17433,4964,2362,4567,9183,2013,17808,2998,4958,24,525,988441,374945,238290,0,0,0,0,0,201374,120513,0,0,0,0,367,3054,94561,75,463,39314,292,2591,55247,72285
01226,16486,78.68,800,8521,790,7,123,660,8281,27,1700,6554,28587,200563,601,X,15377,23362,71980,X,5819,58619,1250,1611,486,1286,6564,235,5107,1109,7103,22,672,2321709,732958,1263211,0,0,0,599238,0,0,0,0,0,0,0,164,1583,50536,40,473,29055,124,1110,21481,30954
01227,2989,55.95,134,931,127,1,21,105,822,4,170,648,2062,11151,0,X,1612,491,0,X,676,4807,122,X,0,104,273,X,1176,82,995,2,39,X,X,0,0,0,0,0,0,0,0,0,0,0,0,22,74,4759,2,14,X,20,60,X,576
01228,20039,529.42,1037,8708,1015,58,115,842,8345,451,985,6909,27324,104787,5522,X,13011,X,2169,94,2700,41773,6100,1719,3164,2006,4057,1938,9619,1466,3688,14,250,506385,264514,250399,0,0,0,0,0,163582,0,0,0,0,0,219,1410,38088,35,167,10214,184,1243,27874,32925
01229,21131,600.71,1165,10272,1144,44,118,982,9943,555,1481,7907,35146,132704,5658,X,20030,X,3033,112,6536,48453,6309,2126,670,5440,2245,1243,13032,7152,2983,21,276,552111,160046,163521,0,74773,0,0,0,99194,0,0,0,0,0,246,1686,42323,33,315,14584,213,1371,27739,29547
01230,46391,212.21,1572,14835,1558,10,294,1254,14048,62,2445,11541,43019,173526,3831,0,24415,X,X,183,6667,69130,2106,3971,809,12750,3809,2880,17199,1221,6544,35,789,1660448,714190,429334,0,0,0,0,0,390323,439445,78887,0,0,0,302,2550,64347,56,330,22338,246,2220,42009,55918
01231,70331,294.65,1905,27153,1880,23,302,1555,23708,407,6497,16804,84419,417298,3003,X,38911,X,85,168,26056,112949,10072,6212,6319,5916,11771,8693,30462,1902,7869,80,4839,14183252,5374003,8347557,0,72392,1040253,0,384308,761411,1273146,0,1088832,0,0,355,3975,104799,62,590,43376,293,3385,61423,80545
01233,32826,444.21,1352,12719,1333,38,168,1127,12253,337,1700,10216,44273,207897,7444,0,18574,22286,48017,182,3241,48981,9831,3490,2289,6475,7581,306,23385,2668,3147,26,684,2142476,507041,1721705,0,0,0,0,0,184842,0,0,0,0,0,273,2054,44670,39,217,5250,234,1837,39419,50457
01234,58171,119.05,1878,25557,1861,18,323,1520,24953,169,4697,20087,97784,519715,3825,X,28868,X,3,197,76452,236427,6935,14821,1825,3195,13488,4934,20252,1267,15445,64,3062,8172390,2812580,1689654,0,0,550978,1730536,0,0,1922640,375977,596067,0,508830,394,4417,208122,90,1179,135673,304,3238,72449,109268
01235,56869,722.42,2191,28862,2166,30,560,1576,28225,297,7092,20836,111583,561105,3807,X,38139,X,258,2177,84085,188609,2865,9642,31544,2961,10140,3454,18915,2906,14303,135,4237,13786617,5783626,3742272,0,1005645,0,0,569114,327465,6337587,743968,0,314691,233934,346,3698,168627,127,1585,128967,219,2113,39660,56619
01236,44302,397.44,1626,17848,1609,20,306,1283,17536,224,4645,12667,67215,309759,3696,3630,32653,72372,X,X,21496,119956,5661,5473,3680,3747,6092,1097,16901,3613,9568,57,2584,7058062,3629011,2141142,208227,675404,0,0,0,3241839,176252,53871,0,0,0,343,3165,106404,87,767,56277,256,2398,50127,61496
01303,15916,422.86,576,6650,568,48,95,425,6270,336,1540,4394,26585,99211,4157,0,11827,X,X,20,2170,29726,1695,1161,527,1154,2223,7919,4840,331,1155,9,984,2976920,1578006,0,0,0,0,0,0,0,0,0,0,0,0,90,815,23725,18,139,5550,72,676,18175,10216
01304,3044,78.04,116,1177,110,25,14,71,1089,133,178,778,3847,11349,1189,0,2444,164,0,0,493,3588,X,X,0,137,125,0,1609,X,73,1,6,X,X,0,0,0,0,0,0,0,0,0,0,0,0,15,94,3212,4,12,1448,11,82,1764,1384
01331,6260,293.25,328,2291,313,5,62,246,1967,76,584,1307,5369,28848,510,0,3053,X,0,0,226,6987,763,7377,X,242,930,144,1346,231,447,15,314,635103,80619,0,0,0,0,0,0,0,0,0,0,0,0,83,323,5429,6,19,155,77,304,5275,6249
01332,3794,187.25,247,1407,238,5,48,185,1282,23,508,751,4222,14881,679,0,3008,4040,X,0,25,3319,X,39,131,83,285,32,619,112,501,8,196,296953,93789,0,0,0,0,0,0,0,0,0,0,0,0,50,181,2655,5,11,380,45,170,2275,3307
01333,4167,196.75,195,1575,188,16,45,127,1488,110,621,757,7284,82807,1359,0,2485,5017,64752,X,100,4366,357,358,X,336,231,X,474,1901,1054,7,289,356364,119361,0,0,0,0,0,0,0,0,0,0,0,0,31,162,3932,7,43,2098,24,119,1835,2190
01334,3832,221.87,234,1514,228,5,42,181,1329,20,314,995,3542,15688,331,0,4926,1813,0,X,792,5582,314,204,282,397,146,X,426,182,226,6,88,176539,83260,0,0,0,0,0,0,0,0,0,0,0,0,48,263,4848,5,20,423,43,243,4425,9145
01337,27686,216.75,855,8713,842,16,174,652,8468,171,2058,6239,28605,99680,5981,X,15582,X,0,X,7879,24738,389,2971,1172,1565,1220,216,11559,2466,2770,23,1005,1966354,850586,0,0,0,0,0,0,0,0,0,0,0,0,139,1108,19681,30,127,5020,109,981,14661,15884
01343,3760,110.63,161,1343,156,3,42,111,1228,23,562,643,5402,21442,1160,0,1584,9440,X,0,333,5504,X,0,0,228,194,X,2544,X,217,15,411,910796,175204,0,0,0,0,0,0,0,0,0,0,0,0,38,155,4288,9,40,2545,29,115,1743,2215
01345,14338,368.79,830,6417,818,26,181,611,6151,222,2128,3801,22265,119530,4114,292,9170,X,1953,X,4760,38020,5957,361,656,940,692,132,4217,2934,2150,57,1450,4038812,1132269,0,0,0,0,0,0,0,0,0,0,0,0,168,922,32495,26,182,11426,142,740,21069,15275
01346,15826,956.08,896,6978,870,32,160,678,6352,433,1545,4374,21327,109118,11095,0,14875,X,4579,X,4024,29675,4129,2483,737,1659,2855,228,2635,3047,1835,22,645,2370261,446967,0,0,0,0,0,0,0,0,0,0,0,0,183,930,24921,25,92,6200,158,838,18721,20097
01347,5109,310.76,310,2342,303,12,51,240,2209,229,536,1444,6443,31069,2028,0,2870,X,X,0,775,5281,349,699,45,533,426,281,767,2746,2068,8,191,442439,182483,0,0,0,0,0,0,0,0,0,0,0,0,55,249,4803,6,20,362,49,229,4441,5339
01361,7428,109.48,504,3686,486,10,66,410,3256,54,375,2827,10667,41067,726,0,5761,X,2112,X,1300,14000,6592,375,488,824,1306,133,3636,996,1465,5,68,111246,62722,0,0,0,0,0,0,0,0,0,0,0,0,100,554,13106,7,24,892,93,530,12215,16971
01362,4306,547.71,225,1507,213,11,48,154,1397,135,540,722,3838,14556,1153,0,5059,3308,0,0,137,3036,189,X,X,137,341,X,727,180,249,12,163,286566,111975,0,0,0,0,0,0,0,0,0,0,0,0,41,168,2826,6,11,277,35,157,2549,2393
01363,3592,460.58,220,1618,211,21,35,155,1535,189,315,1031,5157,21797,1657,X,5004,X,0,0,2055,4087,357,651,65,161,1789,X,1057,2126,643,7,83,198424,98347,0,0,0,0,0,0,0,0,0,0,0,0,45,186,3663,7,32,236,38,154,3428,2410
01364,3403,162.59,193,1189,185,10,35,140,1082,55,350,677,2538,10839,190,X,1165,4265,0,X,X,3820,X,X,X,236,93,2,218,127,212,5,60,181064,71667,0,0,0,0,0,0,0,0,0,0,0,0,36,183,3428,6,80,1960,30,103,1468,1188
01367,2410,142.99,219,1271,211,4,31,176,972,11,224,737,2307,7866,X,0,2503,438,X,0,481,2702,183,212,X,411,222,0,273,80,273,4,27,33675,13732,0,0,0,0,0,0,0,0,0,0,0,0,45,148,2299,5,13,67,40,135,2231,2625
01370,5072,568.25,267,1956,260,11,42,207,1813,94,267,1452,6586,21705,1188,0,4104,X,X,0,1657,9215,702,433,85,461,225,175,1288,159,868,5,45,89228,65929,0,0,0,0,0,0,0,0,0,0,0,0,52,248,7690,4,18,1328,48,230,6363,7570
01371,7398,638.68,484,3030,466,20,82,364,2774,141,600,2033,7004,25446,1260,418,4358,1113,X,X,525,9368,1012,672,146,497,915,14,2720,1436,861,5,78,87018,10188,0,0,0,0,0,0,0,0,0,0,0,0,102,388,8233,12,32,2099,90,356,6134,7259
01391,1356,437.18,89,516,83,3,13,67,445,16,63,366,1178,2877,116,0,515,347,0,0,X,776,X,X,X,81,33,X,614,99,149,1,11,X,X,0,0,0,0,0,0,0,0,0,0,0,0,13,41,513,1,2,X,12,39,X,325
01392,2838,95.25,191,1447,183,9,29,145,1329,94,375,860,4358,15972,506,0,2500,4843,X,0,727,3733,222,23,X,208,159,X,2138,100,310,9,199,470537,159379,0,0,0,0,0,0,0,0,0,0,0,0,41,156,3143,7,29,1517,34,127,1626,2133
01393,2791,345.65,171,1351,163,10,22,131,1252,67,238,947,2708,11627,2205,0,2661,X,0,0,114,1883,X,204,209,125,58,9,2554,190,235,1,5,X,X,0,0,0,0,0,0,0,0,0,0,0,0,29,106,1646,0,0,0,29,106,1646,1118
01394,4568,449.78,260,1720,249,17,39,193,1601,136,331,1134,4627,16489,2183,X,4008,367,0,0,280,6892,X,126,162,260,71,30,1460,297,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,215,6387,7,33,1192,45,182,5195,3613
01395,5074,197.13,321,2335,315,9,36,270,2230,54,212,1964,4408,26487,545,X,5032,2718,X,X,1193,8072,206,1238,60,5285,519,61,554,208,492,3,32,220003,102259,0,0,0,0,0,0,0,0,0,0,0,0,55,408,6784,8,15,239,47,393,6545,2421
01396,2045,114.25,134,869,128,8,12,108,791,91,76,624,1720,10512,1086,0,364,359,0,0,498,6649,X,X,X,248,68,X,756,X,204,2,25,X,X,0,0,0,0,0,0,0,0,0,0,0,0,25,115,6210,3,6,93,22,109,6117,1910
01397,1911,119.84,118,1299,112,6,8,98,1236,38,80,1118,2629,12274,1302,0,728,1254,X,0,X,2060,X,51,X,5207,X,50,267,193,63,3,41,122001,21702,0,0,0,0,0,0,0,0,0,0,0,0,26,131,1774,3,44,413,23,87,1361,1486
01398,2156,189.41,130,936,123,5,13,105,806,33,196,577,2280,8160,662,X,1274,838,X,0,1519,2038,X,X,X,330,45,X,971,139,65,1,56,X,X,0,0,0,0,0,0,0,0,0,0,0,0,33,128,1753,5,29,324,28,99,1430,1245
01399,2941,231.49,165,1514,159,13,27,119,1423,121,416,886,5356,19577,1306,0,3611,5914,0,0,3625,2296,X,278,X,180,114,X,1364,268,408,6,246,584615,304230,0,0,0,0,0,0,0,0,0,0,0,0,27,105,1623,5,21,216,22,84,1407,943
01400,15129,261.34,966,9039,945,23,81,841,7954,213,725,7016,31491,136826,2584,0,18241,X,4673,X,8377,53482,3966,10794,1457,6282,3422,1074,7197,4951,3546,10,185,645439,261281,0,0,0,0,0,0,0,0,0,0,0,0,146,1214,47007,33,243,13470,113,971,33536,28561
01401,5772,304.92,250,1946,239,14,48,177,1814,101,661,1052,7581,28529,556,X,4358,5362,X,0,1330,12515,X,930,195,189,418,X,1114,450,826,4,302,511689,321241,0,0,0,0,0,0,0,0,0,0,0,0,41,267,10347,5,14,1665,36,253,8682,8298
01402,11648,70.6,716,4844,705,4,115,586,4567,8,1205,3354,15069,56163,33,0,15302,6761,X,X,1139,14456,3339,1451,313,2050,2499,152,4924,216,1237,20,395,641133,226734,0,0,0,0,0,0,0,0,0,0,0,0,135,655,12590,19,79,3112,116,576,9479,12254
01403,1569,82.27,117,1870,112,2,30,80,1804,18,829,957,24287,398775,X,0,5389,X,388604,0,X,1584,X,X,280,152,6,0,610,567,1107,1,12,X,X,0,0,0,0,0,0,0,0,0,0,0,0,18,64,1243,2,11,X,16,53,X,487
01404,870,147.79,67,321,62,1,4,57,273,9,23,241,832,3320,X,0,68,X,0,X,X,317,0,X,0,2505,9,0,175,X,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,183,2,6,0,12,22,183,83
01405,1831,238.13,150,657,141,3,14,124,564,18,53,493,898,4680,X,0,377,170,0,0,18,2401,X,0,0,868,34,X,232,91,248,1,6,X,X,0,0,0,0,0,0,0,0,0,0,0,0,32,79,2170,5,24,1739,27,55,430,326
01406,2745,188.36,170,1190,165,4,34,127,1128,50,414,664,3634,12739,346,0,3436,4642,X,0,405,1792,X,X,0,194,40,X,1200,X,474,8,196,433145,101136,0,0,0,0,0,0,0,0,0,0,0,0,29,98,819,2,8,0,27,90,819,1490
01407,3180,167.96,174,1363,167,25,20,122,1258,207,140,911,3746,21056,2211,0,446,11019,0,X,507,2526,X,330,X,425,24,X,2341,621,453,6,88,1101431,142249,0,0,0,0,0,0,0,0,0,0,0,0,25,118,2003,7,38,978,18,80,1025,1871
01408,18000,140.59,868,6951,857,22,122,713,6547,163,1008,5376,20486,82069,1197,X,5928,8523,2601,X,2506,41040,1653,1560,347,1267,2865,813,8864,1705,1171,32,483,772506,251647,0,0,0,0,0,0,0,0,0,0,0,0,185,1324,29993,30,139,7587,155,1185,22406,28918
01409,1165,280.09,72,737,66,6,9,51,677,48,79,550,1283,8885,1206,0,194,1200,X,0,39,1024,0,0,0,4803,X,0,207,X,113,2,25,X,X,0,0,0,0,0,0,0,0,0,0,0,0,7,43,427,2,24,X,5,19,X,X
01423,7319,81.36,277,2849,271,18,61,192,2738,209,714,1815,7682,30735,2387,0,4968,6605,0,X,3723,7341,X,508,112,559,360,183,2102,670,1129,20,339,600128,280099,0,0,0,0,0,0,0,0,0,0,0,0,36,241,6444,9,36,1115,27,205,5328,3785
01424,5120,88.19,262,2817,256,22,60,174,2706,119,1417,1170,12426,46786,833,X,11870,25171,X,0,1076,3964,156,68,125,286,180,1,1481,290,383,11,995,2510933,929735,0,0,0,0,0,0,0,0,0,0,0,0,40,219,3680,7,22,517,33,197,3163,2792
01425,2841,39.98,120,1110,113,0,29,84,1015,0,532,483,3174,8120,0,X,1688,3838,0,0,X,1030,X,X,0,X,92,0,617,73,177,5,278,379309,208055,0,0,0,0,0,0,0,0,0,0,0,0,20,84,765,2,3,X,18,81,X,599
01427,4822,133.74,292,2055,284,35,50,199,1964,219,551,1194,6093,31534,3319,X,1239,11052,X,0,1278,10319,98,53,20,230,424,127,1132,163,657,15,367,1015293,405951,0,0,0,0,0,0,0,0,0,0,0,0,55,298,7755,8,45,1052,47,253,6703,3909
01428,10289,168.52,536,4701,524,46,78,400,4326,365,642,3319,13978,48193,7012,838,5311,X,X,0,927,19295,282,287,724,928,875,76,3616,1721,1292,13,188,335082,196173,0,0,0,0,0,0,0,0,0,0,0,0,101,659,17176,14,39,1537,87,620,15640,9599
01429,11272,203.93,596,4976,586,43,102,441,4718,405,1212,3101,17822,70044,4168,0,8351,X,2497,X,2028,28970,2025,682,102,771,1243,244,5365,224,1903,23,649,1066677,465225,0,0,0,0,0,0,0,0,0,0,0,0,115,747,23603,27,186,9459,88,561,14144,20278
