CODE,POPULATION,POP_INCREASE,AREA,DENSITY,HOUSE,HOU_INCREASE,DID_POPULATION,POP_U15,POP_O15,POP_O65,FOREIGNER,DAYTIME,WORKER,1ST_IND,2ND_IND,3RD_IND,IND_AGRI,IND_FISH,IND_MINI,IND_CONS,IND_MANU,IND_SUPP,IND_INFO,IND_TRAN,IND_SALE,IND_FINA,IND_REAL,IND_ACCO,IND_MEDI,IND_EDUC,IND_COMP,IND_OSERV,IND_GOVE,IND_OTHER
dummy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33208,66584,383,212,314.1,22740,-,18662,9773,43040,13768,729,61057,27880,2087,12096,13326,2083,4,15,1833,10248,37,60,966,3465,357,105,862,2188,1396,359,2643,888,371
33209,38799,-2278,547.01,70.9,15325,-,7225,4029,21907,12862,236,40787,19341,3519,5492,10277,3515,4,12,1529,3951,173,57,655,2501,229,85,589,1926,1229,499,1465,869,53
33210,36073,-2419,793.27,45.5,12393,-,5886,4469,19745,11859,225,35285,17309,3181,4965,9155,3172,9,83,1904,2978,35,60,701,2610,176,28,488,1391,1018,667,1214,767,8
33211,40241,-2293,258.23,155.8,14335,-,0,5211,24220,10809,301,40954,20049,794,8878,10300,571,223,56,1194,7628,56,85,1716,2691,441,39,554,1472,777,270,1610,589,77
33212,39081,-322,125.51,311.4,13363,-,0,5397,23550,10017,233,35606,16692,2627,5435,8564,2302,325,2,955,4478,38,62,1065,1895,143,36,482,1936,589,311,1636,371,66
33213,43913,100,209.43,209.7,14749,-,12943,6383,27290,10224,142,37249,16193,2628,5228,8230,2628,0,4,1306,3918,63,34,678,2123,171,43,396,1642,813,255,1512,500,107
33214,51782,-2965,828.43,62.5,16782,-,0,6669,28539,16512,285,50764,25898,4524,7709,13618,4516,8,63,2772,4874,36,52,682,3719,238,33,1337,2616,1034,733,2121,1017,47
33215,32479,-2098,429.19,75.7,11608,-,0,3901,17623,10933,127,31652,15043,2218,4783,8005,2209,9,15,1654,3114,38,23,341,1776,128,42,1059,1283,552,443,1570,750,37
33303,6524,-465,89.53,72.9,2257,-,0,705,3603,2216,37,5688,2589,545,604,1435,545,0,0,187,417,32,9,67,287,48,3,144,283,132,54,265,111,5
33321,14902,195,41.78,356.7,5335,-,0,2007,9239,3656,73,13615,5892,666,2016,3183,666,0,3,325,1688,12,18,434,635,92,24,110,654,304,127,586,187,27
33345,3931,-214,60.34,65.1,1290,-,0,419,2151,1361,0,3615,1680,392,615,672,392,0,0,128,487,3,0,53,131,8,0,30,146,62,29,140,70,1
33346,12249,-421,83.89,146,4178,-,0,1521,7268,3460,85,11564,4938,445,1473,2991,445,0,0,339,1134,2,3,241,694,81,3,176,725,248,137,388,293,29
33423,11921,6,7.61,1566.5,4023,-,0,1760,7744,2417,11,10321,4452,134,873,3409,134,0,0,361,512,6,15,583,1000,48,26,163,570,273,44,540,141,36
33442,12341,154,21.01,587.4,4074,-,0,1604,7453,3279,39,11003,3758,456,1061,2208,456,0,0,274,787,6,21,108,468,36,7,88,551,280,66,467,110,33
33443,18475,-407,36.44,507,6041,-,0,2326,11595,4539,35,16856,6730,471,2639,3595,471,0,1,413,2225,13,17,410,1144,88,14,244,404,381,101,597,182,25
33444,6511,-144,9.01,722.6,2131,-,0,770,3806,1935,26,5249,1847,207,590,1039,82,125,1,173,416,5,0,58,329,26,1,24,257,93,37,138,71,11
33445,10823,41,12.23,885,3624,-,0,1543,6748,2519,31,11052,5760,136,3491,2117,134,2,1,179,3311,14,29,203,632,38,23,119,399,138,34,417,71,16
33461,15713,-517,90.62,173.4,4910,-,0,1912,8934,4867,111,14899,7027,949,3070,2988,949,0,11,732,2327,17,12,238,865,60,4,73,630,266,150,455,218,20
33586,1019,-32,67.1,15.2,358,-,0,132,498,389,10,914,405,148,81,174,143,5,0,53,28,1,0,3,18,0,0,19,35,35,15,12,36,2
33606,14059,-1032,419.69,33.5,4674,-,0,1712,7669,4678,44,13138,6399,1226,1536,3632,1217,9,0,683,853,7,15,316,906,11,6,168,668,237,342,700,256,5
33622,11263,-165,54.09,208.2,3834,-,0,1542,6590,3024,36,12330,7018,929,3308,2716,927,2,13,452,2843,15,2,306,613,42,38,144,541,307,116,466,126,65
33623,6475,-215,69.54,93.1,2020,-,0,912,3794,1769,18,6432,3816,801,1283,1723,800,1,1,201,1081,5,3,34,252,10,3,81,157,91,110,178,799,9
33643,1684,-147,57.93,29.1,586,-,0,184,927,573,12,1452,653,131,223,285,131,0,0,126,97,1,1,1,50,0,0,57,33,40,44,25,33,14
33663,5690,-425,78.6,72.4,1992,-,0,634,2984,2072,5,5388,2609,926,614,1062,926,0,11,177,426,4,6,28,284,9,1,35,180,228,56,138,93,7
33666,16577,-985,232.15,71.4,5664,-,0,1935,9000,5642,100,14615,6638,1695,2046,2855,1693,2,4,674,1368,3,46,153,535,30,5,92,618,238,213,632,290,42
33681,14040,-611,268.73,52.2,4560,-,0,1544,7506,4988,42,13524,6836,1935,1981,2893,1935,0,6,529,1446,16,5,74,500,31,12,112,949,387,187,431,189,27
34101,127763,3044,15.34,8328.7,68055,-,127763,13192,87805,24249,3029,243729,172395,225,20568,148820,79,146,7,13012,7549,2952,9450,4103,37632,11014,4434,14052,12236,5303,1104,34044,12496,2782
34102,121222,-2036,39.38,3078.3,49271,-,105754,18494,80368,21431,1288,102402,39484,301,7662,30502,301,0,0,5232,2430,83,924,2887,7562,1095,792,1699,4698,2501,307,6739,1215,1019
34103,137874,2407,26.09,5284.6,63539,-,135818,18411,93306,25156,1334,155819,85458,227,19789,63707,82,145,8,8088,11693,635,2991,6764,17206,1702,1381,4121,8278,3880,637,14028,2084,1735
34104,184795,5276,35.67,5180.7,83896,-,174441,26909,125773,29411,2449,187941,95305,443,20722,72011,362,81,1,9550,11171,132,2449,6353,28240,1394,1881,3515,7147,3798,688,14836,1578,2129
34105,219343,14707,117.19,1871.7,87597,-,191668,37821,148962,30725,1152,184861,70162,1832,15807,50684,1829,3,3,9097,6707,260,949,4049,16233,958,1059,3327,6555,4748,824,10006,1716,1839
34106,152716,-3671,353.35,432.2,55243,-,93951,22053,101884,28584,1066,128485,54099,2389,18244,32168,2378,11,13,6112,12119,256,177,3125,8839,561,399,1601,6260,3090,735,5951,1174,1298
34107,76656,1221,94.01,815.4,28832,-,63889,12053,51507,13072,903,64483,27674,644,9399,17145,610,34,1,2098,7300,117,116,2312,4462,210,203,534,2970,1292,201,3102,1626,486
34108,134022,-691,223.98,598.4,50983,-,111222,20200,91162,21970,576,106681,40032,945,8635,29434,938,7,2,4862,3771,60,519,1877,8608,687,619,2017,5495,2583,444,5696,829,1018
34202,251003,-8221,353.29,710.5,100514,-,176623,31413,154280,64140,2082,244569,113778,4420,33398,74389,3281,1139,62,9283,24053,492,583,5557,18024,2254,813,4503,12747,4942,1267,12784,10423,1571
34203,30657,-1278,118.3,259.1,11852,-,7730,3782,17970,8872,169,29351,13536,1176,3603,8681,1076,100,0,1281,2322,197,31,652,2325,225,51,648,1896,583,212,1446,415,76
34204,104196,-2033,471.02,221.2,39918,-,49246,13594,63803,26714,790,105445,52646,4216,17730,30527,4134,82,21,4758,12951,249,303,2517,8044,698,336,2074,5770,2309,655,6241,1331,173
34205,114486,-2921,212.33,539.2,43602,-,56286,15055,69117,29914,656,111888,51851,3109,16104,32181,2861,248,0,4355,11749,365,212,2320,9868,859,270,2148,5813,2140,768,5622,1796,457
34206,26677,-1510,39.76,671,10903,-,10600,2704,15546,8374,289,26493,12776,1179,4828,6745,1073,106,0,1213,3615,49,17,419,1841,216,65,513,1414,397,196,1172,446,24
34207,418509,1962,461.26,907.3,155099,-,252609,61475,272282,82934,3873,424091,209557,3405,67284,135032,3009,396,21,19821,47442,743,2818,12415,41752,4369,1732,9258,19924,8886,1998,25927,5210,3836
34208,45188,-2509,195.71,230.9,15384,-,21984,5826,27011,12351,205,47272,23939,875,10829,12082,875,0,0,1402,9427,98,80,768,3676,403,96,606,2265,765,371,2338,616,153
34209,59314,-2321,778.19,76.2,21968,-,12428,8098,33457,17753,514,60655,32246,4832,8196,18701,4818,14,24,2900,5272,187,97,1575,5010,442,140,1210,3573,1249,844,3181,1193,517
34210,43149,-2529,1246.6,34.6,15791,-,5088,4870,22647,15600,241,43201,22128,5077,5083,11895,5075,2,40,2234,2809,75,24,632,2962,239,47,928,2390,1087,730,1905,876,73
34211,30279,-1126,78.13,387.5,11711,-,26795,3836,18716,7600,269,30476,14986,382,6125,8391,199,183,4,1432,4689,84,61,811,2422,214,74,432,1636,510,146,1569,432,88
34212,184430,9084,635.32,290.3,76018,-,41643,27581,126533,30235,2646,181054,87176,6334,28009,51473,6176,158,21,5955,22033,245,917,4626,13536,942,675,3401,7604,5995,1100,10430,2002,1360
34213,87144,83,388.22,224.5,32276,-,64949,12899,57903,16231,437,76152,33230,1126,8964,22724,982,144,1,2683,6280,204,183,2338,6470,396,268,1294,4035,1749,499,4075,1213,416
34214,33096,-1343,538.17,61.5,11931,-,0,4033,18322,10741,369,32791,17450,3284,5290,8785,3277,7,13,1339,3938,30,15,557,2096,127,45,399,1951,546,463,2010,546,91
34215,29939,-2339,100.89,296.7,12038,-,0,2888,17547,9504,177,27955,13295,1998,2488,8751,1223,775,26,1161,1301,58,20,551,1591,116,23,399,1375,868,315,885,2550,58
34302,50732,59,10.45,4854.7,19813,-,50571,7983,34325,8410,583,54148,29348,53,15735,13234,53,0,0,1612,14123,63,280,620,4145,244,269,934,1938,787,115,3379,460,326
34304,29137,-905,13.81,2109.8,11630,-,27604,4568,19832,4588,875,29830,14425,131,4814,9392,117,14,1,848,3965,42,59,1033,2424,259,132,581,986,751,208,1730,1187,88
34307,25103,-289,33.62,746.7,9211,-,0,3682,16380,5041,85,19358,7320,267,3177,3851,267,0,0,651,2526,16,10,299,1190,84,24,236,574,450,111,611,246,25
34309,12399,123,15.65,792.3,4593,-,7837,1647,7678,3074,56,14279,7539,121,1296,6091,17,104,1,400,895,20,31,1811,1949,23,23,249,680,216,62,850,177,31
34323,26442,715,70.75,373.7,9737,-,15937,3615,16733,6094,151,22129,8730,411,2206,6075,158,253,0,580,1626,47,37,530,1433,99,70,728,903,380,133,1481,234,38
34327,1944,-249,30.39,64,905,-,0,143,1165,636,34,2371,1601,50,135,1412,5,45,0,44,91,6,1,96,387,12,4,474,31,71,6,247,77,4
34368,8238,-943,342.25,24.1,3318,-,0,845,3881,3512,26,8462,4178,574,931,2622,573,1,12,550,369,51,2,106,507,43,3,195,634,191,197,387,306,51
34369,20857,-1072,645.86,32.3,7894,-,0,2654,11287,6916,216,22185,12712,2552,4280,5856,2552,0,7,1060,3213,14,14,507,1256,69,20,279,1250,473,425,1165,384,24
34430,9062,-544,32.76,276.6,3627,-,0,842,5214,3006,150,9093,4918,1263,1646,1991,1250,13,0,559,1087,7,0,110,578,36,6,214,327,145,103,339,126,18
34431,9236,-895,43.27,213.5,4136,-,0,796,4774,3666,81,9665,4527,830,1253,2440,781,49,5,536,712,80,7,222,500,63,2,179,396,292,123,332,244,4
34462,18866,-824,278.29,67.8,6588,-,0,2251,10030,6585,123,18170,8923,2448,2097,4353,2441,7,13,829,1255,3,18,226,1261,98,7,245,768,354,276,763,334,25
34501,40578,217,56.81,714.3,13629,-,0,5850,26225,8498,255,35388,15758,731,6081,8601,728,3,1,1422,4658,13,81,684,2867,145,56,551,1445,588,201,1561,409,345
34545,11590,-922,381.81,30.4,4049,-,0,1208,5424,4958,29,11160,5963,2064,1470,2398,2064,0,38,624,808,0,1,120,548,36,4,162,492,208,245,334,248,31
35201,290693,-10404,715.89,406.1,117436,-,190716,36583,178637,73990,3891,285399,134715,7899,33412,91168,6796,1103,30,12115,21267,763,1410,8198,25244,4000,1248,6368,14668,5840,1727,16175,5527,2236
35202,178955,-3076,287.69,622,71288,-,91699,23864,113611,41290,2029,181062,85543,2957,24352,57571,2367,590,20,9882,14450,665,810,4883,16116,1637,599,3741,10764,4191,715,10988,2462,663
35203,191677,2984,730.23,262.5,76974,-,91407,27507,123991,40166,953,194477,97004,6082,16122,74185,5860,222,50,9291,6781,466,2156,4705,19735,2316,845,5625,9850,5659,1650,13813,7365,615
35204,57990,-3755,698.86,83,23093,-,20461,6735,32948,18307,361,56933,28696,4777,5389,18437,3567,1210,9,2916,2464,180,126,709,5221,508,112,1912,3234,1344,839,2771,1481,93
35206,116818,-906,188.59,619.4,44958,-,70898,16144,74202,26387,518,115316,56155,2427,18961,34115,2203,224,7,5426,13528,228,231,3079,9309,910,323,1946,5631,2277,629,6409,3143,652
35207,53509,408,89.36,598.8,21127,-,23743,7416,34206,11867,227,54907,27037,755,9494,16705,701,54,4,2924,6566,125,191,1469,5841,303,167,1066,1993,818,354,3710,668,83
35208,103507,-2255,221.83,466.6,42278,-,72620,14640,64430,24333,1203,105675,49696,1514,13937,33670,1352,162,21,6622,7294,317,341,2797,8761,926,441,2345,4494,2082,659,7058,3449,575
35210,53971,-709,91.94,587,20519,-,27031,7717,33838,12416,348,51025,21754,1161,8085,12467,1046,115,0,2259,5826,75,97,641,3552,303,104,699,2491,938,304,2648,615,41
35211,41127,-2346,357.91,114.9,15455,-,0,4649,23486,12992,345,40444,20866,3596,4966,12261,2376,1220,30,1857,3079,60,70,621,3288,282,49,1582,2285,854,609,1816,745,43
35212,35927,-1324,139.87,256.9,14504,-,9349,4328,20826,10769,133,37246,18014,1617,3884,12396,1461,156,1,1857,2026,248,73,613,3699,435,95,828,2337,730,357,2248,733,117
35213,17754,-884,228.25,77.8,6507,-,0,2248,10288,5218,111,18497,9812,1041,3502,5251,1041,0,151,865,2486,42,21,590,1200,131,19,231,849,449,301,1079,339,18
35215,152387,-4996,656.13,232.3,60672,-,90860,20874,96608,34886,1003,157384,78958,3514,24420,49807,3236,278,37,10917,13466,490,1100,5493,12976,2146,680,3184,7018,3251,774,10129,2566,1217
35216,66261,-1168,132.99,498.2,25336,-,19429,9057,41134,16051,590,63011,28612,1367,10325,16762,1212,155,1,2947,7377,275,80,1239,4532,410,70,1167,3131,1208,289,3536,825,158
35305,21392,-1621,138.11,154.9,9578,-,0,1732,10158,9502,76,21295,9357,2835,1425,5093,2322,513,5,897,523,18,11,125,1155,79,12,346,1360,570,327,595,495,4
35321,6441,-291,10.56,609.9,2471,-,0,1051,4065,1325,106,6333,3120,16,1749,1349,16,0,0,379,1370,11,9,147,252,23,10,61,138,92,19,498,89,6
35322,9454,-215,29.22,323.5,3329,-,0,1131,5495,2828,20,7812,2892,283,858,1747,266,17,0,281,577,11,10,25,375,36,2,65,679,132,46,283,83,4
35323,11118,-127,23.2,479.2,4057,-,0,1568,6622,2928,92,10293,4257,190,1312,2743,190,0,0,412,900,8,13,78,757,46,26,210,802,199,55,423,126,12
35324,1239,-136,40.35,30.7,539,-,0,137,522,580,20,1153,506,157,82,264,157,0,0,50,32,0,0,9,42,0,0,3,67,38,14,39,52,3
35325,14100,-516,144.02,97.9,5348,-,0,1813,8169,4118,77,11660,4880,1003,1291,2582,1003,0,2,666,623,11,5,131,673,50,9,159,562,227,197,386,172,4
35326,3792,-427,210.32,18,1717,-,0,301,1737,1754,104,3741,1731,317,393,1020,315,2,0,238,155,2,0,60,194,20,0,87,251,86,69,147,104,1
35328,1637,-191,75.85,21.6,743,-,0,112,746,779,4,1482,458,24,77,356,24,0,2,57,18,2,0,17,69,0,0,16,82,23,24,56,67,1
35329,4855,-416,127.53,38.1,1869,-,0,592,2548,1715,18,4252,1775,358,474,937,358,0,0,200,274,0,0,43,171,9,3,35,254,99,64,170,89,6
35341,3706,-601,34.79,106.5,1788,-,0,262,1682,1762,5,3589,1545,383,306,854,100,283,0,236,70,28,2,160,158,20,5,47,84,60,63,115,112,2
35343,16287,70,50.35,323.5,6028,-,0,2132,10112,4019,46,14238,6014,750,2269,2957,714,36,8,597,1664,23,20,191,856,46,18,86,499,428,91,509,190,38
35344,14203,-377,34.46,412.2,5164,-,0,1675,8141,4348,128,13303,5848,601,1838,3372,534,67,0,541,1297,11,5,293,868,48,13,142,1023,207,87,487,188,37
35461,6114,-315,129.49,47.2,2019,-,0,752,3250,2112,13,5654,2954,637,724,1591,637,0,1,205,518,1,2,28,382,17,1,131,446,167,87,224,105,2
35462,5971,-508,114.97,51.9,2120,-,0,661,3268,2042,26,5139,2557,666,523,1363,659,7,76,230,217,2,6,71,371,24,2,127,155,162,94,212,137,5
35502,4101,-454,116.07,35.3,1608,-,0,334,2036,1731,10,3878,1903,646,444,813,517,129,1,138,305,0,0,24,173,16,0,30,147,101,139,113,70,0
35504,7620,-802,293.08,26,2935,-,0,714,3775,3131,4,7152,3797,1422,687,1686,1422,0,0,434,253,0,1,60,450,25,0,83,270,166,175,259,197,2
36201,267833,-385,191.39,1399.4,109698,-,189975,35389,177418,54922,1263,296763,143074,5226,27098,106299,4922,304,32,12818,14248,836,3343,5106,29275,5389,1993,7409,16592,8295,1227,20518,6316,4451
36202,63200,-1420,135.46,466.6,22343,-,21695,8170,39892,15124,267,60217,27098,3273,7080,16307,2670,603,33,2004,5043,51,105,1073,3814,364,222,1608,3185,1583,372,3108,822,438
36203,42115,-963,45.11,933.6,15045,-,19296,5539,26827,9748,205,39149,17089,1741,4476,10553,1329,412,4,1492,2980,37,60,651,2714,256,73,580,2586,739,269,1608,980,319
36204,54925,-1803,252.22,217.8,18341,-,5604,7420,33617,13884,175,59638,29630,3157,10826,15312,2529,628,40,2869,7917,406,53,1416,3560,533,86,765,2446,1308,444,3299,996,335
36205,45782,-1012,144.19,317.5,15498,-,6547,5609,27309,12848,205,42048,17772,1839,4733,10713,1837,2,16,1792,2925,60,64,537,2836,396,86,634,2645,795,261,1735,664,487
36206,41076,-1312,190.97,215.1,13046,-,0,5113,24908,11054,295,37090,16339,4235,5068,6938,4232,3,16,1815,3237,13,17,478,1878,152,28,367,1419,640,393,1156,397,98
36207,34565,-2067,367.38,94.1,11902,-,0,4107,20091,10367,287,33452,14631,2111,3831,8644,2108,3,29,1891,1911,56,29,404,2463,297,22,527,1819,674,314,1417,622,45
36301,6303,-433,69.8,90.3,1922,-,0,681,3604,2016,15,5828,2834,922,753,1144,918,4,28,352,373,2,0,96,308,18,1,41,227,131,76,161,83,15
36302,1955,-169,109.68,17.8,791,-,0,165,841,949,10,1985,1054,430,207,417,420,10,0,145,62,3,0,16,52,1,1,46,81,35,52,67,63,0
36321,2800,-216,42.3,66.2,844,-,0,247,1589,964,12,2289,1314,718,258,332,718,0,0,188,70,1,0,40,57,1,0,13,68,30,44,28,50,6
36341,26068,45,28.83,904.2,8576,-,0,3493,16455,6120,120,22760,9390,1568,2611,5143,1567,1,3,809,1799,30,38,300,1645,109,27,317,1010,422,164,857,224,68
36342,6924,-874,173.31,40,2533,-,0,542,3329,3053,59,6384,3100,1198,677,1212,1197,1,0,409,268,10,1,43,241,1,1,132,237,86,125,225,110,13
36361,10914,406,18.65,585.2,3675,-,0,1624,6739,2551,63,8313,2995,530,936,1498,412,118,1,432,503,6,2,106,433,45,7,42,337,126,62,245,87,31
36362,12163,428,8.52,1427.6,4100,-,0,1904,7661,2598,19,9317,3279,283,565,2390,270,13,0,257,308,6,9,51,638,89,30,80,891,143,48,320,85,41
36368,10695,-1198,694.86,15.4,3997,-,0,1162,5495,4038,17,10607,5142,1052,1794,2286,1041,11,2,977,815,39,10,95,461,37,1,170,387,230,253,311,292,10
36381,3270,-245,23.16,141.2,1358,-,0,328,1622,1320,7,2993,1198,377,259,560,84,293,0,185,74,1,1,19,137,11,0,25,141,73,44,54,54,2
36382,5456,-336,117.69,46.4,2013,-,0,572,2997,1884,29,5481,2535,311,573,1640,206,105,0,226,347,4,9,33,317,23,2,127,370,179,80,250,246,11
36383,5391,-364,56.57,95.3,2188,-,0,542,2854,1995,39,5251,2403,367,490,1541,95,272,0,237,253,15,10,29,436,41,2,70,399,99,94,207,139,5
36384,5789,-160,209.22,27.7,2320,-,0,809,3136,1838,53,5714,2319,273,643,1396,197,76,13,375,255,6,0,33,433,34,3,123,207,144,98,222,93,7
36385,2342,-260,26.36,88.8,1032,-,0,232,1250,860,82,2507,1359,251,498,607,133,118,0,106,392,5,1,13,215,18,1,74,74,60,25,75,46,3
36386,3376,-177,92,36.7,1334,-,0,400,1785,1191,34,3346,1552,339,434,778,163,176,0,215,219,1,1,39,173,9,0,129,164,64,46,96,56,1
36401,14926,659,13.1,1139.4,5362,-,0,2386,10056,2484,93,16363,9636,718,3602,5236,622,96,4,553,3045,18,14,893,1164,63,72,318,737,175,44,1017,721,80
36402,20703,880,8.77,2360.7,7597,-,11866,3106,13818,3778,127,18162,8209,311,2092,5734,311,0,1,732,1359,21,39,626,2018,156,88,315,890,301,74,955,251,72
36403,32286,1918,16.27,1984.4,11061,-,0,5431,22480,4375,199,26063,11269,809,4217,6185,808,1,4,1169,3044,9,50,346,2040,195,110,484,1141,448,85,1081,196,58
36404,14519,-118,36.18,401.3,4813,-,0,1876,9319,3324,132,14350,6163,902,1552,3600,900,2,11,616,925,5,114,252,811,37,9,137,716,512,86,700,221,109
36405,13123,171,34.51,380.3,4141,-,0,1690,8415,3018,77,10971,4655,996,1211,2407,990,6,1,421,789,8,15,164,782,25,6,108,526,153,83,431,106,41
36468,11722,-1378,194.8,60.2,4514,-,0,1234,6048,4426,40,12027,5054,530,1990,2526,529,1,0,736,1254,16,2,109,635,59,5,130,614,240,96,349,271,8
36481,5099,-116,42.9,118.9,1702,-,0,758,2774,1567,52,4652,2143,439,752,947,435,4,14,301,437,0,2,45,218,17,5,18,336,59,48,138,61,5
36482,6009,-165,54.81,109.6,1996,-,0,854,3502,1653,19,5143,2354,418,754,1178,418,0,0,407,347,6,2,36,318,16,6,74,215,77,76,235,117,4
36483,15690,-1473,167.82,93.5,6176,-,5410,1644,8567,5479,91,17396,7785,306,1713,5739,306,0,9,855,849,164,58,256,1345,177,30,392,1334,389,144,1030,420,27
36484,4928,-575,131.58,37.5,1904,-,0,488,2458,1982,21,4548,1805,253,564,985,253,0,0,384,180,2,0,25,217,7,1,117,135,100,95,183,103,3
36485,4853,-353,44.5,109.1,1742,-,0,580,2609,1664,23,4677,1490,69,436,975,69,0,0,238,198,15,0,81,229,19,2,21,174,118,30,196,90,10
36486,9617,-408,67.74,142,3278,-,0,1396,5511,2695,54,8465,3606,430,851,2208,430,0,0,503,348,10,7,96,635,61,12,185,530,146,59,372,95,117
36487,1929,-378,228.62,8.4,908,-,0,169,905,855,19,1960,749,41,335,372,41,0,0,287,48,7,4,9,54,1,5,39,57,52,32,42,70,1
36488,1604,-307,106.06,15.1,730,-,0,154,761,689,3,1642,709,44,193,472,44,0,0,182,11,6,0,18,44,1,1,158,60,48,17,62,57,0
37201,337902,1397,274.44,1231.2,137944,-,213793,48671,219861,68289,2068,374199,193798,5548,35720,150201,5102,446,15,18744,16961,1915,6327,10035,43575,7785,3028,10173,18223,8661,2168,29418,8893,2329
37202,110085,1729,111.79,984.7,40664,-,38229,16632,70258,23082,977,104078,47901,2961,14969,29525,2749,212,54,4720,10195,196,268,2069,8076,1120,457,2178,5583,2123,504,5636,1315,446
37203,57266,-1962,92.46,619.4,21036,-,24995,7169,34954,15069,185,63067,32013,1766,10563,19435,1518,248,25,3099,7439,364,152,2435,5466,492,205,1066,3366,1210,438,3353,888,249
37204,35495,-918,39.88,890,13288,-,10908,4630,22589,8276,173,35893,16140,1322,2881,11856,1322,0,3,1145,1733,30,60,428,2721,274,65,757,2078,1055,290,1815,2283,81
37205,44086,-669,49.11,897.7,15400,-,10713,6132,27028,10917,291,44468,22629,2166,6535,13728,2007,159,2,1744,4789,97,93,979,4672,601,113,971,1862,832,343,2462,703,200
37206,55754,-2018,158.88,350.9,20046,-,7123,6992,34223,14516,169,52104,23314,2421,7809,12957,2103,318,4,2079,5726,43,58,955,3751,341,85,852,2359,1214,431,2297,571,127
37207,35929,-1831,153.35,234.3,12917,-,0,4198,21174,10551,124,33891,16400,1885,6891,7519,1580,305,1,1210,5680,35,33,398,2261,233,49,506,1527,519,348,1150,460,105
37321,11841,-773,61.54,192.4,4785,-,0,1402,6596,3843,65,12293,5738,205,2291,3234,76,129,44,389,1858,53,0,306,919,56,11,297,480,234,137,537,204,8
37322,16411,-1300,74.38,220.6,6601,-,0,1905,9470,5036,101,16270,7682,613,2171,4895,331,282,43,699,1429,11,22,368,1393,116,22,758,662,295,209,693,346,3
37323,5416,-273,34.09,158.9,1987,-,0,607,2894,1915,60,4868,2154,300,604,1248,259,41,0,192,412,0,1,145,207,2,12,70,338,59,114,175,125,2
37341,28790,21,75.78,379.9,10278,-,0,3926,18453,6395,142,25195,10893,1153,3053,6590,1153,0,2,1167,1884,10,13,340,1522,97,56,318,1812,934,170,1028,290,97
37342,17863,-338,16.48,1083.9,6350,-,0,2564,11594,3666,85,14834,5249,319,1656,3206,250,69,64,524,1068,18,8,128,814,39,30,214,696,403,31,673,152,68
37343,6121,-542,15.83,386.7,2063,-,0,672,3685,1764,16,5293,2343,286,981,1058,71,215,52,175,754,3,1,44,240,9,10,65,358,67,51,125,85,18
37362,24220,84,27.33,886.2,8246,-,0,3517,16055,4637,104,19232,7613,650,2156,4737,650,0,0,999,1157,15,41,296,1666,121,23,272,866,359,116,805,157,70
37363,7991,-26,14.72,542.9,2496,-,0,1057,5042,1887,19,8133,4651,475,2028,2110,475,0,0,390,1638,4,4,346,567,6,30,105,403,85,37,396,127,38
37364,3538,-167,14.22,248.8,1505,-,0,411,2137,990,6,3756,2051,170,848,1032,15,155,5,252,591,7,3,201,171,8,3,137,111,84,41,180,86,1
37381,6507,-436,71.2,91.4,2016,-,0,696,3622,2180,15,6096,3084,628,1026,1420,628,0,0,264,762,21,18,130,324,2,2,52,261,71,81,358,100,10
37382,19121,-141,38.47,497,6276,-,0,2621,12070,4428,73,15958,7122,1005,2181,3899,1005,0,1,833,1347,14,21,363,1152,75,10,165,896,278,151,652,122,37
37383,24028,870,26.25,915.4,8176,-,0,4024,15720,4071,74,18048,6937,558,1405,4931,558,0,2,706,697,14,39,522,2178,90,25,266,594,264,80,729,130,43
37386,17460,1482,8.07,2163.6,7323,-,10365,3084,11688,2673,173,18366,9408,112,2760,6426,84,28,0,707,2053,23,52,992,2118,59,130,629,562,373,49,1318,121,110
37401,2866,-430,82.93,34.6,1010,-,0,243,1543,1080,7,2306,958,219,207,532,219,0,0,154,53,1,2,11,88,1,0,56,67,40,40,162,64,0
37402,12472,-344,53.24,234.3,3843,-,0,1641,7303,3528,14,10397,4687,842,1650,2184,842,0,1,691,958,6,13,94,562,29,6,138,408,184,133,475,136,11
37403,10747,-588,8.46,1270.3,4131,-,5889,1295,6049,3403,40,11318,5465,305,853,4275,296,9,0,356,497,30,7,117,1169,119,26,888,689,250,94,686,200,32
37404,23613,-44,24.34,970.1,8693,-,7949,3147,14667,5797,333,22572,10399,711,4514,5040,600,111,0,897,3617,24,18,560,1390,146,26,271,803,477,117,999,209,134
37405,4558,-299,58.16,78.4,1363,-,0,476,2549,1533,38,3938,1997,500,588,888,500,0,0,187,401,1,3,20,197,1,2,49,241,69,47,200,58,21
37421,16437,-582,56.36,291.6,5038,-,0,2062,9875,4500,86,16059,7379,1615,1885,3854,1615,0,1,601,1283,16,17,258,1061,60,15,141,770,437,150,732,197,25
37422,7409,-409,33.31,222.4,2268,-,0,909,4313,2187,42,6635,3354,749,1127,1463,749,0,1,376,750,2,4,118,398,25,5,65,286,136,87,238,99,15
37423,9561,-162,19.34,494.4,2951,-,0,1317,5899,2345,46,7532,3210,606,1326,1275,606,0,6,393,927,2,10,168,325,25,10,67,215,121,40,214,78,3
37424,12586,-213,51.66,243.6,3674,-,0,1726,7322,3533,56,11506,6199,1821,1926,2442,1819,2,0,412,1514,4,12,333,688,23,5,79,451,186,189,335,137,10
