CODE,POPULATION,HOUSE,POP_INCREASE,HOU_INCREASE,AREA,POP_U15,POP_O15,POP_O65
dummy,,,,,,,,
22210,230641,91703,-2007,4753,214.09,28892,136047,64014
22381,14751,5630,-1000,-1,30.92,1539,7870,5300
22211,90352,36744,489,2242,64.27,11990,51896,24341
22482,17141,6410,-806,241,16.59,1745,9792,5460
22483,17987,6899,-439,297,23.62,1983,10115,5738
22484,30483,11432,484,731,19.82,4449,17337,8417
22485,10709,3574,-266,202,39.78,1377,5703,3625
22212,115758,45842,-1792,2288,45.87,14130,66517,34379
22402,21087,7401,-825,307,24.54,2441,12104,6486
22213,85972,33398,1780,2560,185.79,12215,50358,22747
22442,10324,3713,-471,133,33.71,1176,5492,3585
22447,18658,6659,-957,27,46.13,2264,10517,5711
22214,130860,50156,-1585,1663,140.74,17060,74278,38547
22401,10482,3818,-678,-4,53.29,1105,5316,4055
22215,86614,33529,-1464,1919,194.9,11327,52570,22176
22216,87864,34072,2075,2619,108.33,12764,52796,21310
22216,69738,27200,2578,2346,80.1,10461,42025,16428
22481,18126,6872,-503,273,28.46,2303,10771,4882
22219,20183,9641,-2733,-756,104.38,1684,9887,8535
22220,50911,20717,-1826,-75,138.12,6853,30028,13667
22221,42148,16815,-1103,411,55.08,5195,25601,11175
22503,15737,6190,-801,48,13.47,1778,9045,4895
22322,13191,5242,-1126,-239,69.4,1227,6748,5216
22324,3056,1432,-678,-237,49.41,169,1290,1597
22328,5506,2114,-613,-134,135.14,464,2533,2509
22329,6437,2661,-710,-99,110.02,468,3290,2677
22421,9448,3120,-483,1,12.18,1072,5067,3291
22444,21655,8380,-992,154,53.57,2601,12497,6246
22445,14642,5225,306,523,30.36,1966,8584,4017
22446,33147,12534,720,1141,63.88,4745,19201,8847
22321,13947,5911,-519,64,16.52,1513,7495,4788
22326,19014,7648,-335,301,34.63,2267,10427,6187
22327,13843,5526,-494,43,43.56,1548,7432,4775
22422,21204,7658,-1360,183,58.05,2319,11609,7190
22423,22298,8246,-685,305,53.36,2745,12739,6644
22301,11488,5502,-1136,-118,77.81,774,5189,5516
22302,6870,2936,-433,17,100.69,644,3266,2960
22304,7877,3314,-647,-121,109.94,659,3339,3873
22305,6038,2663,-799,-169,85.19,463,2620,2948
22306,4802,2314,-790,-194,65.88,320,2074,2385
22307,2288,1086,-354,-79,39.64,115,898,1269
22325,36794,14780,-867,463,65.16,4286,20397,12069
22341,31710,12973,-408,610,8.81,4012,19101,8285
22342,43336,17482,1005,1055,26.63,6880,26520,9556
22344,18568,6442,-929,11,135.74,2165,10794,5569
22424,28919,11265,-174,1021,20.73,3689,17590,7468
22427,4243,1676,-655,-169,121.37,301,1851,2091
22428,1963,963,-331,-75,375.35,102,876,985
22461,17457,6242,-1071,109,133.91,2005,9341,6001
23000,7542415,3238301,59287,174468,5173.07,973642,4502713,1864603
23100,2332176,1122103,36538,63606,326.5,275484,1388348,566154
23101,165245,86281,549,1253,18.18,19283,101329,39379
23102,84392,45762,6349,4451,7.71,9642,53876,17986
23103,162956,79169,-623,3741,17.53,17222,98464,47154
23104,151082,74257,1984,4179,17.93,16979,93632,35800
23105,138599,74793,5393,8754,16.3,12848,83337,35868
23106,93100,63159,9897,9626,9.38,5716,48598,15440
23107,107599,55059,429,-49,10.94,13014,66597,25086
23108,108332,51641,2975,3012,11.22,12066,57233,26996
23109,66957,33791,1062,1907,8.2,6774,40539,17269
23110,220728,101148,447,5653,32.02,25896,135275,54337
23111,143715,63885,-3030,2172,45.69,16363,81593,39032
23112,134510,62606,-2425,1542,18.46,14261,79069,40043
23113,176587,74939,3742,5252,34.01,24936,99649,42753
23114,248802,101566,6980,6356,37.91,37454,151029,56715
23115,164755,75958,675,2036,19.45,22683,97071,35530
23116,164817,78089,2134,3721,21.58,20347,101057,36766
23201,371920,151377,-2845,7155,261.86,48558,221467,95757
23202,377123,154038,4181,9219,226.97,53378,230966,86831
23502,7531,2581,-578,-18,160.27,796,3880,2847
23203,288304,116576,-828,7265,82.39,36942,167804,77483
23218,57865,22181,-329,1296,22.01,7149,33208,16617
23381,33904,13318,362,1034,9.51,4714,20195,8443
23204,127792,52273,-1254,1946,111.4,15806,72686,38195
23205,117884,49006,976,2725,47.42,15247,72492,28591
23206,308681,131000,2173,6709,92.78,40928,182975,79532
23207,124997,50244,2191,3027,65.44,17471,75171,31062
23601,8685,3048,-162,102,29.65,1112,4820,2740
23602,16295,5793,208,377,36.61,2291,9329,4584
23603,21509,8272,12,453,9.92,2722,12496,6157
23604,13175,4863,-24,285,18.73,1742,7626,3694
23208,60942,24258,-2489,425,25.09,6588,35520,18299
23209,72458,28277,1112,1800,36.68,9872,44522,17247
23210,153834,67708,4069,5232,50.39,20887,96421,31028
23211,384488,163184,2195,7183,290.11,52098,240130,85553
23522,18864,6561,-233,262,65.58,2514,12293,3958
23523,3317,1213,-399,-26,74.54,303,1646,1343
23541,7108,2520,-784,-81,193.27,718,3344,3035
23543,3997,1457,-487,-46,114.18,379,2267,1333
23544,2450,981,-242,-18,82.16,203,1092,1130
23566,2106,924,-262,-32,98.63,150,873,1059
23212,187990,75310,3850,4448,86.05,27665,119010,39497
23213,113523,42873,2356,2255,75.78,16614,69173,26754
23481,22671,7730,-560,362,22.44,2871,13002,6677
23482,21705,7503,-211,323,35.98,2867,12474,6245
23483,11147,3918,-529,133,26.04,1224,6199,3697
23214,79538,30970,-1562,1020,56.92,9583,45717,23404
23215,73090,29453,-1218,1184,74.9,8825,42172,21416
23216,58710,24566,2163,2060,55.9,8495,34460,14737
23217,98255,38697,-104,1567,30.2,11679,54529,26630
23219,148831,62633,-631,3250,62.81,19321,91387,37160
23220,102052,40291,-594,1638,48.35,13662,60927,26599
23401,20387,7375,-941,302,22.12,2278,11365,6603
23402,12312,4339,-581,79,8.83,1301,6881,4085
23221,32200,12112,-1468,389,117.94,3745,17802,10391
23581,9916,3616,-1113,-205,263.66,813,4475,4620
23582,2239,905,-197,-5,117.4,174,1042,1021
23222,113787,49077,1843,2706,43.43,16453,69809,25005
23223,93123,38310,3966,2641,33.66,14194,57143,19927
23224,84364,34025,-253,1016,45.9,10966,49179,23461
23225,72193,31694,1692,2382,16.31,9755,46716,14360
23226,83144,33977,2357,2171,21.03,11404,49283,21475
23227,46106,18239,-130,555,13.11,6997,29738,8896
23228,47983,21498,421,1108,10.47,5890,28702,11995
23229,69295,29101,168,1597,23.22,8577,41574,18123
23230,91520,36460,3543,2250,34.91,13492,51836,18044
23621,36793,14082,-1135,-236,82.86,5009,21538,9050
23622,5091,1587,-315,40,23.54,647,2738,1599
23623,17476,5631,-1554,-144,82.18,1766,9177,6049
23429,28230,10253,-706,381,18.65,3262,16165,8663
23430,6920,2251,-485,18,24.67,700,3854,2354
23431,4314,1339,-205,26,12.19,452,2299,1540
23432,21365,7875,-863,162,11.12,2451,12226,6635
23341,17602,7955,287,619,3.36,2324,9652,3865
23345,8530,3249,37,248,4.01,1083,4519,2047
23346,23317,9920,549,680,5.25,3296,12654,4728
23347,17903,7805,-848,326,4.7,1993,9495,4548
23343,48079,19665,1286,1328,8.39,6899,28743,12028
23344,38306,16452,966,1047,9.98,5293,23767,8769
23426,5104,1718,-251,62,9.97,529,2824,1744
23428,37921,15348,7,954,38.82,4765,22941,9516
23236,61952,24129,142,1577,32.19,8981,40028,11234
23421,21567,8486,-733,68,8.33,2509,12291,6765
23422,23308,9049,-465,296,9.92,3120,13498,6689
23423,41251,16506,426,487,9.33,5882,25784,9577
23238,60162,26304,2564,1235,21.55,10084,36234,9840
23302,43903,16823,1045,1057,18.03,6537,26144,10206
23342,15613,6598,436,417,6.18,2285,8756,3444
23361,24305,9150,1031,834,13.61,3456,13797,5769
23362,34133,13509,327,830,11.19,4616,20033,8992
23424,32399,13468,1409,1363,6.59,4890,19868,6667
23425,37338,16104,253,1133,11.09,4552,22565,9473
23427,4575,1506,178,247,22.42,647,2504,1419
23441,28383,10134,636,507,23.8,4817,15837,7513
23442,49596,19406,366,882,31.14,6701,29566,12836
23445,16617,6533,-2090,-448,38.37,1471,8614,6451
23446,22496,9530,-1079,216,46.2,2216,12971,6820
23447,43535,18122,1062,1398,26.38,5869,26033,10795
23501,42449,15810,2900,2117,56.72,6979,26024,9198
23561,3426,1408,-457,-110,220.83,265,1443,1700
23565,1011,437,-180,-60,53.13,63,385,563
23562,2942,1294,-504,-142,123.38,256,1176,1490
23563,955,405,-97,-41,121.13,80,370,505
23564,62,32,-21,-12,34.78,0,34,28
23999X,0,0,0,0,2.57,0,0,0
24000,1770254,742598,-45611,22306,5774.49,211090,997052,522073
24201,157279,70751,-2100,2376,101.86,18700,91330,43988
24213,44642,18202,253,604,68.2,6183,26364,11650
24381,18024,7160,-433,-23,18.79,2554,10361,4989
24382,8479,3366,52,245,64.57,1089,4617,2706
24383,3138,1184,-328,-53,50.31,296,1494,1348
24384,10176,3810,-332,17,36.93,1118,5654,3376
24402,4306,1697,-278,27,3.9,416,2227,1628
24403,14621,5693,-122,177,47.66,1909,8121,4561
24404,10232,4003,-1206,-133,111.86,814,5148,4223
24406,3640,1797,-855,-253,206.7,101,1216,2276
24202,295259,128987,-5053,4925,197.37,36483,178762,75873
24342,10165,4344,-554,97,7.76,1092,6183,2774
24203,85157,36468,-5128,-187,178.97,9010,46317,28938
24462,8168,3201,-579,2,11.94,889,4538,2707
24463,20713,8167,855,665,11.56,3304,12099,5017
24468,8727,3744,-200,162,6.05,1002,5148,2436
24204,117569,48794,-3467,957,209.65,14050,67527,35125
24405,19127,7677,-356,218,77.99,2519,10480,5790
24407,15107,6009,241,572,18.89,2508,9022,3320
24421,4211,1620,-563,-73,76.33,371,1963,1857
24422,3131,1381,-573,-141,240.94,181,1256,1693
24205,113432,47069,-301,2441,57.3,14853,67440,29213
24301,10665,3804,-560,105,47.58,1451,5858,3223
24302,14516,5489,-829,75,31.73,1522,8168,4647
24207,195670,82158,-733,4433,194.46,22929,108792,47973
24208,76387,31466,-2408,871,129.77,9146,41820,24835
24209,16252,8153,-1757,-507,192.71,1396,7323,7122
24210,43469,17868,37,770,111.03,5690,23169,10717
24361,6366,2749,-456,-98,79.88,602,3231,2056
24211,17525,7382,-1923,-348,107.34,1596,8890,6885
24212,14945,7210,-1205,-329,259.96,1466,6943,6474
24563,1020,541,-152,-71,113.67,59,322,639
24321,13326,5100,-456,248,88.78,1492,7614,4036
24322,9513,3929,431,599,23.83,1380,5837,2178
24323,16417,6924,-392,102,44.6,2046,10114,3925
24325,5717,2122,-425,20,62.37,561,2964,2162
24521,3718,1634,-628,-160,27.64,199,1719,1792
24522,5562,2497,-665,-131,12.9,338,2452,2765
24523,9112,3992,-1443,-305,17.01,571,4136,4351
24524,20812,8463,-880,125,43.88,2269,10993,7142
24525,6853,2982,-668,-18,78.2,591,3446,2768
24206,57189,24469,113,2565,195.26,6586,31532,17205
24481,9436,3880,-355,217,62.01,918,5031,3202
24482,1994,703,-236,-22,22.95,152,896,945
24483,6399,2291,-538,88,72.97,627,3300,2422
24484,4718,1696,-260,83,95.98,497,2298,1863
24501,9030,3576,-539,33,109,823,4777,3296
24303,6023,2208,-334,34,15.74,540,3118,2010
24324,25784,9539,440,676,22.68,3520,14229,8011
24341,40559,15382,349,959,107.01,5598,23816,10630
24343,11021,4112,461,260,5.99,2069,6797,2104
24344,15123,6602,371,579,8.73,2173,10045,2848
24441,9669,3598,-492,-6,49.59,1238,5177,3156
24444,4352,1526,-365,-30,53.58,514,2143,1692
24442,22445,8067,-141,370,41.04,2906,12450,7009
24443,5939,2498,-463,-31,55.4,637,2916,2374
24445,2729,1141,-426,-108,307.54,170,1177,1381
24461,15041,5404,-390,144,40.91,2096,8548,4258
24470,7847,2689,-462,63,134.98,878,4120,2834
24466,3869,1579,-515,-110,100.68,321,1795,1751
24467,2734,1325,-497,-139,68.13,157,1066,1509
24469,1212,500,-112,-38,64.73,87,451,674
24464,6573,2848,-923,-191,109.83,373,2669,3505
24465,4416,2129,-876,-264,133.04,275,1773,2362
24541,7413,3545,-897,-214,110.48,607,3500,3264
24542,7191,3269,-837,-241,146.35,558,3192,3422
24561,8079,3711,-662,-151,88.13,859,3916,3301
24562,6560,2970,-362,-107,76.78,743,3164,2643
24564,3761,1754,-524,-116,2.88,422,2098,1224
25000,1413610,571374,694,33824,4017.38,191369,824781,365311
25201,324071,137643,4923,9541,302.33,43289,188997,83363
25301,20999,8445,-826,394,71.73,2193,11169,7215
25202,113647,48212,-32,2666,98.28,14888,67948,28299
25203,60255,24488,-645,919,45.5,8038,34959,14715
25481,12237,4080,-743,61,87.09,1673,6883,3392
25482,4628,1633,-212,-41,9.45,527,2481,1524
25483,8049,2466,-534,-52,29.08,1037,4389,2549
25484,6398,1999,-446,-7,16.98,750,3377,2271
25501,9227,3148,-522,50,28.27,1258,5038,2891
25502,6387,2404,-768,-135,88.44,647,3260,2433
25503,2790,1084,-352,-36,167.62,222,1393,1171
25504,3665,1268,-335,23,67.05,394,1868,1403
25204,68929,27021,45,1493,76.97,9578,39598,19094
25381,12193,4382,-235,126,24.3,1757,6980,3399
25206,143913,66944,6666,6720,48.65,19712,86272,30057
25207,83236,31796,3377,2744,45.58,13642,50266,18098
25208,68820,26688,2071,2096,52.69,11355,43973,13138
25363,40765,15943,224,1076,68.93,5751,24648,9481
25364,6920,2554,-735,-44,127.14,621,3647,2602
25365,9471,3281,-764,-5,71.63,999,4981,3383
25366,20293,7497,-45,421,49.65,2903,11698,5556
25367,10909,4366,-1223,-173,164.34,966,5938,3887
25342,11090,3719,-354,211,20.94,1562,6252,3237
25343,39423,15940,978,1305,40.51,5577,23395,9952
25361,11833,4686,-82,165,13.33,1491,7055,3133
25362,42627,17812,253,1047,57.16,5696,26007,10254
25521,5230,2087,-482,-27,78.34,456,2484,2250
25522,11379,4256,-948,-101,122.74,1168,6071,4095
25523,1545,649,-292,-80,165.77,127,676,739
25524,12109,4845,-820,62,48.47,1334,6456,4177
25525,5691,2113,-447,-15,63.2,621,2919,2128
25526,10423,4087,-659,49,32.84,1253,5843,3259
25205,45981,19192,516,1412,52.6,6315,27374,11072
25382,14000,4904,-772,186,34.64,1916,8742,3283
25401,4913,1660,-470,-66,181.27,526,2544,1840
25402,12108,4352,180,237,16.28,1652,6832,3484
25403,22978,8627,-102,409,31.12,3179,13348,6242
25421,4636,1408,-354,-20,40.89,504,2346,1781
25422,8203,2756,-359,50,26.53,1084,4582,2507
25461,11542,4062,-675,89,53.11,1276,6302,3714
25462,4877,1691,-343,-23,109.17,570,2750,1544
25463,10888,4192,-303,1,42.78,1422,6032,3345
25464,9918,3440,-173,82,18.04,1491,5876,2455
25383,20964,7932,-909,204,117.6,2575,11656,6424
25384,11789,4435,-645,169,44.55,1506,6897,3315
25423,7663,2617,-137,144,25.04,1173,3941,2085
25424,13230,5224,252,488,12.94,1977,7533,2510
25441,7132,2629,-290,23,7.8,1035,4069,1983
25442,6362,2211,-677,-99,13.63,714,3477,2118
25443,7274,2506,-81,85,135.77,969,3559,2464
26000,2578087,1190527,-32266,37625,4612.2,293465,1467216,734493
26101,117165,57187,-2309,383,94.88,11696,65757,32695
26102,83832,48004,-1281,1155,7.03,7021,51097,22094
26103,166039,85726,-2227,2303,246.77,17068,94764,44736
26104,110488,60634,1147,1549,7.41,11312,66427,25905
26105,36602,20562,-2442,-819,7.48,2716,20201,11489
26106,82784,48309,116,1103,6.78,7767,50506,17827
26107,101970,50485,2043,3391,15.81,11471,61989,25594
26108,197551,95966,-1584,3408,74.27,21513,112464,52790
26381,4496,1883,-631,-84,217.68,352,1956,2096
26109,277858,131284,-2797,5337,61.66,30129,160493,78621
26110,135101,64402,-370,3951,28.7,13713,75339,40258
26111,149837,65082,-1125,1973,59.24,18247,86053,40301
26201,67256,29400,-325,1694,264.24,9266,38217,18175
26421,3048,1318,-376,-35,90.53,182,1432,1434
26422,3067,1297,-437,-73,100.99,203,1249,1615
26441,3935,1617,-491,-124,96.81,390,1795,1750
26202,80336,35188,-3654,479,342.13,9756,43185,25438
26203,31846,13735,-1975,-31,347.1,3462,15767,12313
26204,179630,73595,-5048,278,67.54,21985,103635,53800
26205,16758,7292,-1668,-446,172.74,1595,7873,7245
26206,86174,34431,-3305,516,224.8,10707,48207,25959
26207,74607,30484,-2262,600,32.71,8530,40018,25105
26208,56859,23525,3479,2169,7.72,7849,32857,15164
26209,80608,33728,518,1237,19.17,11065,46950,22021
26210,70433,30554,-2231,1295,24.35,8188,39701,22054
26211,73753,31693,2918,2000,42.92,10641,43138,17311
26481,11337,4789,-691,8,67.45,1405,6039,3737
26482,9575,3888,-547,6,68.93,1252,5262,2973
26501,11778,4566,-1153,-135,75.07,1149,5783,4813
26502,4657,1934,-659,-139,64.96,415,2147,2086
26503,4671,1748,-387,-35,80.38,481,2201,1987
26521,8842,3213,-757,-36,145.04,960,4161,3696
26382,3383,1423,-441,-109,340.47,292,1430,1654
26401,16575,7275,-191,511,102.78,1877,9700,4527
26402,7067,2647,-548,5,49.56,692,3358,2985
26404,4604,1850,-336,5,123.5,391,2192,1973
26361,7958,2951,-571,-28,24.53,941,4259,2718
26362,57253,21671,6628,3210,23.62,10929,34361,11191
26363,12696,5180,-990,-36,36.97,1056,6253,5279
26303,15953,6549,772,556,5.97,2327,9183,4351
26322,15250,6322,-555,106,13.86,1772,8361,4875
26343,7406,3161,-504,102,18.04,677,4124,2562
26344,8911,3421,-408,189,58.16,1017,5187,2683
26364,1144,522,-224,-51,23.52,48,470,582
26365,3478,1379,-478,-66,64.93,237,1584,1655
26366,36198,13530,-178,755,25.68,5089,21907,9035
26367,2391,1023,-261,-45,64.11,154,1077,1158
26403,6583,2602,-697,-83,74.09,622,3303,2616
26405,3714,1510,-460,-50,109.73,286,1631,1772
26406,2610,1105,-389,-98,119.25,175,1111,1317
26463,1928,849,-182,-24,61.95,178,814,934
26461,5932,2338,-649,-76,59.05,599,2914,2416
26462,5319,2186,-402,-27,11.99,609,2718,1948
26464,8841,3514,-691,1,35.9,1011,4616,3180
27000,8837685,4135879,-1784,211992,1905.32,1029499,5199504,2361723
27100,2752412,1469718,61227,114925,225.32,290649,1686757,676821
27102,107904,56944,3177,5395,6.08,11855,65956,25393
27103,79328,42631,6844,5121,4.67,9680,52725,14675
27104,65251,32318,-1405,1606,19.28,7368,38420,17779
27106,105862,63874,13432,11736,5.21,12132,72783,15481
27107,80948,42612,-1087,2264,7.86,8285,47811,21531
27108,62083,29859,-3058,650,9.43,6297,35413,19826
27109,82148,42163,6419,4105,4.84,10986,51695,15324
27111,75504,53297,5738,5756,4.39,5215,54418,13222
27113,95864,46266,374,3342,14.21,10842,59239,24429
27114,177120,99699,1590,7163,13.27,16710,110322,42318
27115,84906,45487,4343,5804,4.54,8546,52177,20671
27116,127309,67616,-2858,3994,8.37,11098,69989,37208
27117,89670,45303,-1938,1603,6.32,9290,52468,26621
27118,169043,82712,4346,6257,8.38,20361,104015,42613
27119,110995,53649,3369,3545,5.98,14056,65950,27619
27120,153056,78098,-1183,6380,9.4,16463,88910,41844
27121,127849,62025,1550,4228,9.75,14088,73906,36491
27122,106111,66379,-5772,-2846,7.37,6903,53196,38771
27123,183444,104193,7243,9733,12.64,17948,119665,40271
27124,112691,48884,1134,2526,8.17,16544,69064,25397
27125,120072,59913,-2916,2993,20.68,12539,68120,36509
27126,192152,92872,-4481,3912,15.28,21032,111618,53440
27127,139376,85785,15709,11603,10.34,12854,93449,23734
27128,103726,67139,10657,8055,8.87,9557,75448,15654
27140,826161,366079,-13149,15778,149.83,102091,471667,233131
27141,148682,73809,477,4693,23.66,15567,87217,40015
27142,121236,50213,-3307,1675,17.88,16169,69471,33015
27143,85043,36889,-146,2167,10.49,10637,47086,25672
27144,135375,58120,-371,3506,28.62,18049,78818,35596
27145,138464,59706,-9162,-721,40.39,15817,72947,48005
27146,159757,72497,912,3959,15.6,21130,95504,39094
27147,37604,14845,-1552,499,13.2,4722,20624,11734
27202,190658,79073,-4253,3826,72.72,23665,110325,53497
27203,401558,176967,6079,6642,36.39,54916,240797,105379
27204,104993,48611,1924,2834,22.14,12844,61529,27786
27205,385567,180099,11099,11626,36.09,51990,231248,88508
27206,74412,32516,-1485,1426,14.33,8927,45189,18939
27207,352698,152869,869,4821,105.29,43042,200510,102233
27208,84443,33284,-4251,-71,43.93,10856,49800,23013
27209,143096,67860,54,3028,12.71,15437,83146,40885
27210,397289,172253,-6863,4835,65.12,45276,212620,110284
27211,287730,125089,7697,8406,76.49,39221,171964,68701
27212,264642,114265,-4158,3851,41.72,31874,153071,74907
27213,100131,43864,-835,2298,56.51,11488,60883,26232
27214,108699,45699,-5285,86,39.72,12109,62665,32782
27215,229733,101538,-7785,-11,24.7,25895,129383,68059
27216,101692,42367,-5295,223,109.63,10330,54254,36016
27217,117641,51902,-3109,1944,16.66,12546,66990,35266
27218,119367,52686,-3850,737,18.27,13870,70833,31451
27219,184495,73701,-1614,2688,84.98,24884,109891,46995
27220,136868,58088,3457,1259,47.9,20385,80023,35261
27221,68775,30009,-2337,1000,25.33,7611,40004,19964
27222,108736,45008,-3947,882,26.45,12338,61958,33318
27223,119764,57379,-3812,1554,12.3,11764,70541,35573
27224,87456,40243,2449,3370,14.87,10852,52197,22099
27225,55635,23130,-894,669,11.3,7006,32402,15666
27226,63688,27814,-1750,681,8.89,7725,36982,18074
27227,493940,232303,-8844,8818,61.78,52269,283589,135791
27228,60102,23123,-2336,323,48.98,7512,34209,17776
27229,55177,22415,-898,326,18.69,6925,32625,15149
27230,75033,29569,-1402,646,25.55,9641,43621,21581
27231,58435,24216,643,1234,11.92,7924,33101,16429
27232,51254,20774,-3022,64,36.17,5615,28470,17072
27301,30927,12747,944,735,16.81,4589,17749,8491
27321,18279,7580,-1655,-180,34.34,1201,8387,8666
27322,9079,3645,-1177,-72,98.75,606,4579,3767
27341,16567,6749,-731,23,3.97,1968,9791,4778
27361,43763,17256,-672,773,17.24,5665,24799,12444
27362,8434,3734,17,-38,5.62,1165,5202,1996
27366,14741,6273,-1197,-134,49.18,1173,7404,5966
27381,13009,5048,-739,-18,14.17,1553,7476,3844
27382,15697,6392,-429,277,25.26,1685,8615,4901
27383,4909,1944,-469,-92,37.3,417,2258,2232
28000,5465002,2402484,-69798,87284,8401.02,660205,3075863,1546543
28100,1525152,734920,-12120,29461,557.02,171315,843645,419161
28101,213562,102465,-72,5200,34.02,26649,123659,50482
28102,136747,70009,659,2602,32.66,16059,78114,33112
28105,109144,61186,2188,3311,14.67,9815,60038,29278
28106,94791,49601,-3121,821,11.36,8261,48679,30875
28107,158719,74352,-3749,1074,28.93,17077,84297,50399
28108,215302,97680,-4172,2207,28.11,27359,114792,63128
28109,210492,88489,-9313,1363,240.29,24766,114238,65667
28110,147518,90870,12365,9848,28.97,12699,84360,31090
28111,238877,100268,-6905,3035,138.01,28630,135468,65130
28201,486958,207238,-1501,11403,275.73,64561,287321,126814
28421,4079,1801,-819,-173,20.26,358,1961,1731
28422,16796,6266,-1752,-85,146.18,1672,8829,6251
28444,18002,6996,-733,148,31.52,2222,9660,6024
28522,4660,1805,-364,12,60.3,543,2509,1591
28202,459593,221404,7030,10971,50.72,47978,246316,120113
28203,303601,133647,10192,11757,49.42,41155,177638,79617
28204,485587,215651,-2263,4686,99.96,64958,293519,115944
28205,32634,14470,-2050,-140,124.24,3441,16937,11862
28685,8602,3322,-972,-149,58.21,898,4390,3307
28206,93922,42522,-1428,641,18.47,11455,52989,27654
28207,198138,82481,1255,3578,25,27159,119497,51476
28208,28355,11806,-1774,-347,90.4,3238,14479,10414
28209,41827,16900,-1548,352,162.35,5396,22993,13006
28541,3125,1379,-394,-31,31.19,302,1519,1297
28542,4115,1486,-381,-44,102.79,356,1969,1787
28544,15517,5671,-1092,-103,150.24,2005,8152,5340
28561,9160,3312,-836,-76,89.13,1091,4711,3341
28562,3745,1432,-510,-107,161.96,332,1662,1751
28210,260878,107195,-6557,3700,138.48,32871,151933,72332
28212,45892,18911,-2675,182,126.85,5217,25047,15093
28213,32373,12954,-1584,208,97.13,3934,17512,10561
28364,6300,2213,-609,-90,35.34,634,3220,2413
28214,226432,95465,1529,1325,101.8,29195,129846,63689
28215,68422,27977,-1161,1716,120.13,7716,36511,23816
28321,6872,2393,-723,1,56.45,514,3750,2592
28216,87722,36712,-3308,372,34.38,11169,50316,25596
28217,152321,63331,-4054,656,53.44,18392,84625,49188
28218,47562,17810,-1018,950,92.94,6325,27104,13844
28219,109238,42401,-3453,1331,210.32,13945,65910,28853
28220,42700,16245,-1613,881,150.98,4596,23521,14366
28221,39611,15605,-1879,27,377.59,4470,20427,13862
28601,9388,3526,-723,-74,77.06,1123,4755,3467
28602,6565,2458,-579,-88,111.84,753,3285,2518
28603,3104,1222,-429,-77,138.29,281,1410,1412
28604,3072,1182,-428,-86,95.59,290,1426,1353
28641,9731,4052,-139,166,32.33,1316,5642,2672
28642,17246,6255,-554,307,110.14,2193,9221,5744
28643,5446,2053,-561,-38,99.86,608,2608,2221
28644,10448,3811,-455,36,75.64,1321,5252,3848
28645,10429,3819,-914,39,98.16,1076,5317,4013
28646,8171,3043,-566,-30,77.15,919,4195,3037
28701,5495,2019,-436,-97,27.89,766,2948,1692
28702,9088,3584,-766,-8,55.98,985,4414,3557
28703,14702,5453,-453,311,58.35,1894,7625,4923
28704,14852,5991,-1120,-127,86.92,1545,7375,5784
28621,3450,1410,-309,-53,112.01,298,1668,1460
28622,14873,5907,-617,6,111.61,1916,7943,4675
28623,5221,2028,-328,3,49.16,636,2710,1856
28624,5445,2054,-562,-57,130.2,544,2496,2360
28681,14280,5992,-709,-44,55.21,1787,7529,4839
28682,5035,2322,-254,21,13.2,415,2480,2092
28683,7163,2821,-691,-106,51.07,534,3297,3324
28684,6889,2755,-490,-56,40.15,685,3318,2881
28686,8600,3604,134,228,24.42,1074,4322,3129
28521,21877,8272,-1231,318,178.89,2793,11736,7299
28523,7213,2508,-888,-33,213.84,739,3675,2798
28524,3237,1151,-467,-86,161.3,282,1512,1443
28525,2492,951,-368,-40,104.57,186,1198,1108
28341,20517,8998,46,1163,87.4,2486,12178,5379
28342,12601,5035,133,469,19.77,1671,7539,3131
28343,7527,3037,156,352,50.32,962,4127,2247
28211,39048,14810,-613,523,69.75,5245,21608,10921
28461,13554,4802,-1166,-41,99.55,1326,7395,4720
28462,11774,4396,-605,-13,23.66,1348,6312,3743
28463,9940,3749,-719,-9,17.97,1076,5067,3579
28301,29680,10995,-1158,215,90.33,3839,16422,9411
28361,9059,3072,-851,-108,48.02,909,4673,3335
28362,5530,1864,-526,-3,84.06,565,2747,2177
28363,4672,1626,-562,8,53.07,477,2389,1794
28381,30268,11384,-752,358,34.92,3820,16615,9716
28382,33604,13792,-135,534,9.13,4785,19308,9160
28442,11231,4324,-1069,-10,82.67,1124,5894,4184
28443,19377,7795,-361,889,45.79,2442,10516,5454
28441,6615,2306,-448,11,105.1,702,3383,2526
28445,4001,1473,-388,-30,97.17,449,2016,1529
28464,33477,12757,-213,665,22.61,4844,19172,9045
28481,13879,5537,-1345,-178,150.26,1239,6882,5454
28501,6435,2470,-633,-57,115.78,672,3132,2621
28502,3634,1404,-465,-74,91.68,324,1738,1570
28503,3344,1141,-284,-5,49.86,266,1486,1589
28504,2450,912,-265,-45,50.19,200,1177,1073
28543,10088,3608,-1129,-151,137.2,1150,5233,3703
28581,4266,1655,-622,-102,165.66,355,1959,1952
28583,1710,649,-255,-63,66.16,156,678,875
28582,8342,3137,-880,-239,102.98,962,4115,3256
28584,4976,1792,-621,-123,138.02,439,2327,2208
29000,1324473,544981,-39843,14760,3690.94,154271,737675,414576
29201,348250,152986,-4958,6378,211.6,39112,194413,107721
29301,1286,430,-169,-13,21.35,118,561,606
