CODE,POPULATION,HOUSE,POP_INCREASE,HOU_INCREASE,AREA,POP_U15,POP_O15,POP_O65
dummy,,,,,,,,
08343,7624,2793,-334,44,14.66,722,3962,2928
08206,58817,22968,-1608,1257,86.25,6618,33465,17955
08501,13237,4549,-805,92,34.51,1474,7306,4409
08502,14458,5127,-618,265,48.35,1496,8138,4733
08505,14241,4847,-789,194,36.24,1452,7840,4907
08218,39017,14227,-1328,835,90.72,4399,22371,11808
08544,13248,4225,-494,290,32.46,1498,7696,3964
08441,15563,6416,-1333,64,52.82,1397,8729,5238
08446,7752,2895,-901,-22,29.74,596,4272,2861
08448,5362,1735,-602,-29,34.11,466,2736,2155
08449,10362,3506,-935,86,61.45,934,5318,4075
08461,14564,5182,-949,9,70.27,1318,7555,5679
08464,25523,10089,-1111,120,48.5,3058,15304,7100
08324,18077,6382,-1537,-68,87.16,1954,9963,6060
08503,15159,5204,-1509,-67,63.4,1457,8364,5312
08504,5886,1867,-464,3,29.22,574,3252,2051
08406,59757,26489,2805,3159,78.96,8389,38619,12109
08407,35697,13998,-1873,107,68.28,4180,21237,10053
08421,12520,4264,-1021,37,60.38,1248,6670,4600
08424,8249,2835,-837,-45,54.7,759,4450,3038
08425,11416,4045,-866,37,51.25,1208,6242,3966
08401,10784,4079,-267,211,53.8,1146,6359,3042
08402,24634,9403,-1289,270,106.47,2630,13810,7908
08403,10535,4437,-638,8,43.63,871,5099,4504
08482,26374,10658,-335,814,45.54,3367,13716,8199
08483,23498,9313,1071,1020,33.6,3983,13464,4953
08303,16285,5906,-1011,213,62.98,1843,9548,4748
08304,24642,9573,-685,566,61.9,2974,14036,7401
08462,7943,2928,-345,137,15.33,814,4469,2575
08302,31401,11758,-1520,402,121.58,3271,17040,10983
08309,15715,6596,-1171,-65,23.89,1538,8766,5225
08306,11289,4351,-877,-45,52.36,1067,6261,3944
08307,5212,1999,-555,-59,46.33,369,2644,2199
08323,1596,563,-271,-49,63.04,123,841,631
08341,37891,15429,178,935,38,5399,22581,9517
08364,15736,6356,-2317,-377,325.76,1183,7262,7266
08442,14602,5864,-1240,-94,34,1472,8425,4677
08443,48553,20225,1018,1424,64.9,5983,28352,13360
08447,8231,2895,-937,-55,44.3,589,4409,3227
08521,21026,7017,-995,218,58.99,2369,12114,6459
08542,8093,2928,-693,34,23.11,730,4544,2732
08546,24201,8722,-316,661,46.59,2912,14152,7018
08564,15340,6258,-973,120,24.86,1196,7227,6903
09000,1933146,796923,-41109,33826,6408.09,227553,1115611,554381
09201,474650,213999,600,12518,312.16,59535,281873,117418
09303,9527,3483,-114,250,56.9,1248,5508,2687
09304,34580,13359,-323,654,47.72,4470,19776,9748
09202,144746,61617,-4706,1431,177.76,15176,80642,47023
09203,77064,31238,-945,1710,122.06,8581,43991,23675
09321,5842,2054,-326,25,32,578,3188,2066
09365,29048,11413,-310,888,39.8,3638,16716,8446
09366,14639,5405,-1013,18,60.45,1402,7802,5413
09367,16519,6253,-835,158,46.74,1688,9207,5561
09368,12437,4555,-233,281,30.52,1435,6962,4018
09204,81971,34621,-684,1677,84.37,9569,47908,23261
09421,25960,10169,-784,310,180.04,2932,14223,8636
09422,8297,3331,-1223,-256,91.66,510,4040,3724
09205,86414,33322,-3419,1086,313.3,10460,49880,25511
09322,7619,2776,-922,-67,177.32,555,4071,2993
09206,11483,5125,-1533,-350,320.98,822,5610,4988
09207,55579,21808,-2716,460,243.52,5979,30908,18166
09323,1739,882,-439,-181,185.79,52,684,1000
09382,1041,562,-224,-89,427.37,32,466,518
09383,7819,3931,-813,-190,272.27,525,3976,3178
09208,166666,69624,-94,3832,171.75,20940,101109,41781
09209,63828,24426,-611,1389,111.76,8584,37892,16615
09341,14362,4999,-738,87,55.45,1616,8063,4600
09210,57332,24655,-327,1272,133.97,6857,33579,15080
09405,3960,1331,-400,7,32.68,376,2016,1563
09406,10795,3806,-2643,-240,187.47,943,5747,4083
09211,31165,12012,-2189,-330,170.46,3244,17357,10334
09212,59880,24258,-1102,908,343.12,7225,34014,17495
09409,48522,20392,-200,1038,59.63,6507,29342,11580
09410,6808,2804,-634,-100,190.07,533,3264,2945
09385,33766,12847,579,806,49.99,5016,20484,8095
09387,10747,3523,-967,-84,75.47,999,6086,3639
09401,10235,3689,-768,-39,81.56,981,5617,3637
09402,14640,5497,-1404,-214,92.86,1388,7558,5694
09302,19563,7740,-201,855,31.35,2191,11794,4724
09362,21202,8294,178,677,22.43,2580,12085,5491
09363,18742,7463,99,571,20.8,2238,10950,4697
09301,30806,11544,-240,767,54.39,4073,18972,7262
09342,21898,7813,-1383,26,89.4,2467,12195,7041
09343,11891,4458,-1297,-114,172.69,986,5810,5073
09344,11262,4260,-458,151,64.25,1269,6568,3317
09345,14961,5230,-228,273,70.16,1942,8179,4782
09361,39474,15894,-477,636,61.06,4680,22578,11443
09364,24913,9841,-379,311,30.27,2908,13897,8095
09384,10354,3623,-1141,-73,176.06,914,5282,4157
09386,29229,12205,-410,684,70.87,3471,18001,7409
09407,23956,9110,-963,546,372.34,2154,11866,9690
09403,9622,3570,-1260,-145,151.68,748,4871,3999
09404,5593,2112,-489,-4,41.16,536,3004,2030
10000,1939110,805252,-34005,31300,6362.28,224304,1096231,576729
10201,275741,120724,-1775,4340,147.34,30430,148910,79347
10303,21707,8171,-721,283,70.42,2558,12022,6422
10304,17483,6673,-366,301,19.76,2168,9600,4888
10305,7131,2564,-624,13,48.15,620,3710,2398
10306,10087,3750,-519,45,25.97,988,5319,3335
10202,252032,113602,2291,7609,110.72,30601,147668,68247
10321,18423,7122,-1553,58,93.59,1792,9892,6690
10322,3050,1282,-494,-61,127.26,223,1370,1456
10323,20481,7532,-5,559,43.76,2587,11401,6365
10324,43565,16921,2595,1899,21.94,6903,25299,10868
10361,12053,5340,-250,281,3.74,1393,6910,3558
10363,23369,9182,-495,456,58.35,2510,12885,7850
10203,88906,38590,-7588,-1221,137.47,7923,47194,32982
10307,15902,5720,-352,236,35.6,1981,9215,4632
10308,1637,661,-329,-78,101.5,69,790,778
10204,132591,55944,996,3265,65.17,16719,79862,33668
10461,23700,8791,660,799,24.38,3542,14755,4955
10462,26455,9999,1180,1051,18.52,3944,16511,5556
10463,29104,11466,200,975,31.26,3301,16558,8907
10205,158800,67953,2758,4898,97.96,21056,94857,39810
10481,13704,5290,186,402,19.34,1821,7784,4029
10482,28486,10878,-561,95,38.22,3501,16203,8588
10483,22024,8410,824,869,20.97,3219,12942,5630
10206,38615,16202,-2606,-172,136.31,4106,21092,13043
10441,3388,1293,-180,-13,28.16,409,1890,1073
10442,3334,1358,-553,-140,278.9,272,1684,1373
10207,75309,31643,-1358,1424,60.97,8494,44000,22103
10208,41674,16861,-1310,371,51.59,4497,23080,13697
10301,8808,3021,-596,23,18.89,868,4676,3260
10302,9277,3336,-963,-126,78.29,753,4680,3818
10341,10856,3992,-494,96,40.97,1250,5759,3808
10342,1425,543,-123,-23,28.36,70,682,673
10343,2541,1361,-324,-39,22.32,123,1322,1028
10209,58391,23342,-1862,843,127.64,6521,33094,18375
10362,4870,2020,-585,-50,52.45,316,2439,2111
10210,43600,17116,-2120,249,94.14,4753,23829,14749
10381,3846,1398,-180,10,28.76,324,1933,1585
10211,42775,17137,-2053,28,101.29,4623,23403,14458
10401,12132,4956,-1571,-316,175.05,887,5933,5295
10309,1701,805,-376,-77,141.57,58,738,903
10484,30067,11347,414,748,18.61,4070,17918,7624
10501,17880,7291,-1296,-95,48.05,1776,9598,6305
10344,14216,5116,-113,229,27.92,1886,8497,3776
10345,21792,7863,712,574,20.46,3394,13135,5212
10366,1128,552,-102,-26,181.85,108,502,518
10364,1160,583,-231,-54,62.61,27,414,719
10365,485,244,-78,-22,52.08,32,161,292
10382,6576,2808,-988,-232,188.38,352,2884,3340
10383,1611,801,-368,-152,118.83,38,522,1051
10384,12491,4660,-709,121,58.61,1276,6643,4274
10421,14279,5837,-1223,-134,236.47,1303,7154,5750
10427,1107,515,-241,-43,202.81,62,500,544
10424,5095,2191,-441,-131,133.85,434,2621,1991
10425,8850,3532,-930,-132,337.58,915,4635,3285
10426,6049,3229,-469,-46,49.75,435,2882,2348
10428,3511,1165,-163,-2,64.18,354,1858,1299
10422,1712,646,-250,-34,33.45,159,882,671
10423,11016,4498,-1055,-57,220.2,919,5497,4582
10443,3993,1574,-397,20,391.76,331,2001,1639
10444,3480,997,-167,17,85.25,361,1553,1566
10448,6953,2601,-394,125,64.14,799,3869,2281
10445,8647,3304,-736,-139,70.76,827,4470,3335
10446,3484,1707,-692,-332,527.72,258,1706,1507
10447,5064,1948,-724,-164,182.43,415,2477,2172
10464,36054,14932,-600,595,25.78,3777,20898,9207
10521,14083,5428,-932,63,41.86,1361,7812,4735
10522,10882,4089,-162,175,19.64,1284,6202,3316
10523,10861,4074,-457,93,21.73,1257,6215,3374
10524,42089,19043,887,973,18.03,5097,26575,9464
10525,25522,9728,-904,200,31.11,2824,14259,8241
11000,7344765,3162743,78231,191084,3797.75,858384,4335188,1934994
11101,93499,38197,6353,4326,29.12,12023,54499,25567
11102,149242,66563,5796,4807,16.86,18747,94208,31773
11103,117784,55188,3920,1923,12.8,14268,76221,26309
11104,165049,70603,3089,4937,30.69,19820,97222,44281
11105,103269,47770,4507,4898,8.39,12679,66441,21602
11106,98661,46374,751,3043,18.64,11003,61240,22997
11107,164822,74499,10406,7363,11.51,22560,104392,32908
11108,191563,86081,11411,8186,13.82,25696,125479,36829
11109,128321,50836,11799,6361,26.44,19366,78427,28460
11110,111815,46364,2014,3422,49.17,12643,63082,34266
11201,354571,153376,3826,7661,109.13,36460,181655,89061
11202,149959,63388,-2332,2534,85.18,17253,88928,42352
11401,8295,2961,-184,181,15.58,1058,4796,2427
11402,12644,4665,-453,384,22.85,1227,7414,3907
11403,23517,9139,-1358,50,36.27,2276,12606,8576
11203,530263,238786,14292,18805,55.75,64599,333688,122522
11226,64011,28355,1870,2506,6.22,8066,39659,15401
11206,75223,30637,-3218,822,61.55,7932,42846,23858
11422,3394,1239,-278,39,5.82,308,1932,1152
11207,50155,20213,-2695,57,133.64,5769,27728,16379
11364,4299,1640,-443,-30,66.1,413,2186,1698
11367,594,295,-194,-60,330.98,17,203,374
11368,4626,1774,-549,-83,46.97,391,2342,1891
11208,342464,152652,2078,6818,72.11,33050,174266,87050
11209,78740,32857,-117,1836,134.6,8373,44827,24398
11330,1621,706,-237,-22,58.56,51,763,806
11210,67417,27402,-172,1981,59.4,7974,39960,18830
11421,19089,7213,-429,472,28.6,2056,10939,6002
11424,11000,4348,-607,181,21,867,6093,3957
11425,14117,5332,602,627,24.47,1650,7968,4494
11211,57990,25062,713,1660,36.72,6373,33873,16610
11382,20579,7971,-25,369,52.99,2521,11823,6051
11212,91791,39797,354,2573,65.35,10582,52871,25995
11214,193850,83717,-2458,2532,37.83,17386,99134,56917
11468,35942,13921,-459,643,28.15,3792,17573,11746
11215,148699,63776,-3706,1748,48.99,15467,84070,47661
11216,52862,21159,-2012,793,58.64,5295,29391,15821
11217,79888,32748,-1464,1504,35.87,8964,47089,23413
11304,28342,11696,246,738,15.04,3065,16000,9093
11423,8598,3055,-26,214,16.58,1225,4865,2487
11218,98496,39848,-1850,1603,69.4,11508,57536,27867
11405,18035,6831,-344,317,30.59,2236,9999,5594
11406,11624,4274,-483,148,21.77,1339,6424,3650
11407,13113,4901,134,402,15.82,1732,7431,3770
11219,226940,96559,1744,5160,45.51,25395,127746,61216
11221,248304,111923,1270,6096,27.46,29088,157501,61664
11222,341621,142774,4123,6314,60.24,43497,210444,87123
11223,74283,36827,2023,2653,5.11,7885,48527,17247
11224,140899,64319,4749,4887,18.19,20025,93035,23065
11225,145651,61222,-2739,2218,44.69,16610,85174,42924
11227,141083,62663,4784,3148,18.34,19106,93817,27533
11228,75346,32730,2670,2123,9.05,9897,46217,18689
11229,83989,39889,3163,2991,11.04,11397,57416,15040
11230,166017,73686,3895,6436,22.78,20924,98647,42180
11231,74748,30918,812,2233,25.35,8611,43586,22126
11232,66809,28774,-1333,1513,25.35,6619,38739,20405
11446,18801,7571,-835,312,27.37,1768,9985,6850
11461,27019,10782,409,989,15.78,3030,15834,7844
11462,37953,15451,30,682,13.9,5120,21539,10998
11233,65201,27403,-2208,558,19.82,6593,37112,21183
11234,93363,42183,6646,6420,18.02,11335,58742,21283
11235,111859,50979,3757,3810,19.77,13657,68450,27171
11237,142145,60829,5624,5541,30.13,18162,83860,38602
11238,61499,25474,-881,931,27.28,6739,34826,19902
11239,100275,44555,-1404,1672,41.02,11428,57702,29435
11240,50066,20851,-2458,283,33.93,4917,27131,17633
11241,70117,30537,-138,1879,17.65,7872,41523,20241
11242,54571,22379,-1949,234,47.48,6286,30041,17966
11243,71979,27901,2241,2185,31.66,10383,44153,17315
11236,61828,28139,2074,2116,6.81,7811,36717,16424
11322,51769,21256,553,1473,7.86,6566,31795,12893
11246,52214,20513,679,1330,24.92,6495,30722,14597
11301,44841,17812,399,1111,14.79,6227,27222,10920
11324,38434,15035,-22,707,15.33,4634,22185,11530
11326,35366,15764,-1909,198,34.07,2960,19956,11594
11327,11029,4587,-687,60,40.39,933,6055,3984
11341,19732,7650,1520,865,29.68,3063,11854,4611
11342,17889,7421,-452,453,29.92,1665,10248,5868
11343,28524,11781,-2654,-226,60.36,2287,15045,11093
11346,19378,7269,-1410,31,41.63,1804,10545,6970
11347,18192,6864,-1439,30,38.64,1526,10488,6146
11348,13560,5399,-778,90,25.73,942,6383,6226
11344,5950,2393,-619,-17,41.39,477,3047,2426
11345,4590,1808,-333,19,14.38,403,2521,1666
11361,7979,3080,-540,6,49.36,845,4403,2713
11362,9302,3584,-831,-78,63.74,936,4756,3578
11363,6807,2605,-517,-43,30.43,624,3481,2697
11365,8880,3378,-871,-129,100.03,862,4591,3410
11366,2048,792,-318,-64,71.42,176,1033,838
11369,2709,990,-206,-38,37.06,173,1275,1261
11381,11039,3854,-168,242,33.41,1159,6121,3720
11383,12470,4865,-270,206,23.17,1305,7078,3945
11384,889,355,-101,-19,24.25,49,402,436
11385,30343,11856,-222,631,29.18,3384,17011,8322
11408,32374,13287,-1707,353,64.25,3219,18169,10904
11442,34147,14572,442,844,15.95,3711,18897,10974
11464,43845,17706,-1650,358,30.03,4655,24567,14406
11465,28266,10740,-1795,38,16.2,3069,16785,8405
12000,6284480,2773840,61814,164708,5157.57,734496,3715691,1699991
12100,974951,447982,3069,30125,271.78,110929,569887,249963
12101,211736,109336,6509,14031,44.72,21828,120893,45674
12102,177328,81123,-1872,3391,34.19,18670,104457,48978
12103,160582,74796,-386,3462,21.22,18578,92289,41775
12104,146940,64840,-3981,2145,84.19,15618,82633,44694
12105,129421,50996,2573,4204,66.25,18132,79840,29730
12106,148944,66891,226,2892,21.2,18103,89775,39112
12202,58431,25544,-5984,-690,84.2,4470,31241,22053
12203,496676,242970,14944,14125,57.45,57265,323110,103359
12204,642907,289916,20017,17484,85.62,80576,396514,152773
12205,45153,20272,-2311,126,110.05,4121,21071,17734
12206,136166,58387,2025,3467,138.95,17144,79146,37370
12207,498232,231195,14752,15568,61.38,56850,305487,127595
12208,128103,53622,1179,3675,73.72,15238,73055,38051
12303,24535,9959,-2124,194,29.82,2188,13176,9000
12210,86782,37120,-2906,1094,99.92,8635,47894,28774
12211,116069,53965,3076,4801,131.27,15385,72642,25169
12341,6185,2367,-575,-46,32,533,3233,2393
12343,10652,3899,-785,14,50.57,876,5856,3790
12212,168743,70279,-3996,1583,103.69,18589,94196,55000
12213,58219,25403,-2433,289,89.12,6040,33761,17163
12215,38693,15299,-915,822,50.61,4486,22451,11297
12348,6160,1996,-694,-6,32.44,610,3219,2321
12361,10218,3698,-508,146,28.59,1253,5770,3141
12362,8674,3306,-724,-13,18.27,821,4694,3084
12216,176197,79423,8288,7073,20.97,22186,111019,40483
12217,373951,167374,12483,11292,72.91,46564,221495,95603
12305,52517,20648,31,1039,41.99,6769,30244,14609
12218,16927,8192,-2321,-773,93.96,1145,8357,7290
12219,269524,117997,-5132,4479,368.17,30046,154641,78661
12220,199849,83115,25476,12313,35.32,31172,118860,46047
12221,199498,85158,6346,6800,51.39,25580,122780,50490
12222,130510,56311,-1096,2222,43.15,14296,74457,39879
12223,26904,12293,-1086,304,147.35,2587,13762,10032
12472,5212,2285,-730,-179,43.95,404,2443,2343
12224,109932,47146,1015,3045,21.08,12558,63683,31488
12225,82206,35266,-3827,819,318.81,8427,45829,26366
12226,42465,17830,-3136,196,205.5,3665,21976,16118
12227,171362,80321,7338,6092,17.3,21564,116855,29971
12228,93576,38456,4331,3442,34.52,12477,53027,27066
12229,63883,25430,2931,2778,94.93,8622,37221,17057
12230,67455,27942,-3279,868,74.94,6273,39431,20912
12231,81379,30858,10892,5249,53.51,14470,48473,18040
12325,13104,4675,-591,382,46.57,1426,8041,3588
12328,8126,2816,-362,128,23.72,893,5149,2070
12232,62441,24141,767,1416,35.48,8616,36076,17101
12233,49735,21885,99,1828,53.88,5381,29894,14035
12461,4167,1655,-517,-120,25.69,409,1874,1874
12462,4779,1935,-398,-23,40.34,432,2032,2298
12464,4107,1415,-256,-19,33.92,438,1886,1777
12465,4228,1963,-429,-87,17.07,253,1732,2234
12466,9656,4209,-907,-107,36.64,784,4358,4497
12467,4455,1790,-375,27,44.11,353,2008,2091
12468,4439,1753,-320,-12,32.45,332,1977,2124
12214,27225,10160,-1690,100,80.75,2775,14740,9707
12382,7815,2723,-531,71,21.03,696,4244,2874
12209,37710,14810,-3065,-93,119.88,3461,20305,13517
12344,21699,8356,-1047,305,61.84,2079,11416,7932
12345,8740,2924,-776,53,51.54,755,4464,3504
12346,4207,1482,-255,13,29.05,342,2140,1706
12404,20647,8356,-1297,-3,47.02,1962,11377,7157
12405,15351,6289,-1380,-16,52.05,1230,8462,5593
12406,3682,1319,-335,-17,9.72,327,1940,1390
12407,8764,3439,-766,-15,37.59,802,4739,3189
12442,6124,2306,-648,-56,44.23,510,2952,2662
12444,16495,6871,-1522,-267,66.61,1485,8098,6912
12445,12925,5307,-880,-42,46.66,1167,6266,5491
12239,48129,19558,-1055,709,58.08,5090,26858,15770
12322,20745,9375,-210,405,19.01,2009,11533,6810
12329,20127,8276,-1101,91,32.51,1645,10633,7840
12342,5816,2289,-317,82,19.9,506,3227,2011
12347,13735,5079,-989,26,72.8,1242,7279,5097
12349,13228,4611,-924,49,46.25,1254,6748,5187
12403,14639,6181,-1871,-230,24.46,1111,7499,5920
12409,7033,2513,-398,60,43.24,605,3778,2629
12381,9746,3548,-839,-30,33.31,960,5079,3700
12408,12329,4726,-848,-129,33.6,1264,6470,4595
12421,11897,4984,130,499,22.99,1443,6378,3890
12422,6760,2467,-462,33,35.59,664,3250,2843
12423,13803,5613,-556,435,28.25,1275,7786,4740
12424,10305,4137,-844,-27,27.5,944,5176,4162
12426,6721,2517,-616,-74,47.11,492,3264,2960
12427,7198,2636,-1008,-153,65.51,515,3468,3215
12441,8885,3401,-958,-46,129.87,771,4213,3883
12443,6874,3092,-441,38,24.85,465,2817,3570
12463,6993,3034,-1029,-293,45.19,519,3109,3361
13000,14047594,7227180,532322,526057,2194.03,1566840,8944193,3107822
13100,9733276,5215850,460536,414656,627.53,1059831,6326082,2028506
13101,66680,37011,8274,3749,11.66,8976,46517,10852
13102,169179,92533,27996,13261,10.21,23086,121217,24683
13103,260486,146160,17203,15598,20.37,34714,174886,42546
13104,349385,222800,15825,17811,18.22,29202,223593,63185
13105,240069,133661,20345,12803,11.29,28065,152818,42020
13106,211444,124345,13371,12228,10.11,18648,142955,47510
13107,272085,145768,15811,14906,13.77,28028,183630,60108
13108,524310,264278,26201,20570,42.99,66472,341716,110002
13109,422488,237641,35633,25267,22.84,47036,272685,79532
13110,288088,155715,10466,9553,14.67,31547,196916,55811
13111,748081,400164,30999,29015,61.86,77231,475656,161855
13112,943664,492065,40318,28433,58.05,108940,638629,190042
13113,243883,149967,19350,14218,15.11,22984,154258,41261
13114,344880,208093,16665,11961,15.59,29123,231515,65878
13115,591108,336339,27111,24338,34.06,58944,380639,117072
13116,301599,183819,10432,7443,13.01,26489,211034,58539
13117,355213,189700,14137,11321,20.61,36527,229948,87381
13118,217475,112009,5211,8908,10.16,24470,141156,50411
13119,584483,314446,22567,23038,32.22,60014,367976,132602
13120,752608,374842,30886,36855,48.08,85920,478648,159298
13121,695043,345346,24921,34684,53.25,75589,424335,170261
13122,453093,215948,10180,14568,34.8,51556,285968,111893
13123,697932,333200,16634,24128,49.9,86270,449387,145764
13201,579355,267020,1842,13664,186.38,62867,344893,153504
13202,183581,89727,7286,6442,24.36,21828,115971,45524
13203,150149,78054,5419,4032,10.98,17232,95301,31725
13204,195391,96389,8455,6163,16.42,23468,123039,41623
13205,133535,56523,-3846,2152,103.31,13763,76704,42492
13206,262790,123931,2516,4362,29.43,32986,165586,56764
13207,113949,52163,2410,3905,17.34,13780,68947,30003
13208,242614,120945,13553,10364,21.58,28754,153175,50414
13209,431079,192015,-1270,5303,71.55,51174,253130,116470
13210,126074,63182,4678,3386,11.3,14879,80498,25591
13211,198739,91287,8734,8399,20.51,25072,121648,45060
13212,190435,90404,4152,5476,27.55,22894,115015,45652
13213,151815,68478,1859,3874,17.14,17720,90285,40749
13214,129242,63962,6500,4832,11.46,15082,81431,27184
13215,77130,38275,3475,4213,8.15,8448,48511,17748
13218,56414,28148,-1981,888,10.16,5692,34800,15153
13219,84772,42616,4523,3158,6.39,9736,52699,19961
13220,83901,36336,-1256,781,13.42,10661,50007,22923
13221,76208,35003,1344,2634,10.23,8710,44106,21482
13222,115271,51217,-1361,1315,12.88,13735,67397,32745
13223,70829,29978,-400,1678,15.32,9375,41663,18847
13224,146951,68415,320,2954,21.01,16577,87607,42582
13225,93151,39906,5515,3373,17.97,13130,58186,20087
13227,54326,23809,-1507,358,9.9,6531,32849,14728
13228,79292,31887,-1662,1070,73.47,9235,43149,23792
13216,91729,42529,1721,2519,6.8,11021,56976,21566
13217,115659,54489,5655,4765,9.05,13686,71971,26880
13303,31765,13017,-1680,-175,16.85,3443,18609,9517
13305,16958,6012,-488,212,28.07,2235,8095,6538
13307,2003,835,-206,-4,105.41,131,806,1058
13308,4750,1984,-484,-61,225.53,337,1998,2410
13361,7102,3712,-782,-235,90.76,710,3679,2713
13362,327,193,-10,-1,4.12,50,197,80
13363,2441,1163,-308,-98,27.54,272,1202,967
13364,1855,808,-36,17,18.58,274,994,587
13381,2273,1377,-209,-106,55.26,225,1151,894
13382,323,187,-12,-7,20.54,60,205,58
13401,7042,3767,-571,-146,72.23,799,3415,2801
13402,169,118,-9,-7,5.96,21,117,31
13419X,0,0,0,0,4.81,0,0,0
13421,2929,1469,-93,-48,106.88,416,2099,413
14000,9237337,4223706,111124,244429,2416.11,1085763,5628918,2308578
14100,3777491,1753081,52647,107463,437.71,441810,2316309,920583
14101,297437,145586,12081,12772,33.23,36803,190307,61321
14102,247267,129183,8301,9786,23.72,26954,158506,52276
14103,104935,57054,6403,5176,7.03,11437,70904,19860
14104,151388,85108,3076,6239,21.44,14687,92756,34057
14105,198157,103719,3330,8191,12.65,19082,120735,52098
14106,207811,99126,2318,6351,21.93,22010,125592,53928
14107,166731,78731,502,4179,19.05,18866,95645,45053
14108,198939,89869,-3290,2978,30.96,21575,114166,58735
14109,358530,175521,14358,12002,31.4,43403,233947,68932
14110,283709,122053,8426,8632,35.79,36456,169787,72489
14111,215248,95526,-488,4519,19.9,23477,126300,61517
14112,245174,107049,-1970,4321,32.73,27724,140995,72746
14113,183082,79411,2716,4913,25.51,23051,112148,44623
14114,122623,52414,-1937,1979,17.17,14176,71781,34579
14115,120194,52592,-1977,1739,18.52,13460,67310,37447
14116,152378,62847,-1647,2140,23.58,17792,88790,44188
14117,310756,132819,1064,7475,35.22,39002,197248,68106
14118,213132,84473,1381,4071,27.87,31855,139392,38628
14130,1538262,747452,63049,55615,143.01,189490,1001271,301151
14131,232965,123515,9587,13747,39.53,24813,147628,49709
14132,171119,80088,10229,4928,10.01,22919,109665,36643
14133,263683,134763,16154,11216,14.74,34069,183026,39332
14134,234328,113791,6187,5860,16.36,29342,154646,43090
14135,221734,113583,7576,7111,20.5,23445,147040,42661
14136,233728,102317,8134,7509,18.61,31863,148225,47043
14137,180705,79395,5182,5244,23.25,23039,111041,42673
14151,106873,48693,137,2986,15.49,12879,65797,24849
14421,23180,9581,-186,512,19.9,2691,12797,7324
14422,24002,10109,-1567,268,122.04,2002,12635,9033
14423,7695,3349,-887,39,31.59,525,3915,3093
14424,8457,3230,-902,-25,64.91,663,4349,3393
14152,273875,124877,3988,8638,36.87,32538,166179,66752
14153,281411,132931,4131,9165,38.11,31234,170188,70792
14201,388078,165473,-18508,-273,100.82,40747,221918,124727
14203,258422,112191,195,4794,67.82,29331,151095,72510
14204,172710,75722,-309,2687,39.67,19587,98856,53378
14205,436905,193204,13011,13034,69.56,56803,265260,106517
14206,188856,81864,-5230,2744,113.6,20684,108355,56588
14207,242389,102532,3041,4581,35.7,31061,144452,64882
14208,57060,24869,-365,766,17.28,6386,31144,17948
14210,42069,17210,-3220,-357,32.05,3472,21264,17158
14211,162439,70478,-4939,700,103.76,17797,93225,48518
14212,223705,100360,-2009,4536,93.84,26156,136825,57522
14213,239169,110519,6247,8499,27.09,28937,146702,56696
14214,101780,45361,266,2273,55.56,11659,61640,26579
14215,136516,58339,6326,4923,26.59,17660,82979,33825
14216,132325,60257,3588,4347,17.57,14957,80388,33638
14217,40841,16285,-2465,40,77.12,4492,22509,13440
14218,83913,34879,-547,1523,22.14,10852,48874,23186
14301,31665,12932,-431,352,17.04,3955,17156,10071
14321,48348,19862,412,1118,13.34,6165,28431,13250
14341,31634,12706,84,427,17.18,3569,17192,10853
14342,27564,11552,-814,369,9.08,2828,14887,9682
14361,9300,3436,-379,77,19.99,839,4836,3303
14362,17129,6683,96,505,14.38,2019,10031,4963
14363,10836,4572,-335,166,37.75,1030,6030,3651
14364,9761,3936,-963,33,224.61,821,5039,3873
14366,18329,6936,1316,767,6.55,2709,10804,4768
14382,11293,6360,-493,272,92.86,683,5940,4120
14383,6722,2963,-611,-105,7.05,446,3344,2923
14384,23426,10696,-1600,-67,40.97,1749,11477,9961
14401,39869,17099,-474,1032,34.28,4231,23225,11947
14402,3038,1127,-176,5,71.24,306,1600,1131
15000,2201272,864750,-102992,16600,12583.96,247480,1210917,715935
15101,26162,9792,-1167,-98,29.72,2616,14124,8156
15221,46642,17626,-2357,446,77.89,5532,26107,14352
15102,134446,57491,-3131,1941,38.62,15846,77848,38819
15103,180345,90860,-3422,2354,37.75,19565,107451,46509
15104,20734,7055,-713,215,36.02,2326,10882,7460
15324,35317,13728,-228,721,16.82,4746,20320,9909
15323,11921,4108,7,278,22.58,1639,7101,3126
15207,66046,24813,-1432,969,78.47,8031,36324,20903
15321,9023,3190,-342,136,16.91,999,4987,2984
15220,35817,12505,-1764,322,77.43,4014,20282,11054
15348,4308,1299,-191,34,14.44,512,2213,1581
15350,3312,1118,-293,-17,9.04,384,1876,1022
15107,134006,58859,-1387,1694,63.47,15914,76567,38309
15345-1,414,131,-46,3,4.56,35,184,195
15347,26236,10016,-744,449,25.97,3216,15141,7627
15341,8219,2769,-654,-22,36.11,738,4174,3272
15345,25387,9224,-1407,240,71.58,2751,13954,8458
15346,10450,3590,-873,19,24.76,1018,5712,3653
15349,5202,1485,-377,48,23.96,542,2785,1867
15351,5288,1613,-361,29,20.16,599,2955,1734
15202,191859,78831,-857,4777,262.45,23700,110873,54502
15215,16440,6074,-2321,-387,204.92,1403,7840,7181
15364,10790,3458,-735,115,42.55,1224,5966,3561
15401,13144,4332,-678,140,58.44,1758,7025,4337
15402,6738,2187,-362,45,36.47,718,3507,2488
