CODE,POPULATION,HOUSE,MOVEIN1,BIRTH1,ADD1,MOVEOUT1,DEATH1,DELETE1,INCR1,SOC_INCR1,NAT_INCR1,INCR5,SOC_INCR5,NAT_INCR5,BIRTH5,DEATH5,INCR10,SOC_INCR10,NAT_INCR10,BIRTH10,DEATH10,FOREIGNER,POP_U15,POP_O15,POP_O65,AREA
dummy,,,,,,,,,,,,,,,,,,,,,,,,,,
35204,45508,23100,1121,191,1324,1403,828,2255,-931,-282,-637,-5122,-1661,-3366,1057,4423,-9401,-2945,-6555,2446,9001,408,3921,21786,19801,698.31
35206,115405,56298,5315,844,6180,5119,1405,6663,-483,196,-561,-2308,1150,-2662,4508,7170,-2764,1945,-4288,9518,13806,1312,14828,65097,35480,189.37
35207,57358,26410,2532,501,3040,2355,642,3010,30,177,-141,776,1552,-645,2531,3176,1422,2311,-1039,5137,6176,697,7974,32656,16728,89.36
35208,132187,65669,3879,793,4762,4157,1925,6201,-1439,-278,-1132,-7799,-2126,-5249,4348,9597,-13656,-5182,-9218,9540,18758,2042,15004,70376,46807,873.72
35210,50431,23434,1451,325,1784,1547,689,2245,-461,-96,-364,-2146,-347,-1740,1622,3362,-3723,-1017,-2956,3423,6379,456,5683,26836,17912,92.13
35211,33094,15892,813,143,963,860,583,1469,-506,-47,-440,-3036,-566,-2352,771,3123,-5811,-1496,-4610,1763,6373,476,3062,15706,14326,357.31
35212,31087,15529,909,151,1072,1087,528,1620,-548,-178,-377,-2251,-433,-1811,845,2656,-4406,-995,-3532,1917,5449,196,3254,15821,12012,140.05
35213,23375,10893,549,86,650,769,421,1203,-553,-220,-335,-2741,-889,-1780,454,2234,-5069,-1740,-3373,1103,4476,232,1965,11386,10024,472.64
35215,140998,68197,4211,870,5193,4783,1824,6677,-1484,-572,-954,-6484,-2465,-4222,4861,9083,-10877,-5305,-7222,10660,17882,1639,16408,78242,46348,656.29
35216,61565,28969,1798,351,2183,2108,840,3006,-823,-310,-489,-2801,-529,-2058,2039,4097,-4088,-782,-3650,4424,8074,777,7351,33143,21071,133.09
35305,15242,8790,367,39,407,507,422,940,-533,-140,-383,-2407,-334,-2004,238,2242,-4424,-452,-3953,565,4518,106,944,6024,8274,138.09
35321,6187,2680,443,57,503,600,66,669,-166,-157,-9,-283,-270,-20,341,361,-305,-444,11,703,692,81,1014,3434,1739,10.58
35341,2593,1484,65,12,78,71,81,153,-75,-6,-69,-460,-81,-381,44,425,-1001,-265,-744,105,849,5,159,956,1473,34.69
35343,15002,7038,483,52,545,468,228,701,-156,15,-176,-748,-93,-670,375,1045,-1423,-263,-1211,830,2041,70,1564,8035,5403,50.42
35344,11600,5508,334,48,384,397,180,579,-195,-63,-132,-928,-314,-601,319,920,-1446,-401,-1088,704,1792,86,1103,5902,4595,34.59
35502,3184,1552,92,3,95,92,65,157,-62,0,-62,-397,-2,-392,34,426,-672,5,-705,119,824,29,255,1316,1584,115.95
36201,252093,120995,7871,1912,9959,8015,2783,10920,-961,-144,-871,-4358,267,-4319,10059,14378,-6867,-376,-7183,21049,28232,2177,30903,147111,74079,191.39
36202,56237,26255,1554,274,1848,1788,756,2578,-730,-234,-482,-3874,-1330,-2402,1537,3939,-6289,-2125,-4177,3582,7759,461,5738,30942,19557,135.66
36203,36897,17099,1074,198,1305,1386,500,1915,-610,-312,-302,-2715,-1203,-1421,1110,2531,-4501,-1945,-2594,2437,5031,242,3684,20345,12868,45.37
36204,71790,31177,1614,410,2047,1932,939,2892,-845,-318,-529,-3863,-1372,-2411,2342,4753,-6088,-1961,-4299,5212,9511,364,8566,39502,23722,279.25
36205,40184,18008,849,219,1077,1009,615,1668,-591,-160,-396,-2759,-489,-2008,1170,3178,-4886,-1001,-3819,2468,6287,410,4081,21212,14891,144.14
36206,36581,15446,1044,171,1229,1139,614,1772,-543,-95,-443,-2642,-498,-1914,959,2873,-4571,-900,-3660,2082,5742,541,3676,19451,13454,191.11
36207,28367,12684,621,128,757,772,463,1281,-524,-151,-335,-2493,-522,-1746,760,2506,-4497,-1057,-3396,1673,5069,417,2731,14767,10869,367.14
36208,24770,12393,494,83,590,793,578,1388,-798,-299,-495,-3472,-1152,-2260,509,2769,-6606,-2253,-4444,1195,5639,234,1984,11615,11171,721.42
36301,5053,2164,114,20,135,130,85,222,-87,-16,-65,-463,-114,-331,124,455,-920,-239,-671,262,933,34,448,2343,2228,69.83
36302,1511,774,59,7,67,39,26,66,1,20,-19,-188,-27,-158,30,188,-420,-62,-363,66,429,7,103,604,797,109.63
36321,2251,949,43,8,51,62,33,95,-44,-19,-25,-248,-66,-185,41,226,-571,-197,-397,96,493,9,162,1020,1060,42.28
36341,25580,10779,702,156,863,743,337,1098,-235,-41,-181,-777,164,-812,813,1625,-1073,312,-1400,1799,3199,266,3105,14117,8358,28.85
36342,5113,2458,135,24,159,111,139,259,-100,24,-115,-697,-104,-557,101,658,-1419,-251,-1176,204,1380,61,306,2116,2691,173.3
36368,7916,3794,150,27,177,258,179,437,-260,-108,-152,-1191,-465,-752,163,915,-2348,-1008,-1409,367,1776,14,552,3329,4021,694.98
36383,3948,2030,106,7,116,107,85,193,-77,-1,-78,-526,-182,-348,63,411,-1096,-409,-737,145,882,23,234,1655,2036,56.62
36387,6434,3203,113,25,140,214,117,333,-193,-101,-92,-881,-322,-551,145,696,-1594,-502,-1105,304,1409,63,483,2859,3092,140.74
36388,8975,4550,197,31,237,278,193,499,-262,-81,-162,-1027,-79,-775,167,942,-2111,-465,-1505,387,1892,190,649,4239,4087,327.67
36401,14950,6774,797,105,903,818,175,1009,-106,-21,-70,-476,-205,-179,593,772,-380,-192,-152,1325,1477,154,1936,9249,3765,14.24
36402,23281,9915,1064,206,1286,1028,198,1232,54,36,8,277,161,106,1088,982,1281,820,321,2234,1913,143,3538,13826,5917,8.74
36403,35484,14890,1491,303,1801,1277,297,1599,202,214,6,615,611,155,1600,1445,1919,1422,589,3392,2803,283,5251,21437,8796,16.27
36404,13353,5769,411,83,495,391,171,584,-89,20,-88,-295,284,-449,438,887,-933,145,-967,802,1769,197,1431,7513,4409,36.22
36405,11778,4929,248,63,322,312,179,501,-179,-64,-116,-677,-86,-521,338,859,-1214,-311,-851,735,1586,135,1227,6447,4104,34.58
36468,8458,4144,154,17,171,208,201,410,-239,-54,-184,-1380,-474,-917,152,1069,-2748,-1000,-1835,376,2211,34,596,3952,3876,194.84
36489,14066,6299,334,78,423,407,234,642,-219,-73,-156,-877,-236,-645,476,1121,-1603,-585,-1137,1017,2154,102,1570,7537,4959,122.48
37201,426260,200511,13574,3116,16960,12955,4589,17831,-871,619,-1473,-3191,2738,-5423,16948,22371,197,4606,-6964,36271,43235,5157,55479,251873,118908,375.42
37202,112622,50823,3957,828,4901,3710,1185,5178,-277,247,-357,-965,1811,-1719,4446,6165,587,3443,-2579,9387,11966,2074,15045,65738,31839,111.83
37203,52142,24777,1617,282,1938,1738,776,2588,-650,-121,-494,-2656,97,-2408,1596,4004,-4947,-502,-4297,3506,7803,1026,5808,28237,18097,92.49
37204,31495,15021,1509,226,1751,1849,421,2279,-528,-340,-195,-1347,-505,-852,1235,2087,-2275,-925,-1533,2608,4141,283,3910,17705,9880,39.93
37205,59248,25415,1509,334,1849,1619,876,2560,-711,-110,-542,-2882,-555,-2179,2082,4261,-4717,-1270,-3737,4436,8173,1023,6885,32813,19550,117.83
37206,47310,20803,966,190,1169,1268,666,1980,-811,-302,-476,-3655,-1020,-2307,1101,3408,-6120,-1575,-4337,2523,6860,433,4590,25213,17507,158.63
37207,29628,13790,495,117,615,699,488,1199,-584,-204,-371,-2737,-845,-1858,671,2529,-5202,-1737,-3557,1465,5022,282,2469,14632,12527,152.86
37208,64293,26286,1441,312,1773,1632,1041,2719,-946,-191,-729,-3791,-611,-3131,1895,5026,-6293,-1198,-5543,4176,9719,1052,7095,34254,22944,222.7
37322,13514,6652,372,60,444,442,220,670,-226,-70,-160,-1208,-464,-764,387,1151,-2417,-899,-1591,798,2389,87,1252,6529,5733,74.38
37324,14219,6931,369,65,447,410,276,702,-255,-41,-211,-1306,-313,-957,367,1324,-2336,-571,-1838,781,2619,164,1248,6927,6044,95.59
37341,27715,11840,730,170,904,899,368,1269,-365,-169,-198,-917,-157,-700,966,1666,-1313,-143,-1288,1937,3225,241,3505,15428,8782,75.78
37364,3041,1561,172,26,200,184,55,240,-40,-12,-29,-103,-5,-94,120,214,-236,-46,-199,232,431,26,316,1660,1039,14.22
37386,18510,8737,1105,172,1304,1155,156,1347,-43,-50,16,2,-6,208,977,769,1001,521,582,2070,1488,508,2684,11894,3932,8.1
37387,23812,10043,628,114,748,680,328,1008,-260,-52,-214,-930,82,-1015,688,1703,-1601,141,-1881,1430,3311,364,2661,12685,8466,109.75
37403,8814,4253,282,38,331,322,191,549,-218,-40,-153,-758,-82,-577,217,794,-1426,-311,-1067,488,1555,187,792,4549,3473,8.47
37404,23056,10776,920,115,1047,871,280,1396,-349,49,-165,-670,717,-742,744,1486,-613,1427,-1305,1616,2921,978,2645,13012,7399,24.39
37406,18243,7528,455,90,545,476,293,769,-224,-21,-203,-1137,-160,-943,527,1470,-1881,-187,-1681,1237,2918,225,2191,9313,6739,194.45
38201,509483,252103,15199,3428,18840,14797,5683,20667,-1827,402,-2255,-7574,655,-8039,19446,27485,-7501,1725,-11577,41458,53035,3546,64288,302149,143046,429.35
38202,156254,76426,3695,841,4596,4423,2202,6728,-2132,-728,-1361,-8515,-2048,-6398,4840,11238,-14976,-5111,-11783,10602,22385,3343,17108,84336,54810,419.21
38203,73067,35837,1610,354,1991,2153,1270,3443,-1452,-543,-916,-7355,-2757,-4518,1990,6508,-13404,-5193,-8371,4549,12920,403,7286,37048,28733,468.19
38204,32584,15854,735,147,899,983,546,1534,-635,-248,-399,-3347,-1325,-1965,854,2819,-6788,-3056,-3772,1875,5647,230,3063,16363,13158,132.65
38205,117846,57740,3017,773,3844,3357,1574,4968,-1124,-340,-801,-4501,-1128,-3454,4310,7764,-7687,-2787,-5875,9461,15336,1353,14470,65379,37997,234.47
38206,108025,50854,3006,700,3756,3113,1504,4692,-936,-107,-804,-4205,-227,-3330,3794,7124,-6847,-780,-5749,8273,14022,1516,13197,59957,34871,510.04
38207,42004,19818,952,233,1198,1272,625,1900,-702,-320,-392,-3535,-1619,-1911,1340,3251,-6414,-3138,-3433,3076,6509,207,4748,21993,15263,432.12
38210,36463,16095,930,179,1115,1055,502,1585,-470,-125,-323,-1707,-54,-1481,1033,2514,-2789,121,-2764,2294,5058,264,4363,19851,12249,194.44
38213,85450,38835,1881,564,2470,2210,1153,3426,-956,-329,-589,-4792,-1639,-2828,2909,5737,-7356,-2725,-4530,6445,10975,965,9894,47736,27820,421.24
38214,36633,17765,813,175,1005,957,652,1620,-615,-144,-477,-3793,-1201,-2600,985,3585,-6577,-1818,-4899,2163,7062,311,3595,17215,15823,514.34
38215,33537,15389,1664,195,1892,1389,396,1808,84,275,-201,-229,771,-994,1022,2016,-1189,383,-1673,2196,3869,272,4213,18958,10366,211.3
38356,6556,3852,289,19,311,403,108,516,-205,-114,-89,-763,-205,-547,102,649,-978,-208,-1060,263,1323,291,447,3072,3037,30.38
38386,7924,4335,266,23,293,268,165,445,-152,-2,-142,-1116,-291,-806,159,965,-2266,-650,-1602,353,1955,29,590,3454,3851,583.69
38401,30622,13582,1252,184,1449,1139,346,1495,-46,113,-162,-363,474,-808,968,1776,-777,503,-1320,2075,3395,163,3993,17143,9486,20.41
38402,20714,9367,587,92,698,712,250,966,-268,-125,-158,-898,-257,-652,588,1240,-1766,-688,-1098,1297,2395,80,2459,11317,6938,101.59
38422,16056,7097,338,77,421,446,259,714,-293,-108,-182,-1487,-423,-1055,401,1456,-2841,-792,-2039,888,2927,60,1608,7944,6444,299.43
38442,8901,4523,213,22,240,266,187,455,-215,-53,-165,-1323,-494,-818,154,972,-2680,-1121,-1568,417,1985,65,627,4071,4203,93.98
38484,3814,2016,223,13,241,250,90,347,-106,-27,-77,-410,-47,-346,83,429,-689,-6,-677,164,841,35,303,1716,1760,98.45
38488,9915,4955,232,29,263,311,213,527,-264,-79,-184,-1130,-240,-863,210,1073,-1984,-276,-1680,478,2158,84,870,4537,4508,241.88
38506,20495,10206,352,59,417,511,376,891,-474,-159,-317,-2611,-1045,-1579,387,1966,-4830,-1995,-2919,970,3889,104,1601,9791,9103,238.99
39201,325218,164127,8575,2170,10973,9416,3812,13330,-2357,-841,-1642,-10834,-3848,-6986,12107,19093,-15844,-6181,-10947,25996,36943,1775,39014,189108,97096,309
39202,12683,7241,255,41,304,415,239,657,-353,-160,-198,-1879,-797,-1106,245,1351,-3835,-1631,-2300,547,2847,55,855,5417,6411,248.22
39203,16869,8197,481,77,569,535,290,833,-264,-54,-213,-1390,-359,-1037,402,1439,-2954,-989,-2008,931,2939,74,1511,8501,6857,317.16
39204,46941,22294,1930,312,2257,2001,542,2563,-306,-71,-230,-1357,-260,-1064,1771,2835,-2505,-662,-2096,3638,5734,312,5751,26414,14776,125.3
39205,26708,12605,939,184,1147,980,383,1387,-240,-41,-199,-1355,-75,-1193,850,2043,-2433,-152,-2300,1736,4036,400,2896,14037,9775,91.5
39206,21088,10710,775,86,879,913,362,1293,-414,-138,-276,-2065,-851,-1172,521,1693,-3797,-1859,-2214,1200,3414,429,1952,10734,8402,135.35
39208,19895,10069,511,83,597,623,288,913,-316,-112,-205,-1703,-708,-1001,568,1569,-3070,-1331,-1811,1289,3100,95,2069,10155,7671,286.2
39209,12978,7173,271,35,314,424,253,680,-366,-153,-218,-1729,-560,-1193,232,1425,-3442,-1129,-2412,539,2951,67,893,5651,6434,266.34
39210,33333,16668,1124,221,1354,1171,516,1701,-347,-47,-295,-1673,-329,-1328,1170,2498,-2953,-506,-2527,2432,4959,127,3750,17489,12094,632.29
39211,33193,15144,1212,209,1437,1163,408,1584,-147,49,-199,-844,263,-1101,1116,2217,-1386,482,-1999,2359,4358,342,4051,18502,10640,126.46
39212,25911,13070,959,148,1128,863,427,1305,-177,96,-279,-1003,493,-1496,708,2204,-2245,443,-2863,1478,4341,329,2669,13005,10237,537.86
39301,2307,1402,57,7,66,71,66,140,-74,-14,-59,-427,-162,-267,48,315,-823,-282,-578,97,675,20,123,954,1210,74.02
39302,3119,1682,107,19,128,90,56,146,-18,17,-37,-267,-18,-252,83,335,-548,-65,-503,188,691,14,260,1445,1400,28.37
39303,2606,1313,95,14,109,81,40,121,-12,14,-26,-227,-103,-121,75,196,-407,-155,-259,165,424,8,248,1264,1086,6.53
39304,2594,1266,60,15,76,75,60,135,-59,-15,-45,-228,-32,-199,63,262,-474,-137,-348,139,487,4,218,1216,1156,52.36
39305,1247,605,44,8,52,51,24,75,-23,-7,-16,-150,-44,-106,25,131,-215,-27,-193,55,248,3,101,589,554,196.73
39306,832,419,36,5,41,51,16,67,-26,-15,-11,-104,-45,-58,21,79,-191,-86,-105,47,152,2,82,414,334,165.48
39307,3672,1742,116,20,136,119,73,193,-57,-3,-53,-209,63,-249,103,352,-352,138,-472,229,701,79,398,1891,1383,39.6
39341,3425,1862,142,13,160,141,69,212,-52,1,-56,-173,129,-300,82,382,-536,37,-597,189,786,22,294,1512,1597,134.22
39344,3418,2025,89,9,98,107,110,223,-125,-18,-101,-781,-275,-489,54,543,-1521,-442,-1091,121,1212,39,180,1199,2000,315.06
39363,3784,1921,126,18,144,107,78,186,-42,19,-60,-300,13,-304,103,407,-655,-49,-616,233,849,28,367,1695,1694,212.13
39364,377,219,12,0,12,19,10,29,-17,-7,-10,-43,-14,-32,14,46,-92,-19,-75,21,96,1,44,162,170,95.27
39386,22235,10507,607,106,720,674,362,1052,-332,-67,-256,-1841,-616,-1218,538,1756,-4136,-1661,-2473,1146,3619,34,2106,11380,8715,470.97
39387,5106,2901,163,13,181,169,127,299,-118,-6,-114,-856,-225,-636,88,724,-1742,-515,-1266,201,1467,48,338,1920,2800,333
39401,6473,3437,120,20,142,202,144,362,-220,-82,-124,-896,-290,-563,132,695,-1544,-417,-1109,289,1398,38,513,2852,3070,193.21
39402,12521,6044,340,56,402,372,210,585,-183,-32,-154,-906,-73,-831,296,1127,-1696,-228,-1502,658,2160,66,1327,6216,4978,100.8
39403,5376,2755,111,18,129,161,131,292,-163,-50,-113,-635,-150,-481,114,595,-1158,-226,-946,253,1199,17,424,2436,2499,111.95
39405,3404,1776,107,14,124,131,58,190,-66,-24,-44,-273,-48,-232,98,330,-478,5,-498,206,704,5,319,1518,1562,236.45
39410,4980,2453,148,31,180,129,78,208,-28,19,-47,-273,31,-306,112,418,-755,-137,-626,254,880,21,450,2398,2111,44.85
39411,5620,2646,140,18,158,158,110,269,-111,-18,-92,-523,-73,-448,131,579,-1126,-289,-869,306,1175,28,545,2536,2511,197.85
39412,16465,8351,410,80,501,495,349,845,-344,-85,-269,-1663,-304,-1349,417,1766,-3232,-740,-2548,904,3452,95,1522,7660,7283,642.28
39424,4805,2581,106,9,118,137,114,252,-134,-31,-105,-722,-220,-506,65,571,-1385,-442,-956,180,1136,19,320,2168,2298,102.94
39427,1489,758,37,6,43,22,24,52,-9,15,-18,-183,-41,-134,25,159,-284,-35,-243,65,308,13,102,688,686,85.37
39428,10859,5450,299,39,348,339,196,547,-199,-40,-157,-1016,-102,-796,241,1037,-2254,-481,-1690,492,2182,140,920,5098,4841,188.46
40101,96393,50001,3070,500,3610,3434,1463,4941,-1331,-364,-963,-6063,-1338,-4699,2770,7469,-10538,-3139,-8266,6093,14359,985,10544,50223,35626,73.69
40103,81995,40342,3230,518,3788,3483,964,4573,-785,-253,-446,-3100,-302,-2469,2742,5211,-4513,-496,-4494,5788,10282,1216,10367,45043,26585,71.31
40105,56942,30191,2696,385,3110,3035,713,3779,-669,-339,-328,-2513,-1161,-1347,2212,3559,-4532,-2664,-2445,4534,6979,821,6328,32359,18254,16.61
40106,181522,103514,11606,1497,13284,10947,2129,13476,-192,659,-632,588,4596,-3030,7512,10542,3692,5906,-4725,15510,20235,4797,20529,108340,52652,39.23
40107,210095,102869,9064,1529,10703,9163,2236,11512,-809,-99,-707,-4885,-2825,-2028,8613,10641,-5818,-5217,-1908,18641,20549,1729,27948,122235,59912,171.48
40108,65452,34914,3126,348,3529,3076,989,4136,-607,50,-641,-4216,-1090,-2939,1952,4891,-6630,-1579,-5576,4254,9830,805,7141,34675,23636,36.26
40109,252313,124995,9397,1792,11308,9654,2894,12805,-1497,-257,-1102,-6707,-2144,-4013,9895,13908,-6331,-2765,-5321,21515,26836,3222,32521,144656,75135,83.13
40131,315893,158084,21150,2864,24379,18026,2585,21545,2834,3124,279,15231,15256,2389,14796,12407,35246,25333,6560,30092,23532,10405,45334,200267,70292,69.45
40132,235319,144005,25935,2338,28651,24706,1819,27394,1257,1229,519,16185,14857,3434,12183,8749,37572,27898,7477,23857,16380,9332,25271,167311,42737,31.62
40133,192654,116063,20498,1621,22336,18207,1296,19988,2348,2291,325,11410,10496,2095,8271,6176,27680,21460,4952,16705,11753,4856,21124,135005,36525,15.39
40134,264517,134060,16996,2233,19478,15848,2217,18543,935,1148,16,8494,8784,1049,11820,10771,20680,15958,3527,24095,20568,6164,36604,167372,60541,30.98
40135,208225,96850,12171,1715,14049,12323,1782,14392,-343,-152,-67,4976,4711,678,9429,8751,17971,13743,3176,19646,16470,3173,30921,128166,49138,84.15
40136,125958,63519,8613,904,9661,7876,1131,9141,520,737,-227,2290,2973,-475,4963,5438,4456,3486,368,10473,10105,1292,16974,77326,31658,15.99
40137,220201,102995,13690,1695,15648,12564,1838,14661,987,1126,-143,3226,3483,2,9276,9274,9406,5840,2176,19499,17323,2528,33047,134842,52312,95.87
40202,111967,56238,3104,684,3849,3565,1882,5469,-1620,-461,-1198,-7440,-1968,-5641,3710,9351,-13868,-4128,-10517,7824,18341,803,12513,58129,41325,81.45
40203,304666,137532,12142,2509,14708,11573,3242,15353,-645,569,-733,-2034,1785,-2576,13546,16122,1565,3443,-2910,28216,31126,4465,42464,178852,83350,229.96
40204,56240,27288,2026,415,2466,2066,751,2864,-398,-40,-336,-1567,103,-1553,2137,3690,-2416,-71,-2638,4604,7242,569,7403,30123,18714,61.76
40205,127552,62778,4446,950,5476,4412,1594,6108,-632,34,-644,-2965,-148,-2654,5250,7904,-4122,-614,-4417,11022,15439,1507,16558,70553,40441,213.96
40206,46781,24175,1598,338,1970,1927,662,2719,-749,-329,-324,-2670,-908,-1625,1810,3435,-4372,-1518,-3028,3866,6894,542,6001,24859,15921,54.55
40207,65016,26057,1831,405,2265,1937,865,2859,-594,-106,-460,-3667,-1045,-2397,2124,4521,-7086,-2637,-4399,4625,9024,568,7750,35489,21777,77.15
40210,61994,25151,1865,381,2280,2130,934,3102,-822,-265,-553,-4255,-1354,-2815,2087,4902,-8211,-3270,-5200,4340,9540,600,7207,32642,22145,482.44
40211,49532,20121,2234,427,2678,2101,519,2665,13,133,-92,393,885,-363,2239,2602,339,1048,-477,4593,5070,579,7181,28865,13486,41.78
40212,33375,13799,966,190,1164,1239,474,1729,-565,-273,-284,-2339,-996,-1347,1061,2408,-4725,-2219,-2645,2140,4785,278,3509,17888,11978,33.62
40213,73045,33162,2842,573,3470,2862,818,3742,-272,-20,-245,278,1398,-856,3034,3890,496,1761,-1318,6215,7533,719,9734,41492,21819,70.06
40214,24940,11703,652,132,806,820,383,1207,-401,-168,-251,-1651,-523,-1176,749,1925,-2897,-1124,-2046,1738,3784,346,2875,12987,9078,111.01
40215,40992,20549,1492,263,1785,1642,556,2218,-433,-150,-293,-2290,-715,-1634,1352,2986,-4099,-1387,-3076,2763,5839,343,4475,20948,15569,15.96
40216,59585,24971,2556,389,2998,2465,573,3107,-109,91,-184,289,1094,-778,1987,2765,181,1184,-1229,4131,5360,970,8190,34903,16492,45.51
40217,104616,45843,5378,859,6297,4741,923,5719,578,637,-64,2157,1924,337,4651,4314,4078,2819,1126,9435,8309,642,15107,62664,26845,87.73
40218,113313,49931,6470,874,7457,6616,755,7460,-3,-146,119,287,-361,590,4601,4011,4322,1745,2128,9692,7564,928,17293,70847,25173,14.15
40219,101950,45149,6300,969,7334,5768,701,6540,794,532,268,2284,879,1426,5117,3691,6468,1997,3818,10678,6860,960,15845,63921,22184,26.89
40220,97201,43556,4105,765,4927,3774,982,4811,116,331,-217,501,1215,-668,4099,4767,1825,2445,-871,8265,9136,815,13586,54871,28744,119.94
40221,71922,32261,3551,552,4126,3486,646,4162,-36,65,-94,67,386,-254,3050,3304,2009,1282,432,6666,6234,467,10352,41528,20042,29.6
40223,59645,26143,2851,458,3357,2656,505,3234,123,195,-47,1256,1570,-201,2302,2503,1428,956,209,4948,4739,871,8466,35147,16032,42.07
40224,67257,28656,3343,684,4043,2417,608,3039,1004,926,76,6994,6874,115,3216,3101,11511,11569,-299,5710,6009,461,11173,37520,18564,52.76
40225,28916,11207,784,158,964,945,411,1387,-423,-161,-253,-2025,-732,-1231,926,2157,-3582,-1573,-2071,2117,4188,303,3529,15346,10041,117.46
40226,27442,13270,896,193,1109,1096,434,1580,-471,-200,-241,-1419,-227,-1132,1029,2161,-3163,-1125,-2159,2213,4372,493,3277,14487,9678,139.99
40227,36946,18435,957,169,1157,1243,607,1863,-706,-286,-438,-3609,-1467,-2103,1024,3127,-7033,-3337,-3974,2357,6331,314,4032,18338,14576,135.11
40228,52160,21567,1759,306,2088,1965,739,2752,-664,-206,-433,-3162,-1264,-1925,1700,3625,-5926,-2574,-3709,3795,7504,754,6245,27819,18096,246.71
40229,36584,14539,927,198,1131,1114,573,1695,-564,-187,-375,-2500,-624,-1888,1051,2939,-5184,-1782,-3530,2230,5760,270,4040,18667,13877,105.21
40230,102547,43759,4455,636,5162,3362,1029,4481,681,1093,-393,2421,4181,-1637,3372,5009,1965,4299,-2683,6953,9636,1340,14122,58271,30154,215.7
40231,50444,21193,2360,419,2811,2267,399,2690,121,93,20,209,-195,393,2292,1899,2763,492,2075,7067,4992,314,8112,30540,11792,74.95
40341,37345,16165,1686,243,2010,1635,365,2027,-17,51,-122,-212,192,-523,1320,1843,-632,-531,-485,2972,3457,508,5365,21609,10368,30.21
40342,31536,13600,1617,285,1931,1552,259,1822,109,65,26,-127,-235,99,1485,1386,-187,-710,452,3146,2694,211,4700,19106,7730,38.93
40343,46612,20283,2521,423,2961,2289,366,2684,277,232,57,1047,821,279,2210,1931,2717,1183,1228,4871,3643,630,7552,28055,11005,8.69
40344,28919,12235,1525,260,1813,1306,291,1632,181,219,-31,1252,1348,-38,1284,1322,2562,2364,123,2638,2515,306,4833,16477,7609,16.31
40345,33690,13522,1997,325,2334,1759,233,2012,322,238,92,2551,1775,859,1856,997,8785,6861,1822,3760,1938,514,6848,20627,6215,18.93
40348,9181,3672,457,85,543,332,86,430,113,125,-1,811,938,-93,372,465,871,1031,-156,701,857,265,1523,5186,2472,37.44
40349,48246,20900,3255,627,3901,3139,307,3492,409,116,320,2525,998,1659,3217,1558,5787,1925,3776,6722,2946,663,8630,31003,8613,14.13
40381,13545,6508,1051,101,1165,1149,191,1344,-179,-98,-90,-884,-475,-411,475,886,-2009,-1501,-627,1074,1701,106,1617,7562,4366,11.6
40382,27990,13413,1216,205,1449,1226,364,1611,-162,-10,-159,-1158,-601,-585,1178,1763,-1998,-1489,-1001,2403,3404,408,3474,15337,9179,11.01
40383,31650,14005,1142,180,1345,989,400,1401,-56,153,-220,-687,308,-1012,955,1967,-913,525,-1627,2121,3748,187,4096,17037,10517,48.64
40384,19212,8472,744,121,870,705,243,965,-95,39,-122,-227,248,-461,670,1131,-395,192,-676,1450,2126,234,2449,10248,6515,22.15
40401,7416,3834,292,27,321,321,135,458,-137,-29,-108,-742,-243,-489,176,665,-1281,-447,-902,407,1309,210,618,3714,3084,14.28
40402,15563,7453,446,64,525,542,259,815,-290,-96,-195,-1104,-250,-862,375,1237,-1912,-531,-1575,848,2423,219,1663,7857,6043,35.6
40421,13301,6233,524,87,627,514,173,691,-64,10,-86,-656,-282,-399,460,859,-871,-336,-636,1054,1690,123,1637,7039,4625,20.14
40447,30004,11613,1438,256,1705,1218,322,1544,161,220,-66,348,739,-434,1198,1632,756,1245,-636,2427,3063,267,4203,16811,8990,67.1
40448,2013,845,51,9,61,75,55,130,-69,-24,-46,-289,-111,-185,50,235,-537,-135,-400,103,503,12,189,922,890,51.97
40503,15828,5803,832,159,1012,669,160,851,161,163,-1,295,407,-76,777,853,331,355,-95,1539,1634,344,2358,9060,4410,22.84
40522,14085,5103,472,108,590,531,177,714,-124,-59,-69,-353,-113,-222,540,762,-395,-71,-367,1231,1598,132,2139,7951,3995,18.44
40544,19553,7841,802,124,937,772,235,1035,-98,30,-111,-442,20,-369,766,1135,-411,172,-478,1747,2225,302,2710,11211,5632,37.94
40601,10712,5439,337,60,405,378,168,548,-143,-41,-108,-912,-331,-602,311,913,-1789,-791,-1074,738,1812,46,1151,5106,4409,44.5
40602,9360,4633,173,33,207,313,176,489,-282,-140,-143,-1179,-460,-732,215,947,-2097,-746,-1360,509,1869,8,890,4413,4049,132.2
40604,8881,4614,374,47,424,395,159,560,-136,-21,-112,-540,-102,-451,331,782,-1003,-247,-803,730,1533,50,1178,4439,3264,8.04
40605,16173,8724,509,92,614,592,270,875,-261,-83,-178,-1652,-723,-929,501,1430,-3344,-1737,-1729,1175,2904,112,1805,8262,6106,36.14
40608,5221,2602,223,33,264,217,91,308,-44,6,-58,-156,138,-300,183,483,-529,4,-546,403,949,14,723,2550,1934,14.26
40609,3072,1489,89,13,104,108,59,167,-63,-19,-46,-209,-22,-185,96,281,-383,-55,-329,214,543,3,372,1472,1225,31.98
40610,22358,11184,656,130,806,716,370,1089,-283,-60,-240,-1483,-518,-1018,771,1789,-2883,-1248,-1842,1704,3546,163,2843,11631,7884,42.06
