citycode,incity,inpref,inregion,outregion,sum_outcity,visit_diff
35212,25544,6049,726,698,7473,5
35213,20058,5042,629,1878,7549,5
35215,121658,17584,2579,5430,25593,4
35216,49267,9471,566,2339,12376,5
35305,13615,1871,716,624,3211,6
35321,4324,1232,768,216,2216,6
35341,1905,482,114,146,742,8
35343,10792,2561,171,230,2962,6
35344,9162,2490,128,174,2792,6
35502,2449,547,63,106,716,8
36201,217346,39881,4539,10376,54796,3
36202,45115,7662,1396,4283,13341,5
36203,28499,8560,320,835,9715,5
36204,59670,8106,669,1660,10435,5
36205,30848,6260,349,654,7263,5
36206,26977,4264,601,802,5667,5
36207,23700,4715,641,749,6105,5
36208,21566,3036,1340,1365,5741,5
36301,3836,810,30,96,936,7
36302,1016,274,9,43,326,8
36321,1604,195,1,27,223,9
36341,17504,4111,198,343,4652,6
36342,3661,694,50,172,916,7
36368,7064,1197,98,202,1497,7
36383,3198,728,49,140,917,7
36387,5332,970,90,263,1323,7
36388,7253,705,208,414,1327,7
36401,10254,5002,378,915,6295,5
36402,15244,5804,279,495,6578,5
36403,23953,7490,473,730,8693,5
36404,8767,3256,346,412,4014,6
36405,8474,2125,164,237,2526,6
36468,5970,1489,120,176,1785,7
36489,10359,1891,410,438,2739,6
37201,367606,39680,11160,20685,71525,3
37202,81717,17530,2058,4576,24164,4
37203,39356,11357,1187,3301,15845,4
37204,23228,7769,770,1204,9743,5
37205,47119,6799,2497,1997,11293,5
37206,37046,6496,910,1451,8857,5
37207,24302,2553,1064,981,4598,6
37208,49864,8197,1402,1858,11457,5
37322,10942,1246,116,1440,2802,6
37324,11997,1378,169,1444,2991,6
37341,18807,5459,310,548,6317,5
37364,2532,175,33,798,1006,7
37386,12141,5550,579,1142,7271,5
37387,15953,5995,538,736,7269,5
37403,5652,2061,304,1469,3834,6
37404,16464,5328,394,694,6416,5
37406,12459,3545,498,615,4658,6
38201,455604,39970,6854,20269,67093,3
38202,139688,9198,1131,6146,16475,4
38203,67866,6036,907,1707,8650,5
38204,28920,4072,275,1253,5600,5
38205,102253,10681,1487,3323,15491,4
38206,90274,11233,1725,3122,16080,4
38207,36870,6939,397,1086,8422,5
38210,25396,6337,241,903,7481,5
38213,75595,4228,3585,2243,10056,5
38214,31991,3424,213,657,4294,6
38215,25261,9186,409,828,10423,5
38356,5498,152,18,799,969,7
38386,6990,1109,222,326,1657,7
38401,21157,8424,258,582,9264,5
38402,14698,4012,186,361,4559,6
38422,12850,2147,186,391,2724,6
38442,7027,1948,143,568,2659,6
38484,2828,411,48,65,524,8
38488,8165,1362,137,151,1650,7
38506,18851,1062,377,455,1894,7
39201,291807,31119,5442,12593,49154,3
39202,11203,1154,188,501,1843,7
39203,13358,2724,158,367,3249,6
39204,35162,14072,701,1582,16355,4
39205,20684,4524,175,451,5150,6
39206,17945,4744,216,531,5491,6
39208,17087,2625,644,534,3803,6
39209,10977,824,157,651,1632,7
39210,28016,5020,736,1176,6932,5
39211,24033,4577,356,776,5709,5
39212,20624,3713,295,625,4633,6
39301,1972,87,122,203,412,8
39302,2071,699,22,83,804,7
39303,1864,893,15,45,953,7
39304,1648,567,24,73,664,8
39305,1008,228,15,86,329,8
39306,578,142,6,36,184,9
39307,2900,1262,84,326,1672,7
39341,2623,562,40,86,688,8
39344,3032,909,333,358,1600,7
39363,3192,485,34,59,578,8
39364,313,62,5,4,71,10
39386,15811,4315,315,518,5148,6
39387,4196,654,144,160,958,7
39401,5421,940,71,193,1204,7
39402,9867,1840,99,142,2081,6
39403,4355,938,59,97,1094,7
39405,2807,424,90,127,641,8
39410,3306,1464,77,66,1607,7
39411,4226,808,62,130,1000,7
39412,14175,2020,211,458,2689,6
39424,4140,487,114,286,887,7
39427,1238,278,3,17,298,8
39428,8724,1713,174,361,2248,6
40101,74288,11223,1291,5234,17748,4
40103,59929,16011,702,1578,18291,4
40105,42646,20035,494,1340,21869,4
40106,141682,70326,4408,12881,87615,3
40107,157371,24440,2254,4412,31106,4
40108,47081,19386,688,1736,21810,4
40109,191685,40453,2404,4766,47623,3
40131,226233,54650,9139,7008,70797,3
40132,166294,178124,32094,43339,253557,2
40133,137218,141840,19237,20606,181683,2
40134,175201,33814,4762,3651,42227,3
40135,148518,28266,4681,3673,36620,4
40136,86754,19619,2567,1846,24032,4
40137,151167,33694,5176,3993,42863,3
40202,95235,8268,9932,1426,19626,4
40203,245011,37363,15353,5308,58024,3
40204,41524,13135,517,862,14514,5
40205,102359,22746,1409,1643,25798,4
40206,35561,12084,374,480,12938,5
40207,51270,7805,1581,733,10119,5
40210,50942,9708,1246,613,11567,5
40211,34010,10191,1250,505,11946,5
40212,25052,4606,2046,525,7177,5
40213,52901,11386,1065,1084,13535,5
40214,19538,3202,2027,418,5647,5
40215,27671,6575,158,287,7020,5
40216,40126,7901,2449,737,11087,5
40217,70167,21106,4436,2030,27572,4
40218,71519,17799,2213,1604,21616,4
40219,65311,18057,2293,1683,22033,4
40220,69864,11769,1214,1692,14675,5
40221,46980,13314,1891,1744,16949,4
40223,40646,10852,1066,1182,13100,5
40224,40370,9741,704,880,11325,5
40225,21807,3956,832,354,5142,6
40226,20481,10806,489,833,12128,5
40227,27772,5450,237,190,5877,5
40228,40057,10710,2317,982,14009,5
40229,27058,5486,1488,316,7290,5
40230,70616,9061,3020,1628,13709,5
40231,33693,6714,955,631,8300,5
40341,25003,4594,477,372,5443,6
40342,20836,5208,505,373,6086,5
40343,29126,9508,503,631,10642,5
40344,18157,5029,400,296,5725,5
40345,20108,10307,918,825,12050,5
40348,5396,5081,654,376,6111,5
40349,28782,14788,1000,936,16724,4
40381,9734,2612,81,315,3008,6
40382,18507,5489,160,249,5898,5
40383,22195,4446,235,364,5045,6
40384,12549,5222,81,238,5541,5
40401,4803,1755,41,108,1904,7
40402,11161,4041,175,393,4609,6
40421,9121,2600,117,108,2825,6
40447,20389,4956,562,293,5811,5
40448,1582,472,82,33,587,8
40503,9876,2603,388,179,3170,6
40522,9615,1926,277,87,2290,6
40544,13273,4507,1004,266,5777,5
40601,7131,2759,132,135,3026,6
40602,6796,1174,108,91,1373,7
40604,5915,1458,45,57,1560,7
40605,12027,2609,61,92,2762,6
40608,3164,1202,56,77,1335,7
40609,2081,547,20,33,600,8
40610,15818,3025,72,95,3192,6
40621,25506,11232,856,1226,13314,5
40625,13919,3897,310,308,4515,6
40642,4369,741,740,58,1539,7
40646,4646,852,889,159,1900,7
40647,13547,2466,561,388,3415,6
41201,199366,28074,16169,4548,48791,3
41202,103012,5218,5966,2085,13269,5
41203,53534,7570,17840,2468,27878,4
41204,14130,3297,1076,273,4646,6
41205,45557,5498,3524,870,9892,5
41206,37261,8778,4007,1094,13879,5
41207,22835,4668,1236,293,6197,5
41208,30190,6050,1468,428,7946,5
41209,19683,2916,2532,753,6201,5
41210,21747,4718,2153,324,7195,5
41327,10772,4106,2027,354,6487,5
41341,11944,1569,4339,414,6322,5
41345,5672,2084,1140,210,3434,6
41346,17372,3334,3007,234,6575,5
41387,4194,2035,475,167,2677,6
41401,15166,1930,1462,263,3655,6
41423,3997,2118,296,72,2486,6
41424,6595,2529,380,124,3033,6
41425,17214,3289,575,185,4049,6
41441,6150,1060,514,126,1700,7
42201,373758,34668,10262,10940,55870,3
42202,228887,20206,10848,7417,38471,4
42203,37935,5897,1252,663,7812,5
42204,112991,21752,3945,2186,27883,4
42205,76312,11342,2896,2338,16576,4
42207,26262,2016,1359,652,4027,6
42208,18799,2196,1441,403,4040,6
42209,28033,566,844,471,1881,7
42210,24407,472,1093,414,1979,7
42211,32898,1194,506,860,2560,6
42212,23065,3661,652,476,4789,6
42213,34229,6917,1331,844,9092,5
42214,38358,2744,998,458,4200,6
42307,28673,5567,478,329,6374,5
42308,20725,8160,621,388,9169,5
42321,6088,1922,560,218,2700,6
42322,10253,1640,301,139,2080,6
42323,10324,1713,844,197,2754,6
42383,1988,226,95,57,378,8
42391,9292,3031,281,136,3448,6
42411,17672,772,251,423,1446,7
43101,142600,83294,11898,8489,103681,3
43102,134194,32942,4831,2328,40101,4
43103,63714,17389,3045,1613,22047,4
43104,90815,27041,2459,1219,30719,4
43105,99824,27471,3604,1738,32813,4
43202,108052,9287,3258,1592,14137,5
43203,27703,6002,1917,573,8492,5
43204,39946,3949,5080,654,9683,5
43205,20694,2806,1854,395,5055,6
43206,52005,7293,1838,593,9724,5
43208,41318,5700,2032,737,8469,5
43210,36384,9436,1202,642,11280,5
43211,26723,6818,587,329,7734,5
43212,20762,3504,692,393,4589,6
43213,44884,10490,1216,515,12221,5
43214,21700,4043,1992,1130,7165,5
43215,72085,4898,1611,1076,7585,5
43216,38541,13549,1308,781,15638,4
43348,7514,1284,161,74,1519,7
43364,3526,914,101,43,1058,7
43367,6457,1529,1597,265,3391,6
43368,11775,2789,1092,214,4095,6
43369,6996,2029,817,179,3025,6
43403,23083,8434,1472,1088,10994,5
43404,27444,17968,1839,1133,20940,4
43423,2948,857,1079,683,2619,6
43424,5390,750,862,224,1836,7
43425,1124,296,141,50,487,8
43428,4754,916,454,170,1540,7
43432,4651,1691,213,124,2028,7
43433,8255,2200,1216,575,3991,6
43441,11132,3111,330,151,3592,6
43442,5844,7930,552,203,8685,5
43443,22200,8454,893,1136,10483,5
43444,7770,1955,147,68,2170,6
43447,12303,1455,939,198,2592,6
43468,7797,2384,661,143,3188,6
43482,13639,2116,416,170,2702,6
43484,2948,870,139,44,1053,7
43501,7654,2510,217,139,2866,6
43505,7332,1813,158,101,2072,6
43506,2680,480,82,37,599,8
43507,1892,343,61,29,433,8
43510,3010,731,73,34,838,7
43511,744,305,49,16,370,8
43512,2276,755,545,88,1388,7
43513,2655,457,78,34,569,8
43514,11538,2060,168,88,2316,6
43531,5908,1497,176,88,1761,7
44201,428507,39141,13700,9384,62225,3
44202,97224,15298,7370,5888,28556,4
44203,70866,5244,6391,1383,13018,5
44204,57323,2533,5299,1250,9082,5
44205,62797,3410,1679,904,5993,5
44206,28956,4413,684,648,5745,5
44207,13780,2540,286,266,3092,6
44208,18296,2482,1411,583,4476,6
44209,18548,2408,494,411,3313,6
44210,23088,4063,708,591,5362,6
44211,45679,6092,1876,932,8900,5
44212,29721,3957,772,366,5095,6
44213,24818,7004,3431,2345,12780,5
44214,23400,4111,544,1123,5778,5
44322,1449,86,37,43,166,9
44341,20698,4523,1080,633,6236,5
44461,7190,1696,1877,600,4173,6
44462,12307,1906,1241,282,3429,6
45201,360438,34287,12224,10134,56645,3
45202,141604,12318,8953,2010,23281,4
45203,110004,7246,2892,1617,11755,5
45204,45975,3547,1064,985,5596,5
45205,38613,6346,1272,491,8109,5
45206,51247,7492,1168,895,9555,5
45207,15299,1290,744,302,2336,6
45208,23491,3642,409,242,4293,6
45209,14931,2134,1418,354,3906,6
45341,17853,3498,487,134,4119,6
45361,6306,1774,228,98,2100,6
45382,14063,3538,217,100,3855,6
45383,5340,1036,121,89,1246,7
45401,15365,4358,420,307,5085,6
45402,12413,2940,283,240,3463,6
45403,969,181,152,11,344,8
45404,3760,704,55,34,793,7
45405,11788,2536,239,195,2970,6
45406,7661,1454,192,145,1791,7
45421,13005,2776,196,130,3102,6
45429,1249,312,24,5,341,8
45430,2372,350,101,26,477,8
45431,4130,1014,46,33,1093,7
45441,10172,1022,582,561,2165,6
45442,2843,939,137,62,1138,7
45443,3050,349,384,46,779,7
46201,541552,52698,14680,12699,80077,3
46203,88233,10787,1793,1550,14130,5
46204,17602,1909,137,290,2336,6
46206,16516,3041,407,233,3681,6
46208,45625,4291,1794,635,6720,5
46210,34989,3746,892,1726,6364,5
46213,13952,1323,198,318,1839,7
46214,11946,2196,252,293,2741,6
46215,80694,10283,1883,1500,13666,5
46216,37089,8347,449,529,9325,5
46217,27663,3100,2678,321,6099,5
46218,105707,15653,4587,4601,24841,4
46219,21882,3852,372,274,4498,6
46220,27576,5415,353,551,6319,5
46221,24704,3507,1315,540,5362,6
46222,37178,3575,445,1666,5686,5
46223,29548,5534,470,664,6668,5
46224,22781,2460,571,256,3287,6
46225,58152,10772,1702,940,13414,5
46303,335,100,17,29,146,9
46304,526,133,80,88,301,8
46392,17101,3216,324,267,3807,6
46404,7935,815,377,89,1281,7
46452,7557,1397,599,147,2143,6
46468,9785,2452,332,195,2979,6
46482,4788,1222,65,50,1337,7
46490,5997,1037,80,82,1199,7
46491,5489,756,162,172,1090,7
46492,11630,2802,226,279,3307,6
46501,6431,794,65,186,1045,7
46502,4660,734,105,665,1504,7
46505,10996,875,281,1253,2409,6
46523,1223,111,1,35,147,9
46524,1395,129,2,46,177,9
46525,7036,698,133,414,1245,7
46527,4180,1430,69,377,1876,7
46529,5995,226,64,180,470,8
46530,9292,1707,75,220,2002,7
46531,4195,613,43,109,765,7
46532,5062,646,6,86,738,8
46533,5560,719,52,153,924,7
46534,4984,594,80,211,885,7
46535,4478,229,52,372,653,8
47201,253758,73473,0,35480,108953,3
47205,66480,20075,0,2538,22613,4
47207,40437,2731,0,9291,12022,5
47208,80487,31452,0,2129,33581,4
47209,50172,12076,0,5600,17676,4
47210,42173,8634,0,1579,10213,5
47211,101804,27989,0,2218,30207,4
47212,41159,14393,0,1785,16178,4
47213,88883,17931,0,2000,19931,4
47214,44538,3021,0,7695,10716,5
47215,28582,5929,0,1193,7122,5
47301,3619,967,0,622,1589,7
47302,1929,718,0,104,822,7
47303,1241,823,0,106,929,7
47306,6663,1803,0,881,2684,6
47308,9523,3474,0,3162,6636,5
47311,6272,6482,0,8333,14815,5
47313,4061,1729,0,361,2090,6
47314,8298,3424,0,387,3811,6
47315,3585,372,0,210,582,8
47324,28655,5319,0,2355,7674,5
47325,9140,4814,0,267,5081,6
47326,18694,12685,0,2760,15445,4
47327,9578,9756,0,784,10540,5
47328,11995,5891,0,340,6231,5
47329,22119,13357,0,486,13843,5
47348,11802,4414,0,231,4645,6
47350,23902,12526,0,470,12996,5
47353,578,205,0,306,511,8
47354,571,214,0,555,769,7
47355,585,107,0,34,141,9
47356,409,41,0,12,53,10
47357,1096,125,0,42,167,9
47358,493,78,0,16,94,10
47359,1096,129,0,69,198,9
47360,1153,103,0,59,162,9
47361,6475,458,0,652,1110,7
47362,18680,4827,0,512,5339,6
47375,857,71,0,33,104,9
47381,2662,771,0,2356,3127,6
47382,1360,190,0,301,491,8
